Year,cost_enfu_fuel_coal_usd_per_m3,iso_code3,Nation
2030,174.9001499,RUS,Russian Federation
2031,174.9001499,RUS,Russian Federation
2032,174.9001499,RUS,Russian Federation
2033,174.9001499,RUS,Russian Federation
2034,174.9001499,RUS,Russian Federation
2035,174.9001499,RUS,Russian Federation
2036,174.9001499,RUS,Russian Federation
2037,174.9001499,RUS,Russian Federation
2038,174.9001499,RUS,Russian Federation
2039,174.9001499,RUS,Russian Federation
2040,174.9001499,RUS,Russian Federation
2041,174.9001499,RUS,Russian Federation
2042,174.9001499,RUS,Russian Federation
2043,174.9001499,RUS,Russian Federation
2044,174.9001499,RUS,Russian Federation
2045,174.9001499,RUS,Russian Federation
2046,174.9001499,RUS,Russian Federation
2047,174.9001499,RUS,Russian Federation
2048,174.9001499,RUS,Russian Federation
2049,174.9001499,RUS,Russian Federation
2050,174.9001499,RUS,Russian Federation
2022,174.9001499,RWA,Rwanda
2023,174.9001499,RWA,Rwanda
2024,174.9001499,RWA,Rwanda
2025,174.9001499,RWA,Rwanda
2026,174.9001499,RWA,Rwanda
2027,174.9001499,RWA,Rwanda
2028,174.9001499,RWA,Rwanda
2029,174.9001499,RWA,Rwanda
2030,174.9001499,RWA,Rwanda
2031,174.9001499,RWA,Rwanda
2032,174.9001499,RWA,Rwanda
2033,174.9001499,RWA,Rwanda
2034,174.9001499,RWA,Rwanda
2035,174.9001499,RWA,Rwanda
2036,174.9001499,RWA,Rwanda
2037,174.9001499,RWA,Rwanda
2038,174.9001499,RWA,Rwanda
2039,174.9001499,RWA,Rwanda
2040,174.9001499,RWA,Rwanda
2041,174.9001499,RWA,Rwanda
2042,174.9001499,RWA,Rwanda
2043,174.9001499,RWA,Rwanda
2044,174.9001499,RWA,Rwanda
2045,174.9001499,RWA,Rwanda
2046,174.9001499,RWA,Rwanda
2047,174.9001499,RWA,Rwanda
2048,174.9001499,RWA,Rwanda
2049,174.9001499,RWA,Rwanda
2050,174.9001499,RWA,Rwanda
2022,174.9001499,SAS,South Asia
2023,174.9001499,SAS,South Asia
2024,174.9001499,SAS,South Asia
2025,174.9001499,SAS,South Asia
2026,174.9001499,SAS,South Asia
2027,174.9001499,SAS,South Asia
2028,174.9001499,SAS,South Asia
2029,174.9001499,SAS,South Asia
2030,174.9001499,SAS,South Asia
2031,174.9001499,SAS,South Asia
2032,174.9001499,SAS,South Asia
2033,174.9001499,SAS,South Asia
2034,174.9001499,SAS,South Asia
2035,174.9001499,SAS,South Asia
2036,174.9001499,SAS,South Asia
2037,174.9001499,SAS,South Asia
2038,174.9001499,SAS,South Asia
2039,174.9001499,SAS,South Asia
2040,174.9001499,SAS,South Asia
2041,174.9001499,SAS,South Asia
2042,174.9001499,SAS,South Asia
2043,174.9001499,SAS,South Asia
2044,174.9001499,SAS,South Asia
2045,174.9001499,SAS,South Asia
2046,174.9001499,SAS,South Asia
2047,174.9001499,SAS,South Asia
2048,174.9001499,SAS,South Asia
2049,174.9001499,SAS,South Asia
2050,174.9001499,SAS,South Asia
2022,174.9001499,SAU,Saudi Arabia
2023,174.9001499,SAU,Saudi Arabia
2024,174.9001499,SAU,Saudi Arabia
2025,174.9001499,SAU,Saudi Arabia
2026,174.9001499,SAU,Saudi Arabia
2027,174.9001499,SAU,Saudi Arabia
2028,174.9001499,SAU,Saudi Arabia
2029,174.9001499,SAU,Saudi Arabia
2030,174.9001499,SAU,Saudi Arabia
2031,174.9001499,SAU,Saudi Arabia
2032,174.9001499,SAU,Saudi Arabia
2033,174.9001499,SAU,Saudi Arabia
2034,174.9001499,SAU,Saudi Arabia
2035,174.9001499,SAU,Saudi Arabia
2036,174.9001499,SAU,Saudi Arabia
2037,174.9001499,SAU,Saudi Arabia
2038,174.9001499,SAU,Saudi Arabia
2039,174.9001499,SAU,Saudi Arabia
2040,174.9001499,SAU,Saudi Arabia
2041,174.9001499,SAU,Saudi Arabia
2042,174.9001499,SAU,Saudi Arabia
2043,174.9001499,SAU,Saudi Arabia
2044,174.9001499,SAU,Saudi Arabia
2045,174.9001499,SAU,Saudi Arabia
2046,174.9001499,SAU,Saudi Arabia
2047,174.9001499,SAU,Saudi Arabia
2048,174.9001499,SAU,Saudi Arabia
2049,174.9001499,SAU,Saudi Arabia
2050,174.9001499,SAU,Saudi Arabia
2022,174.9001499,SDN,Sudan
2023,174.9001499,SDN,Sudan
2024,174.9001499,SDN,Sudan
2025,174.9001499,SDN,Sudan
2026,174.9001499,SDN,Sudan
2027,174.9001499,SDN,Sudan
2028,174.9001499,SDN,Sudan
2029,174.9001499,SDN,Sudan
2030,174.9001499,SDN,Sudan
2031,174.9001499,SDN,Sudan
2032,174.9001499,SDN,Sudan
2033,174.9001499,SDN,Sudan
2034,174.9001499,SDN,Sudan
2035,174.9001499,SDN,Sudan
2036,174.9001499,SDN,Sudan
2037,174.9001499,SDN,Sudan
2038,174.9001499,SDN,Sudan
2039,174.9001499,SDN,Sudan
2040,174.9001499,SDN,Sudan
2041,174.9001499,SDN,Sudan
2042,174.9001499,SDN,Sudan
2043,174.9001499,SDN,Sudan
2044,174.9001499,SDN,Sudan
2045,174.9001499,SDN,Sudan
2046,174.9001499,SDN,Sudan
2047,174.9001499,SDN,Sudan
2048,174.9001499,SDN,Sudan
2049,174.9001499,SDN,Sudan
2050,174.9001499,SDN,Sudan
2022,174.9001499,SEN,Senegal
2023,174.9001499,SEN,Senegal
2024,174.9001499,SEN,Senegal
2025,174.9001499,SEN,Senegal
2026,174.9001499,SEN,Senegal
2027,174.9001499,SEN,Senegal
2028,174.9001499,SEN,Senegal
2029,174.9001499,SEN,Senegal
2030,174.9001499,SEN,Senegal
2031,174.9001499,SEN,Senegal
2032,174.9001499,SEN,Senegal
2033,174.9001499,SEN,Senegal
2034,174.9001499,SEN,Senegal
2035,174.9001499,SEN,Senegal
2036,174.9001499,SEN,Senegal
2037,174.9001499,SEN,Senegal
2038,174.9001499,SEN,Senegal
2039,174.9001499,SEN,Senegal
2040,174.9001499,SEN,Senegal
2041,174.9001499,SEN,Senegal
2042,174.9001499,SEN,Senegal
2043,174.9001499,SEN,Senegal
2044,174.9001499,SEN,Senegal
2045,174.9001499,SEN,Senegal
2046,174.9001499,SEN,Senegal
2047,174.9001499,SEN,Senegal
2048,174.9001499,SEN,Senegal
2049,174.9001499,SEN,Senegal
2050,174.9001499,SEN,Senegal
2022,174.9001499,SGP,Singapore
2023,174.9001499,SGP,Singapore
2024,174.9001499,SGP,Singapore
2025,174.9001499,SGP,Singapore
2026,174.9001499,SGP,Singapore
2027,174.9001499,SGP,Singapore
2028,174.9001499,SGP,Singapore
2029,174.9001499,SGP,Singapore
2030,174.9001499,SGP,Singapore
2031,174.9001499,SGP,Singapore
2032,174.9001499,SGP,Singapore
2033,174.9001499,SGP,Singapore
2034,174.9001499,SGP,Singapore
2035,174.9001499,SGP,Singapore
2036,174.9001499,SGP,Singapore
2037,174.9001499,SGP,Singapore
2038,174.9001499,SGP,Singapore
2039,174.9001499,SGP,Singapore
2040,174.9001499,SGP,Singapore
2041,174.9001499,SGP,Singapore
2042,174.9001499,SGP,Singapore
2043,174.9001499,SGP,Singapore
2044,174.9001499,SGP,Singapore
2045,174.9001499,SGP,Singapore
2046,174.9001499,SGP,Singapore
2047,174.9001499,SGP,Singapore
2048,174.9001499,SGP,Singapore
2049,174.9001499,SGP,Singapore
2050,174.9001499,SGP,Singapore
2022,174.9001499,SLB,Solomon Islands
2023,174.9001499,SLB,Solomon Islands
2024,174.9001499,SLB,Solomon Islands
2025,174.9001499,SLB,Solomon Islands
2026,174.9001499,SLB,Solomon Islands
2027,174.9001499,SLB,Solomon Islands
2028,174.9001499,SLB,Solomon Islands
2029,174.9001499,SLB,Solomon Islands
2030,174.9001499,SLB,Solomon Islands
2031,174.9001499,SLB,Solomon Islands
2032,174.9001499,SLB,Solomon Islands
2033,174.9001499,SLB,Solomon Islands
2034,174.9001499,SLB,Solomon Islands
2035,174.9001499,SLB,Solomon Islands
2036,174.9001499,SLB,Solomon Islands
2037,174.9001499,SLB,Solomon Islands
2038,174.9001499,SLB,Solomon Islands
2039,174.9001499,SLB,Solomon Islands
2040,174.9001499,SLB,Solomon Islands
2041,174.9001499,SLB,Solomon Islands
2042,174.9001499,SLB,Solomon Islands
2043,174.9001499,SLB,Solomon Islands
2044,174.9001499,SLB,Solomon Islands
2045,174.9001499,SLB,Solomon Islands
2046,174.9001499,SLB,Solomon Islands
2047,174.9001499,SLB,Solomon Islands
2048,174.9001499,SLB,Solomon Islands
2049,174.9001499,SLB,Solomon Islands
2050,174.9001499,SLB,Solomon Islands
2022,174.9001499,SLE,Sierra Leone
2023,174.9001499,SLE,Sierra Leone
2024,174.9001499,SLE,Sierra Leone
2025,174.9001499,SLE,Sierra Leone
2026,174.9001499,SLE,Sierra Leone
2027,174.9001499,SLE,Sierra Leone
2028,174.9001499,SLE,Sierra Leone
2029,174.9001499,SLE,Sierra Leone
2030,174.9001499,SLE,Sierra Leone
2031,174.9001499,SLE,Sierra Leone
2032,174.9001499,SLE,Sierra Leone
2033,174.9001499,SLE,Sierra Leone
2034,174.9001499,SLE,Sierra Leone
2035,174.9001499,SLE,Sierra Leone
2036,174.9001499,SLE,Sierra Leone
2037,174.9001499,SLE,Sierra Leone
2038,174.9001499,SLE,Sierra Leone
2039,174.9001499,SLE,Sierra Leone
2040,174.9001499,SLE,Sierra Leone
2041,174.9001499,SLE,Sierra Leone
2042,174.9001499,SLE,Sierra Leone
2043,174.9001499,SLE,Sierra Leone
2044,174.9001499,SLE,Sierra Leone
2045,174.9001499,SLE,Sierra Leone
2046,174.9001499,SLE,Sierra Leone
2047,174.9001499,SLE,Sierra Leone
2048,174.9001499,SLE,Sierra Leone
2049,174.9001499,SLE,Sierra Leone
2050,174.9001499,SLE,Sierra Leone
2022,174.9001499,SLV,El Salvador
2023,174.9001499,SLV,El Salvador
2024,174.9001499,SLV,El Salvador
2025,174.9001499,SLV,El Salvador
2026,174.9001499,SLV,El Salvador
2027,174.9001499,SLV,El Salvador
2028,174.9001499,SLV,El Salvador
2029,174.9001499,SLV,El Salvador
2030,174.9001499,SLV,El Salvador
2031,174.9001499,SLV,El Salvador
2032,174.9001499,SLV,El Salvador
2033,174.9001499,SLV,El Salvador
2034,174.9001499,SLV,El Salvador
2035,174.9001499,SLV,El Salvador
2036,174.9001499,SLV,El Salvador
2037,174.9001499,SLV,El Salvador
2038,174.9001499,SLV,El Salvador
2039,174.9001499,SLV,El Salvador
2040,174.9001499,SLV,El Salvador
2041,174.9001499,SLV,El Salvador
2042,174.9001499,SLV,El Salvador
2043,174.9001499,SLV,El Salvador
2044,174.9001499,SLV,El Salvador
2045,174.9001499,SLV,El Salvador
2046,174.9001499,SLV,El Salvador
2047,174.9001499,SLV,El Salvador
2048,174.9001499,SLV,El Salvador
2049,174.9001499,SLV,El Salvador
2050,174.9001499,SLV,El Salvador
2022,174.9001499,SMR,San Marino
2023,174.9001499,SMR,San Marino
2024,174.9001499,SMR,San Marino
2025,174.9001499,SMR,San Marino
2026,174.9001499,SMR,San Marino
2027,174.9001499,SMR,San Marino
2028,174.9001499,SMR,San Marino
2029,174.9001499,SMR,San Marino
2030,174.9001499,SMR,San Marino
2031,174.9001499,SMR,San Marino
2032,174.9001499,SMR,San Marino
2033,174.9001499,SMR,San Marino
2034,174.9001499,SMR,San Marino
2035,174.9001499,SMR,San Marino
2036,174.9001499,SMR,San Marino
2037,174.9001499,SMR,San Marino
2038,174.9001499,SMR,San Marino
2039,174.9001499,SMR,San Marino
2040,174.9001499,SMR,San Marino
2041,174.9001499,SMR,San Marino
2042,174.9001499,SMR,San Marino
2043,174.9001499,SMR,San Marino
2044,174.9001499,SMR,San Marino
2045,174.9001499,SMR,San Marino
2046,174.9001499,SMR,San Marino
2047,174.9001499,SMR,San Marino
2048,174.9001499,SMR,San Marino
2049,174.9001499,SMR,San Marino
2050,174.9001499,SMR,San Marino
2022,174.9001499,SOM,Somalia
2023,174.9001499,SOM,Somalia
2024,174.9001499,SOM,Somalia
2025,174.9001499,SOM,Somalia
2026,174.9001499,SOM,Somalia
2027,174.9001499,SOM,Somalia
2028,174.9001499,SOM,Somalia
2029,174.9001499,SOM,Somalia
2030,174.9001499,SOM,Somalia
2031,174.9001499,SOM,Somalia
2032,174.9001499,SOM,Somalia
2033,174.9001499,SOM,Somalia
2034,174.9001499,SOM,Somalia
2035,174.9001499,SOM,Somalia
2036,174.9001499,SOM,Somalia
2037,174.9001499,SOM,Somalia
2038,174.9001499,SOM,Somalia
2039,174.9001499,SOM,Somalia
2040,174.9001499,SOM,Somalia
2041,174.9001499,SOM,Somalia
2042,174.9001499,SOM,Somalia
2043,174.9001499,SOM,Somalia
2044,174.9001499,SOM,Somalia
2045,174.9001499,SOM,Somalia
2046,174.9001499,SOM,Somalia
2047,174.9001499,SOM,Somalia
2048,174.9001499,SOM,Somalia
2049,174.9001499,SOM,Somalia
2050,174.9001499,SOM,Somalia
2022,174.9001499,SRB,Serbia
2023,174.9001499,SRB,Serbia
2024,174.9001499,SRB,Serbia
2025,174.9001499,SRB,Serbia
2026,174.9001499,SRB,Serbia
2027,174.9001499,SRB,Serbia
2028,174.9001499,SRB,Serbia
2029,174.9001499,SRB,Serbia
2030,174.9001499,SRB,Serbia
2031,174.9001499,SRB,Serbia
2032,174.9001499,SRB,Serbia
2033,174.9001499,SRB,Serbia
2034,174.9001499,SRB,Serbia
2035,174.9001499,SRB,Serbia
2036,174.9001499,SRB,Serbia
2037,174.9001499,SRB,Serbia
2038,174.9001499,SRB,Serbia
2039,174.9001499,SRB,Serbia
2040,174.9001499,SRB,Serbia
2041,174.9001499,SRB,Serbia
2042,174.9001499,SRB,Serbia
2043,174.9001499,SRB,Serbia
2044,174.9001499,SRB,Serbia
2045,174.9001499,SRB,Serbia
2046,174.9001499,SRB,Serbia
2047,174.9001499,SRB,Serbia
2048,174.9001499,SRB,Serbia
2049,174.9001499,SRB,Serbia
2050,174.9001499,SRB,Serbia
2022,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2023,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2024,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2025,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2026,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2027,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2028,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2029,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2030,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2031,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2032,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2033,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2034,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2035,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2036,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2037,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2038,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2039,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2040,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2041,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2042,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2043,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2044,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2045,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2046,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2047,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2048,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2049,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2050,174.9001499,SSA,Sub-Saharan Africa (excluding high income)
2022,174.9001499,SSD,South Sudan
2023,174.9001499,SSD,South Sudan
2024,174.9001499,SSD,South Sudan
2025,174.9001499,SSD,South Sudan
2026,174.9001499,SSD,South Sudan
2027,174.9001499,SSD,South Sudan
2028,174.9001499,SSD,South Sudan
2029,174.9001499,SSD,South Sudan
2030,174.9001499,SSD,South Sudan
2031,174.9001499,SSD,South Sudan
2032,174.9001499,SSD,South Sudan
2033,174.9001499,SSD,South Sudan
2034,174.9001499,SSD,South Sudan
2035,174.9001499,SSD,South Sudan
2036,174.9001499,SSD,South Sudan
2037,174.9001499,SSD,South Sudan
2038,174.9001499,SSD,South Sudan
2039,174.9001499,SSD,South Sudan
2040,174.9001499,SSD,South Sudan
2041,174.9001499,SSD,South Sudan
2042,174.9001499,SSD,South Sudan
2043,174.9001499,SSD,South Sudan
2044,174.9001499,SSD,South Sudan
2045,174.9001499,SSD,South Sudan
2046,174.9001499,SSD,South Sudan
2047,174.9001499,SSD,South Sudan
2048,174.9001499,SSD,South Sudan
2049,174.9001499,SSD,South Sudan
2050,174.9001499,SSD,South Sudan
2022,174.9001499,SSF,Sub-Saharan Africa
2023,174.9001499,SSF,Sub-Saharan Africa
2024,174.9001499,SSF,Sub-Saharan Africa
2025,174.9001499,SSF,Sub-Saharan Africa
2026,174.9001499,SSF,Sub-Saharan Africa
2027,174.9001499,SSF,Sub-Saharan Africa
2028,174.9001499,SSF,Sub-Saharan Africa
2029,174.9001499,SSF,Sub-Saharan Africa
2030,174.9001499,SSF,Sub-Saharan Africa
2031,174.9001499,SSF,Sub-Saharan Africa
2032,174.9001499,SSF,Sub-Saharan Africa
2033,174.9001499,SSF,Sub-Saharan Africa
2034,174.9001499,SSF,Sub-Saharan Africa
2035,174.9001499,SSF,Sub-Saharan Africa
2036,174.9001499,SSF,Sub-Saharan Africa
2037,174.9001499,SSF,Sub-Saharan Africa
2038,174.9001499,SSF,Sub-Saharan Africa
2039,174.9001499,SSF,Sub-Saharan Africa
2040,174.9001499,SSF,Sub-Saharan Africa
2041,174.9001499,SSF,Sub-Saharan Africa
2042,174.9001499,SSF,Sub-Saharan Africa
2043,174.9001499,SSF,Sub-Saharan Africa
2044,174.9001499,SSF,Sub-Saharan Africa
2045,174.9001499,SSF,Sub-Saharan Africa
2046,174.9001499,SSF,Sub-Saharan Africa
2047,174.9001499,SSF,Sub-Saharan Africa
2048,174.9001499,SSF,Sub-Saharan Africa
2049,174.9001499,SSF,Sub-Saharan Africa
2050,174.9001499,SSF,Sub-Saharan Africa
2022,174.9001499,SST,Small states
2023,174.9001499,SST,Small states
2024,174.9001499,SST,Small states
2025,174.9001499,SST,Small states
2026,174.9001499,SST,Small states
2027,174.9001499,SST,Small states
2028,174.9001499,SST,Small states
2029,174.9001499,SST,Small states
2030,174.9001499,SST,Small states
2031,174.9001499,SST,Small states
2032,174.9001499,SST,Small states
2033,174.9001499,SST,Small states
2034,174.9001499,SST,Small states
2035,174.9001499,SST,Small states
2036,174.9001499,SST,Small states
2037,174.9001499,SST,Small states
2038,174.9001499,SST,Small states
2039,174.9001499,SST,Small states
2040,174.9001499,SST,Small states
2041,174.9001499,SST,Small states
2042,174.9001499,SST,Small states
2043,174.9001499,SST,Small states
2044,174.9001499,SST,Small states
2045,174.9001499,SST,Small states
2046,174.9001499,SST,Small states
2047,174.9001499,SST,Small states
2048,174.9001499,SST,Small states
2049,174.9001499,SST,Small states
2050,174.9001499,SST,Small states
2022,174.9001499,STP,Sao Tome and Principe
2023,174.9001499,STP,Sao Tome and Principe
2024,174.9001499,STP,Sao Tome and Principe
2025,174.9001499,STP,Sao Tome and Principe
2026,174.9001499,STP,Sao Tome and Principe
2027,174.9001499,STP,Sao Tome and Principe
2028,174.9001499,STP,Sao Tome and Principe
2029,174.9001499,STP,Sao Tome and Principe
2030,174.9001499,STP,Sao Tome and Principe
2031,174.9001499,STP,Sao Tome and Principe
2032,174.9001499,STP,Sao Tome and Principe
2033,174.9001499,STP,Sao Tome and Principe
2034,174.9001499,STP,Sao Tome and Principe
2035,174.9001499,STP,Sao Tome and Principe
2036,174.9001499,STP,Sao Tome and Principe
2037,174.9001499,STP,Sao Tome and Principe
2038,174.9001499,STP,Sao Tome and Principe
2039,174.9001499,STP,Sao Tome and Principe
2040,174.9001499,STP,Sao Tome and Principe
2041,174.9001499,STP,Sao Tome and Principe
2042,174.9001499,STP,Sao Tome and Principe
2043,174.9001499,STP,Sao Tome and Principe
2044,174.9001499,STP,Sao Tome and Principe
2045,174.9001499,STP,Sao Tome and Principe
2046,174.9001499,STP,Sao Tome and Principe
2047,174.9001499,STP,Sao Tome and Principe
2048,174.9001499,STP,Sao Tome and Principe
2049,174.9001499,STP,Sao Tome and Principe
2050,174.9001499,STP,Sao Tome and Principe
2022,174.9001499,SUR,Suriname
2023,174.9001499,SUR,Suriname
2024,174.9001499,SUR,Suriname
2025,174.9001499,SUR,Suriname
2026,174.9001499,SUR,Suriname
2027,174.9001499,SUR,Suriname
2028,174.9001499,SUR,Suriname
2029,174.9001499,SUR,Suriname
2030,174.9001499,SUR,Suriname
2031,174.9001499,SUR,Suriname
2032,174.9001499,SUR,Suriname
2033,174.9001499,SUR,Suriname
2034,174.9001499,SUR,Suriname
2035,174.9001499,SUR,Suriname
2036,174.9001499,SUR,Suriname
2037,174.9001499,SUR,Suriname
2038,174.9001499,SUR,Suriname
2039,174.9001499,SUR,Suriname
2040,174.9001499,SUR,Suriname
2041,174.9001499,SUR,Suriname
2042,174.9001499,SUR,Suriname
2043,174.9001499,SUR,Suriname
2044,174.9001499,SUR,Suriname
2045,174.9001499,SUR,Suriname
2046,174.9001499,SUR,Suriname
2047,174.9001499,SUR,Suriname
2048,174.9001499,SUR,Suriname
2049,174.9001499,SUR,Suriname
2050,174.9001499,SUR,Suriname
2022,174.9001499,SVK,Slovak Republic
2023,174.9001499,SVK,Slovak Republic
2024,174.9001499,SVK,Slovak Republic
2025,174.9001499,SVK,Slovak Republic
2026,174.9001499,SVK,Slovak Republic
2027,174.9001499,SVK,Slovak Republic
2028,174.9001499,SVK,Slovak Republic
2029,174.9001499,SVK,Slovak Republic
2030,174.9001499,SVK,Slovak Republic
2031,174.9001499,SVK,Slovak Republic
2032,174.9001499,SVK,Slovak Republic
2033,174.9001499,SVK,Slovak Republic
2034,174.9001499,SVK,Slovak Republic
2035,174.9001499,SVK,Slovak Republic
2036,174.9001499,SVK,Slovak Republic
2037,174.9001499,SVK,Slovak Republic
2038,174.9001499,SVK,Slovak Republic
2039,174.9001499,SVK,Slovak Republic
2040,174.9001499,SVK,Slovak Republic
2041,174.9001499,SVK,Slovak Republic
2042,174.9001499,SVK,Slovak Republic
2043,174.9001499,SVK,Slovak Republic
2044,174.9001499,SVK,Slovak Republic
2045,174.9001499,SVK,Slovak Republic
2046,174.9001499,SVK,Slovak Republic
2047,174.9001499,SVK,Slovak Republic
2048,174.9001499,SVK,Slovak Republic
2049,174.9001499,SVK,Slovak Republic
2050,174.9001499,SVK,Slovak Republic
2022,174.9001499,SVN,Slovenia
2023,174.9001499,SVN,Slovenia
2024,174.9001499,SVN,Slovenia
2025,174.9001499,SVN,Slovenia
2026,174.9001499,SVN,Slovenia
2027,174.9001499,SVN,Slovenia
2028,174.9001499,SVN,Slovenia
2029,174.9001499,SVN,Slovenia
2030,174.9001499,SVN,Slovenia
2031,174.9001499,SVN,Slovenia
2032,174.9001499,SVN,Slovenia
2033,174.9001499,SVN,Slovenia
2034,174.9001499,SVN,Slovenia
2035,174.9001499,SVN,Slovenia
2036,174.9001499,SVN,Slovenia
2037,174.9001499,SVN,Slovenia
2038,174.9001499,SVN,Slovenia
2039,174.9001499,SVN,Slovenia
2040,174.9001499,SVN,Slovenia
2041,174.9001499,SVN,Slovenia
2042,174.9001499,SVN,Slovenia
2043,174.9001499,SVN,Slovenia
2044,174.9001499,SVN,Slovenia
2045,174.9001499,SVN,Slovenia
2046,174.9001499,SVN,Slovenia
2047,174.9001499,SVN,Slovenia
2048,174.9001499,SVN,Slovenia
2049,174.9001499,SVN,Slovenia
2050,174.9001499,SVN,Slovenia
2022,174.9001499,SWE,Sweden
2023,174.9001499,SWE,Sweden
2024,174.9001499,SWE,Sweden
2025,174.9001499,SWE,Sweden
2026,174.9001499,SWE,Sweden
2027,174.9001499,SWE,Sweden
2028,174.9001499,SWE,Sweden
2029,174.9001499,SWE,Sweden
2030,174.9001499,SWE,Sweden
2031,174.9001499,SWE,Sweden
2032,174.9001499,SWE,Sweden
2033,174.9001499,SWE,Sweden
2034,174.9001499,SWE,Sweden
2035,174.9001499,SWE,Sweden
2036,174.9001499,SWE,Sweden
2037,174.9001499,SWE,Sweden
2038,174.9001499,SWE,Sweden
2039,174.9001499,SWE,Sweden
2040,174.9001499,SWE,Sweden
2041,174.9001499,SWE,Sweden
2042,174.9001499,SWE,Sweden
2043,174.9001499,SWE,Sweden
2044,174.9001499,SWE,Sweden
2045,174.9001499,SWE,Sweden
2046,174.9001499,SWE,Sweden
2047,174.9001499,SWE,Sweden
2048,174.9001499,SWE,Sweden
2049,174.9001499,SWE,Sweden
2050,174.9001499,SWE,Sweden
2022,174.9001499,SWZ,Eswatini
2023,174.9001499,SWZ,Eswatini
2024,174.9001499,SWZ,Eswatini
2025,174.9001499,SWZ,Eswatini
2026,174.9001499,SWZ,Eswatini
2027,174.9001499,SWZ,Eswatini
2028,174.9001499,SWZ,Eswatini
2029,174.9001499,SWZ,Eswatini
2030,174.9001499,SWZ,Eswatini
2031,174.9001499,SWZ,Eswatini
2032,174.9001499,SWZ,Eswatini
2033,174.9001499,SWZ,Eswatini
2034,174.9001499,SWZ,Eswatini
2035,174.9001499,SWZ,Eswatini
2036,174.9001499,SWZ,Eswatini
2037,174.9001499,SWZ,Eswatini
2038,174.9001499,SWZ,Eswatini
2039,174.9001499,SWZ,Eswatini
2040,174.9001499,SWZ,Eswatini
2041,174.9001499,SWZ,Eswatini
2042,174.9001499,SWZ,Eswatini
2043,174.9001499,SWZ,Eswatini
2044,174.9001499,SWZ,Eswatini
2045,174.9001499,SWZ,Eswatini
2046,174.9001499,SWZ,Eswatini
2047,174.9001499,SWZ,Eswatini
2048,174.9001499,SWZ,Eswatini
2049,174.9001499,SWZ,Eswatini
2050,174.9001499,SWZ,Eswatini
2022,174.9001499,SXM,Sint Maarten (Dutch part)
2023,174.9001499,SXM,Sint Maarten (Dutch part)
2024,174.9001499,SXM,Sint Maarten (Dutch part)
2025,174.9001499,SXM,Sint Maarten (Dutch part)
2026,174.9001499,SXM,Sint Maarten (Dutch part)
2027,174.9001499,SXM,Sint Maarten (Dutch part)
2028,174.9001499,SXM,Sint Maarten (Dutch part)
2029,174.9001499,SXM,Sint Maarten (Dutch part)
2030,174.9001499,SXM,Sint Maarten (Dutch part)
2031,174.9001499,SXM,Sint Maarten (Dutch part)
2032,174.9001499,SXM,Sint Maarten (Dutch part)
2033,174.9001499,SXM,Sint Maarten (Dutch part)
2034,174.9001499,SXM,Sint Maarten (Dutch part)
2035,174.9001499,SXM,Sint Maarten (Dutch part)
2036,174.9001499,SXM,Sint Maarten (Dutch part)
2037,174.9001499,SXM,Sint Maarten (Dutch part)
2038,174.9001499,SXM,Sint Maarten (Dutch part)
2039,174.9001499,SXM,Sint Maarten (Dutch part)
2040,174.9001499,SXM,Sint Maarten (Dutch part)
2041,174.9001499,SXM,Sint Maarten (Dutch part)
2042,174.9001499,SXM,Sint Maarten (Dutch part)
2043,174.9001499,SXM,Sint Maarten (Dutch part)
2044,174.9001499,SXM,Sint Maarten (Dutch part)
2045,174.9001499,SXM,Sint Maarten (Dutch part)
2046,174.9001499,SXM,Sint Maarten (Dutch part)
2047,174.9001499,SXM,Sint Maarten (Dutch part)
2048,174.9001499,SXM,Sint Maarten (Dutch part)
2049,174.9001499,SXM,Sint Maarten (Dutch part)
2050,174.9001499,SXM,Sint Maarten (Dutch part)
