Year,Nation,iso_code3,frac_enfu_fuel_demand_imported_pj_fuel_natural_gas
2042,slovak republic,SVK,0.9792669046510425
2043,slovak republic,SVK,0.9792669046510425
2044,slovak republic,SVK,0.9792669046510425
2045,slovak republic,SVK,0.9792669046510425
2046,slovak republic,SVK,0.9792669046510425
2047,slovak republic,SVK,0.9792669046510425
2048,slovak republic,SVK,0.9792669046510425
2049,slovak republic,SVK,0.9792669046510425
2050,slovak republic,SVK,0.9792669046510425
2018,slovenia,SVN,0.9939361089467801
2019,slovenia,SVN,0.9939361089467801
2020,slovenia,SVN,0.9939361089467801
2021,slovenia,SVN,0.9939361089467801
2022,slovenia,SVN,0.9939361089467801
2023,slovenia,SVN,0.9939361089467801
2024,slovenia,SVN,0.9939361089467801
2025,slovenia,SVN,0.9939361089467801
2026,slovenia,SVN,0.9939361089467801
2027,slovenia,SVN,0.9939361089467801
2028,slovenia,SVN,0.9939361089467801
2029,slovenia,SVN,0.9939361089467801
2030,slovenia,SVN,0.9939361089467801
2031,slovenia,SVN,0.9939361089467801
2032,slovenia,SVN,0.9939361089467801
2033,slovenia,SVN,0.9939361089467801
2034,slovenia,SVN,0.9939361089467801
2035,slovenia,SVN,0.9939361089467801
2036,slovenia,SVN,0.9939361089467801
2037,slovenia,SVN,0.9939361089467801
2038,slovenia,SVN,0.9939361089467801
2039,slovenia,SVN,0.9939361089467801
2040,slovenia,SVN,0.9939361089467801
2041,slovenia,SVN,0.9939361089467801
2042,slovenia,SVN,0.9939361089467801
2043,slovenia,SVN,0.9939361089467801
2044,slovenia,SVN,0.9939361089467801
2045,slovenia,SVN,0.9939361089467801
2046,slovenia,SVN,0.9939361089467801
2047,slovenia,SVN,0.9939361089467801
2048,slovenia,SVN,0.9939361089467801
2049,slovenia,SVN,0.9939361089467801
2050,slovenia,SVN,0.9939361089467801
2018,south africa,ZAF,0.792077443876945
2019,south africa,ZAF,0.792077443876945
2020,south africa,ZAF,0.792077443876945
2021,south africa,ZAF,0.792077443876945
2022,south africa,ZAF,0.792077443876945
2023,south africa,ZAF,0.792077443876945
2024,south africa,ZAF,0.792077443876945
2025,south africa,ZAF,0.792077443876945
2026,south africa,ZAF,0.792077443876945
2027,south africa,ZAF,0.792077443876945
2028,south africa,ZAF,0.792077443876945
2029,south africa,ZAF,0.792077443876945
2030,south africa,ZAF,0.792077443876945
2031,south africa,ZAF,0.792077443876945
2032,south africa,ZAF,0.792077443876945
2033,south africa,ZAF,0.792077443876945
2034,south africa,ZAF,0.792077443876945
2035,south africa,ZAF,0.792077443876945
2036,south africa,ZAF,0.792077443876945
2037,south africa,ZAF,0.792077443876945
2038,south africa,ZAF,0.792077443876945
2039,south africa,ZAF,0.792077443876945
2040,south africa,ZAF,0.792077443876945
2041,south africa,ZAF,0.792077443876945
2042,south africa,ZAF,0.792077443876945
2043,south africa,ZAF,0.792077443876945
2044,south africa,ZAF,0.792077443876945
2045,south africa,ZAF,0.792077443876945
2046,south africa,ZAF,0.792077443876945
2047,south africa,ZAF,0.792077443876945
2048,south africa,ZAF,0.792077443876945
2049,south africa,ZAF,0.792077443876945
2050,south africa,ZAF,0.792077443876945
2018,spain,ESP,0.8890909145687463
2019,spain,ESP,0.8890909145687463
2020,spain,ESP,0.8890909145687463
2021,spain,ESP,0.8890909145687463
2022,spain,ESP,0.8890909145687463
2023,spain,ESP,0.8890909145687463
2024,spain,ESP,0.8890909145687463
2025,spain,ESP,0.8890909145687463
2026,spain,ESP,0.8890909145687463
2027,spain,ESP,0.8890909145687463
2028,spain,ESP,0.8890909145687463
2029,spain,ESP,0.8890909145687463
2030,spain,ESP,0.8890909145687463
2031,spain,ESP,0.8890909145687463
2032,spain,ESP,0.8890909145687463
2033,spain,ESP,0.8890909145687463
2034,spain,ESP,0.8890909145687463
2035,spain,ESP,0.8890909145687463
2036,spain,ESP,0.8890909145687463
2037,spain,ESP,0.8890909145687463
2038,spain,ESP,0.8890909145687463
2039,spain,ESP,0.8890909145687463
2040,spain,ESP,0.8890909145687463
2041,spain,ESP,0.8890909145687463
2042,spain,ESP,0.8890909145687463
2043,spain,ESP,0.8890909145687463
2044,spain,ESP,0.8890909145687463
2045,spain,ESP,0.8890909145687463
2046,spain,ESP,0.8890909145687463
2047,spain,ESP,0.8890909145687463
2048,spain,ESP,0.8890909145687463
2049,spain,ESP,0.8890909145687463
2050,spain,ESP,0.8890909145687463
2018,sweden,SWE,1.0
2019,sweden,SWE,1.0
2020,sweden,SWE,1.0
2021,sweden,SWE,1.0
2022,sweden,SWE,1.0
2023,sweden,SWE,1.0
2024,sweden,SWE,1.0
2025,sweden,SWE,1.0
2026,sweden,SWE,1.0
2027,sweden,SWE,1.0
2028,sweden,SWE,1.0
2029,sweden,SWE,1.0
2030,sweden,SWE,1.0
2031,sweden,SWE,1.0
2032,sweden,SWE,1.0
2033,sweden,SWE,1.0
2034,sweden,SWE,1.0
2035,sweden,SWE,1.0
2036,sweden,SWE,1.0
2037,sweden,SWE,1.0
2038,sweden,SWE,1.0
2039,sweden,SWE,1.0
2040,sweden,SWE,1.0
2041,sweden,SWE,1.0
2042,sweden,SWE,1.0
2043,sweden,SWE,1.0
2044,sweden,SWE,1.0
2045,sweden,SWE,1.0
2046,sweden,SWE,1.0
2047,sweden,SWE,1.0
2048,sweden,SWE,1.0
2049,sweden,SWE,1.0
2050,sweden,SWE,1.0
2018,switzerland,CHE,1.0
2019,switzerland,CHE,1.0
2020,switzerland,CHE,1.0
2021,switzerland,CHE,1.0
2022,switzerland,CHE,1.0
2023,switzerland,CHE,1.0
2024,switzerland,CHE,1.0
2025,switzerland,CHE,1.0
2026,switzerland,CHE,1.0
2027,switzerland,CHE,1.0
2028,switzerland,CHE,1.0
2029,switzerland,CHE,1.0
2030,switzerland,CHE,1.0
2031,switzerland,CHE,1.0
2032,switzerland,CHE,1.0
2033,switzerland,CHE,1.0
2034,switzerland,CHE,1.0
2035,switzerland,CHE,1.0
2036,switzerland,CHE,1.0
2037,switzerland,CHE,1.0
2038,switzerland,CHE,1.0
2039,switzerland,CHE,1.0
2040,switzerland,CHE,1.0
2041,switzerland,CHE,1.0
2042,switzerland,CHE,1.0
2043,switzerland,CHE,1.0
2044,switzerland,CHE,1.0
2045,switzerland,CHE,1.0
2046,switzerland,CHE,1.0
2047,switzerland,CHE,1.0
2048,switzerland,CHE,1.0
2049,switzerland,CHE,1.0
2050,switzerland,CHE,1.0
2018,syrian arab republic,SYR,0.0
2019,syrian arab republic,SYR,0.0
2020,syrian arab republic,SYR,0.0
2021,syrian arab republic,SYR,0.0
2022,syrian arab republic,SYR,0.0
2023,syrian arab republic,SYR,0.0
2024,syrian arab republic,SYR,0.0
2025,syrian arab republic,SYR,0.0
2026,syrian arab republic,SYR,0.0
2027,syrian arab republic,SYR,0.0
2028,syrian arab republic,SYR,0.0
2029,syrian arab republic,SYR,0.0
2030,syrian arab republic,SYR,0.0
2031,syrian arab republic,SYR,0.0
2032,syrian arab republic,SYR,0.0
2033,syrian arab republic,SYR,0.0
2034,syrian arab republic,SYR,0.0
2035,syrian arab republic,SYR,0.0
2036,syrian arab republic,SYR,0.0
2037,syrian arab republic,SYR,0.0
2038,syrian arab republic,SYR,0.0
2039,syrian arab republic,SYR,0.0
2040,syrian arab republic,SYR,0.0
2041,syrian arab republic,SYR,0.0
2042,syrian arab republic,SYR,0.0
2043,syrian arab republic,SYR,0.0
2044,syrian arab republic,SYR,0.0
2045,syrian arab republic,SYR,0.0
2046,syrian arab republic,SYR,0.0
2047,syrian arab republic,SYR,0.0
2048,syrian arab republic,SYR,0.0
2049,syrian arab republic,SYR,0.0
2050,syrian arab republic,SYR,0.0
2018,tajikistan,TJK,0.0
2019,tajikistan,TJK,0.0
2020,tajikistan,TJK,0.0
2021,tajikistan,TJK,0.0
2022,tajikistan,TJK,0.0
2023,tajikistan,TJK,0.0
2024,tajikistan,TJK,0.0
2025,tajikistan,TJK,0.0
2026,tajikistan,TJK,0.0
2027,tajikistan,TJK,0.0
2028,tajikistan,TJK,0.0
2029,tajikistan,TJK,0.0
2030,tajikistan,TJK,0.0
2031,tajikistan,TJK,0.0
2032,tajikistan,TJK,0.0
2033,tajikistan,TJK,0.0
2034,tajikistan,TJK,0.0
2035,tajikistan,TJK,0.0
2036,tajikistan,TJK,0.0
2037,tajikistan,TJK,0.0
2038,tajikistan,TJK,0.0
2039,tajikistan,TJK,0.0
2040,tajikistan,TJK,0.0
2041,tajikistan,TJK,0.0
2042,tajikistan,TJK,0.0
2043,tajikistan,TJK,0.0
2044,tajikistan,TJK,0.0
2045,tajikistan,TJK,0.0
2046,tajikistan,TJK,0.0
2047,tajikistan,TJK,0.0
2048,tajikistan,TJK,0.0
2049,tajikistan,TJK,0.0
2050,tajikistan,TJK,0.0
2018,thailand,THA,0.31521175498465714
2019,thailand,THA,0.31521175498465714
2020,thailand,THA,0.31521175498465714
2021,thailand,THA,0.31521175498465714
2022,thailand,THA,0.31521175498465714
2023,thailand,THA,0.31521175498465714
2024,thailand,THA,0.31521175498465714
2025,thailand,THA,0.31521175498465714
2026,thailand,THA,0.31521175498465714
2027,thailand,THA,0.31521175498465714
2028,thailand,THA,0.31521175498465714
2029,thailand,THA,0.31521175498465714
2030,thailand,THA,0.31521175498465714
2031,thailand,THA,0.31521175498465714
2032,thailand,THA,0.31521175498465714
2033,thailand,THA,0.31521175498465714
2034,thailand,THA,0.31521175498465714
2035,thailand,THA,0.31521175498465714
2036,thailand,THA,0.31521175498465714
2037,thailand,THA,0.31521175498465714
2038,thailand,THA,0.31521175498465714
2039,thailand,THA,0.31521175498465714
2040,thailand,THA,0.31521175498465714
2041,thailand,THA,0.31521175498465714
2042,thailand,THA,0.31521175498465714
2043,thailand,THA,0.31521175498465714
2044,thailand,THA,0.31521175498465714
2045,thailand,THA,0.31521175498465714
2046,thailand,THA,0.31521175498465714
2047,thailand,THA,0.31521175498465714
2048,thailand,THA,0.31521175498465714
2049,thailand,THA,0.31521175498465714
2050,thailand,THA,0.31521175498465714
2018,trinidad_and_tobago,TTO,0.0
2019,trinidad_and_tobago,TTO,0.0
2020,trinidad_and_tobago,TTO,0.0
2021,trinidad_and_tobago,TTO,0.0
2022,trinidad_and_tobago,TTO,0.0
2023,trinidad_and_tobago,TTO,0.0
2024,trinidad_and_tobago,TTO,0.0
2025,trinidad_and_tobago,TTO,0.0
2026,trinidad_and_tobago,TTO,0.0
2027,trinidad_and_tobago,TTO,0.0
2028,trinidad_and_tobago,TTO,0.0
2029,trinidad_and_tobago,TTO,0.0
2030,trinidad_and_tobago,TTO,0.0
2031,trinidad_and_tobago,TTO,0.0
2032,trinidad_and_tobago,TTO,0.0
2033,trinidad_and_tobago,TTO,0.0
2034,trinidad_and_tobago,TTO,0.0
2035,trinidad_and_tobago,TTO,0.0
2036,trinidad_and_tobago,TTO,0.0
2037,trinidad_and_tobago,TTO,0.0
2038,trinidad_and_tobago,TTO,0.0
2039,trinidad_and_tobago,TTO,0.0
2040,trinidad_and_tobago,TTO,0.0
2041,trinidad_and_tobago,TTO,0.0
2042,trinidad_and_tobago,TTO,0.0
2043,trinidad_and_tobago,TTO,0.0
2044,trinidad_and_tobago,TTO,0.0
2045,trinidad_and_tobago,TTO,0.0
2046,trinidad_and_tobago,TTO,0.0
2047,trinidad_and_tobago,TTO,0.0
2048,trinidad_and_tobago,TTO,0.0
2049,trinidad_and_tobago,TTO,0.0
2050,trinidad_and_tobago,TTO,0.0
2018,tunisia,TUN,0.5628228849888249
2019,tunisia,TUN,0.5628228849888249
2020,tunisia,TUN,0.5628228849888249
2021,tunisia,TUN,0.5628228849888249
2022,tunisia,TUN,0.5628228849888249
2023,tunisia,TUN,0.5628228849888249
2024,tunisia,TUN,0.5628228849888249
2025,tunisia,TUN,0.5628228849888249
2026,tunisia,TUN,0.5628228849888249
2027,tunisia,TUN,0.5628228849888249
2028,tunisia,TUN,0.5628228849888249
2029,tunisia,TUN,0.5628228849888249
2030,tunisia,TUN,0.5628228849888249
2031,tunisia,TUN,0.5628228849888249
2032,tunisia,TUN,0.5628228849888249
2033,tunisia,TUN,0.5628228849888249
2034,tunisia,TUN,0.5628228849888249
2035,tunisia,TUN,0.5628228849888249
2036,tunisia,TUN,0.5628228849888249
2037,tunisia,TUN,0.5628228849888249
2038,tunisia,TUN,0.5628228849888249
2039,tunisia,TUN,0.5628228849888249
2040,tunisia,TUN,0.5628228849888249
2041,tunisia,TUN,0.5628228849888249
2042,tunisia,TUN,0.5628228849888249
2043,tunisia,TUN,0.5628228849888249
2044,tunisia,TUN,0.5628228849888249
2045,tunisia,TUN,0.5628228849888249
2046,tunisia,TUN,0.5628228849888249
2047,tunisia,TUN,0.5628228849888249
2048,tunisia,TUN,0.5628228849888249
2049,tunisia,TUN,0.5628228849888249
2050,tunisia,TUN,0.5628228849888249
2018,turkey,TUR,0.9779719937328633
2019,turkey,TUR,0.9779719937328633
2020,turkey,TUR,0.9779719937328633
2021,turkey,TUR,0.9779719937328633
2022,turkey,TUR,0.9779719937328633
2023,turkey,TUR,0.9779719937328633
2024,turkey,TUR,0.9779719937328633
2025,turkey,TUR,0.9779719937328633
2026,turkey,TUR,0.9779719937328633
2027,turkey,TUR,0.9779719937328633
2028,turkey,TUR,0.9779719937328633
2029,turkey,TUR,0.9779719937328633
2030,turkey,TUR,0.9779719937328633
2031,turkey,TUR,0.9779719937328633
2032,turkey,TUR,0.9779719937328633
2033,turkey,TUR,0.9779719937328633
2034,turkey,TUR,0.9779719937328633
2035,turkey,TUR,0.9779719937328633
2036,turkey,TUR,0.9779719937328633
2037,turkey,TUR,0.9779719937328633
2038,turkey,TUR,0.9779719937328633
2039,turkey,TUR,0.9779719937328633
2040,turkey,TUR,0.9779719937328633
2041,turkey,TUR,0.9779719937328633
2042,turkey,TUR,0.9779719937328633
2043,turkey,TUR,0.9779719937328633
2044,turkey,TUR,0.9779719937328633
2045,turkey,TUR,0.9779719937328633
2046,turkey,TUR,0.9779719937328633
2047,turkey,TUR,0.9779719937328633
2048,turkey,TUR,0.9779719937328633
2049,turkey,TUR,0.9779719937328633
2050,turkey,TUR,0.9779719937328633
2018,turkmenistan,TKM,0.0
2019,turkmenistan,TKM,0.0
2020,turkmenistan,TKM,0.0
2021,turkmenistan,TKM,0.0
2022,turkmenistan,TKM,0.0
2023,turkmenistan,TKM,0.0
2024,turkmenistan,TKM,0.0
2025,turkmenistan,TKM,0.0
2026,turkmenistan,TKM,0.0
2027,turkmenistan,TKM,0.0
2028,turkmenistan,TKM,0.0
2029,turkmenistan,TKM,0.0
2030,turkmenistan,TKM,0.0
2031,turkmenistan,TKM,0.0
2032,turkmenistan,TKM,0.0
2033,turkmenistan,TKM,0.0
2034,turkmenistan,TKM,0.0
2035,turkmenistan,TKM,0.0
2036,turkmenistan,TKM,0.0
2037,turkmenistan,TKM,0.0
2038,turkmenistan,TKM,0.0
2039,turkmenistan,TKM,0.0
2040,turkmenistan,TKM,0.0
2041,turkmenistan,TKM,0.0
2042,turkmenistan,TKM,0.0
2043,turkmenistan,TKM,0.0
2044,turkmenistan,TKM,0.0
2045,turkmenistan,TKM,0.0
2046,turkmenistan,TKM,0.0
2047,turkmenistan,TKM,0.0
2048,turkmenistan,TKM,0.0
2049,turkmenistan,TKM,0.0
2050,turkmenistan,TKM,0.0
2018,ukraine,UKR,0.3672870642668709
2019,ukraine,UKR,0.3672870642668709
2020,ukraine,UKR,0.3672870642668709
2021,ukraine,UKR,0.3672870642668709
2022,ukraine,UKR,0.3672870642668709
2023,ukraine,UKR,0.3672870642668709
2024,ukraine,UKR,0.3672870642668709
2025,ukraine,UKR,0.3672870642668709
2026,ukraine,UKR,0.3672870642668709
2027,ukraine,UKR,0.3672870642668709
2028,ukraine,UKR,0.3672870642668709
2029,ukraine,UKR,0.3672870642668709
2030,ukraine,UKR,0.3672870642668709
2031,ukraine,UKR,0.3672870642668709
2032,ukraine,UKR,0.3672870642668709
2033,ukraine,UKR,0.3672870642668709
2034,ukraine,UKR,0.3672870642668709
2035,ukraine,UKR,0.3672870642668709
2036,ukraine,UKR,0.3672870642668709
2037,ukraine,UKR,0.3672870642668709
2038,ukraine,UKR,0.3672870642668709
2039,ukraine,UKR,0.3672870642668709
2040,ukraine,UKR,0.3672870642668709
2041,ukraine,UKR,0.3672870642668709
2042,ukraine,UKR,0.3672870642668709
2043,ukraine,UKR,0.3672870642668709
2044,ukraine,UKR,0.3672870642668709
2045,ukraine,UKR,0.3672870642668709
2046,ukraine,UKR,0.3672870642668709
2047,ukraine,UKR,0.3672870642668709
2048,ukraine,UKR,0.3672870642668709
2049,ukraine,UKR,0.3672870642668709
2050,ukraine,UKR,0.3672870642668709
2018,united arab emirates,ARE,0.23579776627085403
2019,united arab emirates,ARE,0.23579776627085403
2020,united arab emirates,ARE,0.23579776627085403
2021,united arab emirates,ARE,0.23579776627085403
2022,united arab emirates,ARE,0.23579776627085403
2023,united arab emirates,ARE,0.23579776627085403
2024,united arab emirates,ARE,0.23579776627085403
2025,united arab emirates,ARE,0.23579776627085403
2026,united arab emirates,ARE,0.23579776627085403
2027,united arab emirates,ARE,0.23579776627085403
2028,united arab emirates,ARE,0.23579776627085403
2029,united arab emirates,ARE,0.23579776627085403
2030,united arab emirates,ARE,0.23579776627085403
2031,united arab emirates,ARE,0.23579776627085403
2032,united arab emirates,ARE,0.23579776627085403
2033,united arab emirates,ARE,0.23579776627085403
2034,united arab emirates,ARE,0.23579776627085403
2035,united arab emirates,ARE,0.23579776627085403
2036,united arab emirates,ARE,0.23579776627085403
2037,united arab emirates,ARE,0.23579776627085403
2038,united arab emirates,ARE,0.23579776627085403
2039,united arab emirates,ARE,0.23579776627085403
2040,united arab emirates,ARE,0.23579776627085403
2041,united arab emirates,ARE,0.23579776627085403
2042,united arab emirates,ARE,0.23579776627085403
2043,united arab emirates,ARE,0.23579776627085403
2044,united arab emirates,ARE,0.23579776627085403
2045,united arab emirates,ARE,0.23579776627085403
2046,united arab emirates,ARE,0.23579776627085403
2047,united arab emirates,ARE,0.23579776627085403
2048,united arab emirates,ARE,0.23579776627085403
2049,united arab emirates,ARE,0.23579776627085403
2050,united arab emirates,ARE,0.23579776627085403
2018,united kingdom,GBR,0.4795701819790414
2019,united kingdom,GBR,0.4795701819790414
2020,united kingdom,GBR,0.4795701819790414
2021,united kingdom,GBR,0.4795701819790414
2022,united kingdom,GBR,0.4795701819790414
2023,united kingdom,GBR,0.4795701819790414
2024,united kingdom,GBR,0.4795701819790414
2025,united kingdom,GBR,0.4795701819790414
2026,united kingdom,GBR,0.4795701819790414
2027,united kingdom,GBR,0.4795701819790414
2028,united kingdom,GBR,0.4795701819790414
2029,united kingdom,GBR,0.4795701819790414
2030,united kingdom,GBR,0.4795701819790414
2031,united kingdom,GBR,0.4795701819790414
2032,united kingdom,GBR,0.4795701819790414
2033,united kingdom,GBR,0.4795701819790414
2034,united kingdom,GBR,0.4795701819790414
2035,united kingdom,GBR,0.4795701819790414
2036,united kingdom,GBR,0.4795701819790414
2037,united kingdom,GBR,0.4795701819790414
2038,united kingdom,GBR,0.4795701819790414
2039,united kingdom,GBR,0.4795701819790414
2040,united kingdom,GBR,0.4795701819790414
2041,united kingdom,GBR,0.4795701819790414
2042,united kingdom,GBR,0.4795701819790414
2043,united kingdom,GBR,0.4795701819790414
2044,united kingdom,GBR,0.4795701819790414
2045,united kingdom,GBR,0.4795701819790414
2046,united kingdom,GBR,0.4795701819790414
2047,united kingdom,GBR,0.4795701819790414
2048,united kingdom,GBR,0.4795701819790414
2049,united kingdom,GBR,0.4795701819790414
2050,united kingdom,GBR,0.4795701819790414
2018,united states,USA,0.09278799820074216
2019,united states,USA,0.09278799820074216
2020,united states,USA,0.09278799820074216
2021,united states,USA,0.09278799820074216
2022,united states,USA,0.09278799820074216
2023,united states,USA,0.09278799820074216
2024,united states,USA,0.09278799820074216
2025,united states,USA,0.09278799820074216
2026,united states,USA,0.09278799820074216
2027,united states,USA,0.09278799820074216
2028,united states,USA,0.09278799820074216
2029,united states,USA,0.09278799820074216
2030,united states,USA,0.09278799820074216
2031,united states,USA,0.09278799820074216
2032,united states,USA,0.09278799820074216
2033,united states,USA,0.09278799820074216
2034,united states,USA,0.09278799820074216
2035,united states,USA,0.09278799820074216
2036,united states,USA,0.09278799820074216
2037,united states,USA,0.09278799820074216
2038,united states,USA,0.09278799820074216
2039,united states,USA,0.09278799820074216
2040,united states,USA,0.09278799820074216
2041,united states,USA,0.09278799820074216
2042,united states,USA,0.09278799820074216
2043,united states,USA,0.09278799820074216
2044,united states,USA,0.09278799820074216
2045,united states,USA,0.09278799820074216
2046,united states,USA,0.09278799820074216
2047,united states,USA,0.09278799820074216
2048,united states,USA,0.09278799820074216
2049,united states,USA,0.09278799820074216
2050,united states,USA,0.09278799820074216
2018,uruguay,URY,1.0
2019,uruguay,URY,1.0
2020,uruguay,URY,1.0
2021,uruguay,URY,1.0
2022,uruguay,URY,1.0
2023,uruguay,URY,1.0
2024,uruguay,URY,1.0
2025,uruguay,URY,1.0
2026,uruguay,URY,1.0
2027,uruguay,URY,1.0
2028,uruguay,URY,1.0
2029,uruguay,URY,1.0
2030,uruguay,URY,1.0
2031,uruguay,URY,1.0
2032,uruguay,URY,1.0
2033,uruguay,URY,1.0
2034,uruguay,URY,1.0
2035,uruguay,URY,1.0
2036,uruguay,URY,1.0
2037,uruguay,URY,1.0
2038,uruguay,URY,1.0
2039,uruguay,URY,1.0
2040,uruguay,URY,1.0
2041,uruguay,URY,1.0
2042,uruguay,URY,1.0
2043,uruguay,URY,1.0
2044,uruguay,URY,1.0
2045,uruguay,URY,1.0
2046,uruguay,URY,1.0
2047,uruguay,URY,1.0
2048,uruguay,URY,1.0
2049,uruguay,URY,1.0
2050,uruguay,URY,1.0
2018,uzbekistan,UZB,0.0
2019,uzbekistan,UZB,0.0
2020,uzbekistan,UZB,0.0
2021,uzbekistan,UZB,0.0
2022,uzbekistan,UZB,0.0
2023,uzbekistan,UZB,0.0
2024,uzbekistan,UZB,0.0
2025,uzbekistan,UZB,0.0
2026,uzbekistan,UZB,0.0
2027,uzbekistan,UZB,0.0
2028,uzbekistan,UZB,0.0
2029,uzbekistan,UZB,0.0
2030,uzbekistan,UZB,0.0
2031,uzbekistan,UZB,0.0
2032,uzbekistan,UZB,0.0
2033,uzbekistan,UZB,0.0
2034,uzbekistan,UZB,0.0
2035,uzbekistan,UZB,0.0
2036,uzbekistan,UZB,0.0
2037,uzbekistan,UZB,0.0
2038,uzbekistan,UZB,0.0
2039,uzbekistan,UZB,0.0
2040,uzbekistan,UZB,0.0
2041,uzbekistan,UZB,0.0
2042,uzbekistan,UZB,0.0
2043,uzbekistan,UZB,0.0
2044,uzbekistan,UZB,0.0
2045,uzbekistan,UZB,0.0
2046,uzbekistan,UZB,0.0
2047,uzbekistan,UZB,0.0
2048,uzbekistan,UZB,0.0
2049,uzbekistan,UZB,0.0
2050,uzbekistan,UZB,0.0
