,Nation,iso_code3,Year,nemomod_enst_capital_cost_st_batteries_usd_per_kwh
6819,Sao Tome and Principe,STP,2050,0.07
6820,Suriname,SUR,2020,0.07
6821,Suriname,SUR,2021,0.07
6822,Suriname,SUR,2022,0.07
6823,Suriname,SUR,2023,0.07
6824,Suriname,SUR,2024,0.07
6825,Suriname,SUR,2025,0.07
6826,Suriname,SUR,2026,0.07
6827,Suriname,SUR,2027,0.07
6828,Suriname,SUR,2028,0.07
6829,Suriname,SUR,2029,0.07
6830,Suriname,SUR,2030,0.07
6831,Suriname,SUR,2031,0.07
6832,Suriname,SUR,2032,0.07
6833,Suriname,SUR,2033,0.07
6834,Suriname,SUR,2034,0.07
6835,Suriname,SUR,2035,0.07
6836,Suriname,SUR,2036,0.07
6837,Suriname,SUR,2037,0.07
6838,Suriname,SUR,2038,0.07
6839,Suriname,SUR,2039,0.07
6840,Suriname,SUR,2040,0.07
6841,Suriname,SUR,2041,0.07
6842,Suriname,SUR,2042,0.07
6843,Suriname,SUR,2043,0.07
6844,Suriname,SUR,2044,0.07
6845,Suriname,SUR,2045,0.07
6846,Suriname,SUR,2046,0.07
6847,Suriname,SUR,2047,0.07
6848,Suriname,SUR,2048,0.07
6849,Suriname,SUR,2049,0.07
6850,Suriname,SUR,2050,0.07
6851,Slovak Republic,SVK,2020,0.07
6852,Slovak Republic,SVK,2021,0.07
6853,Slovak Republic,SVK,2022,0.07
6854,Slovak Republic,SVK,2023,0.07
6855,Slovak Republic,SVK,2024,0.07
6856,Slovak Republic,SVK,2025,0.07
6857,Slovak Republic,SVK,2026,0.07
6858,Slovak Republic,SVK,2027,0.07
6859,Slovak Republic,SVK,2028,0.07
6860,Slovak Republic,SVK,2029,0.07
6861,Slovak Republic,SVK,2030,0.07
6862,Slovak Republic,SVK,2031,0.07
6863,Slovak Republic,SVK,2032,0.07
6864,Slovak Republic,SVK,2033,0.07
6865,Slovak Republic,SVK,2034,0.07
6866,Slovak Republic,SVK,2035,0.07
6867,Slovak Republic,SVK,2036,0.07
6868,Slovak Republic,SVK,2037,0.07
6869,Slovak Republic,SVK,2038,0.07
6870,Slovak Republic,SVK,2039,0.07
6871,Slovak Republic,SVK,2040,0.07
6872,Slovak Republic,SVK,2041,0.07
6873,Slovak Republic,SVK,2042,0.07
6874,Slovak Republic,SVK,2043,0.07
6875,Slovak Republic,SVK,2044,0.07
6876,Slovak Republic,SVK,2045,0.07
6877,Slovak Republic,SVK,2046,0.07
6878,Slovak Republic,SVK,2047,0.07
6879,Slovak Republic,SVK,2048,0.07
6880,Slovak Republic,SVK,2049,0.07
6881,Slovak Republic,SVK,2050,0.07
6882,Slovenia,SVN,2020,0.07
6883,Slovenia,SVN,2021,0.07
6884,Slovenia,SVN,2022,0.07
6885,Slovenia,SVN,2023,0.07
6886,Slovenia,SVN,2024,0.07
6887,Slovenia,SVN,2025,0.07
6888,Slovenia,SVN,2026,0.07
6889,Slovenia,SVN,2027,0.07
6890,Slovenia,SVN,2028,0.07
6891,Slovenia,SVN,2029,0.07
6892,Slovenia,SVN,2030,0.07
6893,Slovenia,SVN,2031,0.07
6894,Slovenia,SVN,2032,0.07
6895,Slovenia,SVN,2033,0.07
6896,Slovenia,SVN,2034,0.07
6897,Slovenia,SVN,2035,0.07
6898,Slovenia,SVN,2036,0.07
6899,Slovenia,SVN,2037,0.07
6900,Slovenia,SVN,2038,0.07
6901,Slovenia,SVN,2039,0.07
6902,Slovenia,SVN,2040,0.07
6903,Slovenia,SVN,2041,0.07
6904,Slovenia,SVN,2042,0.07
6905,Slovenia,SVN,2043,0.07
6906,Slovenia,SVN,2044,0.07
6907,Slovenia,SVN,2045,0.07
6908,Slovenia,SVN,2046,0.07
6909,Slovenia,SVN,2047,0.07
6910,Slovenia,SVN,2048,0.07
6911,Slovenia,SVN,2049,0.07
6912,Slovenia,SVN,2050,0.07
6913,Sweden,SWE,2020,0.07
6914,Sweden,SWE,2021,0.07
6915,Sweden,SWE,2022,0.07
6916,Sweden,SWE,2023,0.07
6917,Sweden,SWE,2024,0.07
6918,Sweden,SWE,2025,0.07
6919,Sweden,SWE,2026,0.07
6920,Sweden,SWE,2027,0.07
6921,Sweden,SWE,2028,0.07
6922,Sweden,SWE,2029,0.07
6923,Sweden,SWE,2030,0.07
6924,Sweden,SWE,2031,0.07
6925,Sweden,SWE,2032,0.07
6926,Sweden,SWE,2033,0.07
6927,Sweden,SWE,2034,0.07
6928,Sweden,SWE,2035,0.07
6929,Sweden,SWE,2036,0.07
6930,Sweden,SWE,2037,0.07
6931,Sweden,SWE,2038,0.07
6932,Sweden,SWE,2039,0.07
6933,Sweden,SWE,2040,0.07
6934,Sweden,SWE,2041,0.07
6935,Sweden,SWE,2042,0.07
6936,Sweden,SWE,2043,0.07
6937,Sweden,SWE,2044,0.07
6938,Sweden,SWE,2045,0.07
6939,Sweden,SWE,2046,0.07
6940,Sweden,SWE,2047,0.07
6941,Sweden,SWE,2048,0.07
6942,Sweden,SWE,2049,0.07
6943,Sweden,SWE,2050,0.07
6944,Eswatini,SWZ,2020,0.07
6945,Eswatini,SWZ,2021,0.07
6946,Eswatini,SWZ,2022,0.07
6947,Eswatini,SWZ,2023,0.07
6948,Eswatini,SWZ,2024,0.07
6949,Eswatini,SWZ,2025,0.07
6950,Eswatini,SWZ,2026,0.07
6951,Eswatini,SWZ,2027,0.07
6952,Eswatini,SWZ,2028,0.07
6953,Eswatini,SWZ,2029,0.07
6954,Eswatini,SWZ,2030,0.07
6955,Eswatini,SWZ,2031,0.07
6956,Eswatini,SWZ,2032,0.07
6957,Eswatini,SWZ,2033,0.07
6958,Eswatini,SWZ,2034,0.07
6959,Eswatini,SWZ,2035,0.07
6960,Eswatini,SWZ,2036,0.07
6961,Eswatini,SWZ,2037,0.07
6962,Eswatini,SWZ,2038,0.07
6963,Eswatini,SWZ,2039,0.07
6964,Eswatini,SWZ,2040,0.07
6965,Eswatini,SWZ,2041,0.07
6966,Eswatini,SWZ,2042,0.07
6967,Eswatini,SWZ,2043,0.07
6968,Eswatini,SWZ,2044,0.07
6969,Eswatini,SWZ,2045,0.07
6970,Eswatini,SWZ,2046,0.07
6971,Eswatini,SWZ,2047,0.07
6972,Eswatini,SWZ,2048,0.07
6973,Eswatini,SWZ,2049,0.07
6974,Eswatini,SWZ,2050,0.07
6975,Sint Maarten (Dutch part),SXM,2020,0.07
6976,Sint Maarten (Dutch part),SXM,2021,0.07
6977,Sint Maarten (Dutch part),SXM,2022,0.07
6978,Sint Maarten (Dutch part),SXM,2023,0.07
6979,Sint Maarten (Dutch part),SXM,2024,0.07
6980,Sint Maarten (Dutch part),SXM,2025,0.07
6981,Sint Maarten (Dutch part),SXM,2026,0.07
6982,Sint Maarten (Dutch part),SXM,2027,0.07
6983,Sint Maarten (Dutch part),SXM,2028,0.07
6984,Sint Maarten (Dutch part),SXM,2029,0.07
6985,Sint Maarten (Dutch part),SXM,2030,0.07
6986,Sint Maarten (Dutch part),SXM,2031,0.07
6987,Sint Maarten (Dutch part),SXM,2032,0.07
6988,Sint Maarten (Dutch part),SXM,2033,0.07
6989,Sint Maarten (Dutch part),SXM,2034,0.07
6990,Sint Maarten (Dutch part),SXM,2035,0.07
6991,Sint Maarten (Dutch part),SXM,2036,0.07
6992,Sint Maarten (Dutch part),SXM,2037,0.07
6993,Sint Maarten (Dutch part),SXM,2038,0.07
6994,Sint Maarten (Dutch part),SXM,2039,0.07
6995,Sint Maarten (Dutch part),SXM,2040,0.07
6996,Sint Maarten (Dutch part),SXM,2041,0.07
6997,Sint Maarten (Dutch part),SXM,2042,0.07
6998,Sint Maarten (Dutch part),SXM,2043,0.07
6999,Sint Maarten (Dutch part),SXM,2044,0.07
7000,Sint Maarten (Dutch part),SXM,2045,0.07
7001,Sint Maarten (Dutch part),SXM,2046,0.07
7002,Sint Maarten (Dutch part),SXM,2047,0.07
7003,Sint Maarten (Dutch part),SXM,2048,0.07
7004,Sint Maarten (Dutch part),SXM,2049,0.07
7005,Sint Maarten (Dutch part),SXM,2050,0.07
7006,Seychelles,SYC,2020,0.07
7007,Seychelles,SYC,2021,0.07
7008,Seychelles,SYC,2022,0.07
7009,Seychelles,SYC,2023,0.07
7010,Seychelles,SYC,2024,0.07
7011,Seychelles,SYC,2025,0.07
7012,Seychelles,SYC,2026,0.07
7013,Seychelles,SYC,2027,0.07
7014,Seychelles,SYC,2028,0.07
7015,Seychelles,SYC,2029,0.07
7016,Seychelles,SYC,2030,0.07
7017,Seychelles,SYC,2031,0.07
7018,Seychelles,SYC,2032,0.07
7019,Seychelles,SYC,2033,0.07
7020,Seychelles,SYC,2034,0.07
7021,Seychelles,SYC,2035,0.07
7022,Seychelles,SYC,2036,0.07
7023,Seychelles,SYC,2037,0.07
7024,Seychelles,SYC,2038,0.07
7025,Seychelles,SYC,2039,0.07
7026,Seychelles,SYC,2040,0.07
7027,Seychelles,SYC,2041,0.07
7028,Seychelles,SYC,2042,0.07
7029,Seychelles,SYC,2043,0.07
7030,Seychelles,SYC,2044,0.07
7031,Seychelles,SYC,2045,0.07
7032,Seychelles,SYC,2046,0.07
7033,Seychelles,SYC,2047,0.07
7034,Seychelles,SYC,2048,0.07
7035,Seychelles,SYC,2049,0.07
7036,Seychelles,SYC,2050,0.07
7037,Syrian Arab Republic,SYR,2020,0.07
7038,Syrian Arab Republic,SYR,2021,0.07
7039,Syrian Arab Republic,SYR,2022,0.07
7040,Syrian Arab Republic,SYR,2023,0.07
7041,Syrian Arab Republic,SYR,2024,0.07
7042,Syrian Arab Republic,SYR,2025,0.07
7043,Syrian Arab Republic,SYR,2026,0.07
7044,Syrian Arab Republic,SYR,2027,0.07
7045,Syrian Arab Republic,SYR,2028,0.07
7046,Syrian Arab Republic,SYR,2029,0.07
7047,Syrian Arab Republic,SYR,2030,0.07
7048,Syrian Arab Republic,SYR,2031,0.07
7049,Syrian Arab Republic,SYR,2032,0.07
7050,Syrian Arab Republic,SYR,2033,0.07
7051,Syrian Arab Republic,SYR,2034,0.07
7052,Syrian Arab Republic,SYR,2035,0.07
7053,Syrian Arab Republic,SYR,2036,0.07
7054,Syrian Arab Republic,SYR,2037,0.07
7055,Syrian Arab Republic,SYR,2038,0.07
7056,Syrian Arab Republic,SYR,2039,0.07
7057,Syrian Arab Republic,SYR,2040,0.07
7058,Syrian Arab Republic,SYR,2041,0.07
7059,Syrian Arab Republic,SYR,2042,0.07
7060,Syrian Arab Republic,SYR,2043,0.07
7061,Syrian Arab Republic,SYR,2044,0.07
7062,Syrian Arab Republic,SYR,2045,0.07
7063,Syrian Arab Republic,SYR,2046,0.07
7064,Syrian Arab Republic,SYR,2047,0.07
7065,Syrian Arab Republic,SYR,2048,0.07
7066,Syrian Arab Republic,SYR,2049,0.07
7067,Syrian Arab Republic,SYR,2050,0.07
7068,Turks and Caicos Islands,TCA,2020,0.07
7069,Turks and Caicos Islands,TCA,2021,0.07
7070,Turks and Caicos Islands,TCA,2022,0.07
7071,Turks and Caicos Islands,TCA,2023,0.07
7072,Turks and Caicos Islands,TCA,2024,0.07
7073,Turks and Caicos Islands,TCA,2025,0.07
7074,Turks and Caicos Islands,TCA,2026,0.07
7075,Turks and Caicos Islands,TCA,2027,0.07
7076,Turks and Caicos Islands,TCA,2028,0.07
7077,Turks and Caicos Islands,TCA,2029,0.07
7078,Turks and Caicos Islands,TCA,2030,0.07
7079,Turks and Caicos Islands,TCA,2031,0.07
7080,Turks and Caicos Islands,TCA,2032,0.07
7081,Turks and Caicos Islands,TCA,2033,0.07
7082,Turks and Caicos Islands,TCA,2034,0.07
7083,Turks and Caicos Islands,TCA,2035,0.07
7084,Turks and Caicos Islands,TCA,2036,0.07
7085,Turks and Caicos Islands,TCA,2037,0.07
7086,Turks and Caicos Islands,TCA,2038,0.07
7087,Turks and Caicos Islands,TCA,2039,0.07
7088,Turks and Caicos Islands,TCA,2040,0.07
7089,Turks and Caicos Islands,TCA,2041,0.07
7090,Turks and Caicos Islands,TCA,2042,0.07
7091,Turks and Caicos Islands,TCA,2043,0.07
7092,Turks and Caicos Islands,TCA,2044,0.07
7093,Turks and Caicos Islands,TCA,2045,0.07
7094,Turks and Caicos Islands,TCA,2046,0.07
7095,Turks and Caicos Islands,TCA,2047,0.07
7096,Turks and Caicos Islands,TCA,2048,0.07
7097,Turks and Caicos Islands,TCA,2049,0.07
7098,Turks and Caicos Islands,TCA,2050,0.07
7099,Chad,TCD,2020,0.07
7100,Chad,TCD,2021,0.07
7101,Chad,TCD,2022,0.07
7102,Chad,TCD,2023,0.07
7103,Chad,TCD,2024,0.07
7104,Chad,TCD,2025,0.07
7105,Chad,TCD,2026,0.07
7106,Chad,TCD,2027,0.07
7107,Chad,TCD,2028,0.07
7108,Chad,TCD,2029,0.07
7109,Chad,TCD,2030,0.07
7110,Chad,TCD,2031,0.07
7111,Chad,TCD,2032,0.07
7112,Chad,TCD,2033,0.07
7113,Chad,TCD,2034,0.07
7114,Chad,TCD,2035,0.07
7115,Chad,TCD,2036,0.07
7116,Chad,TCD,2037,0.07
7117,Chad,TCD,2038,0.07
7118,Chad,TCD,2039,0.07
7119,Chad,TCD,2040,0.07
7120,Chad,TCD,2041,0.07
7121,Chad,TCD,2042,0.07
7122,Chad,TCD,2043,0.07
7123,Chad,TCD,2044,0.07
7124,Chad,TCD,2045,0.07
7125,Chad,TCD,2046,0.07
7126,Chad,TCD,2047,0.07
7127,Chad,TCD,2048,0.07
7128,Chad,TCD,2049,0.07
7129,Chad,TCD,2050,0.07
7130,East Asia & Pacific (IDA & IBRD countries),TEA,2020,0.07
7131,East Asia & Pacific (IDA & IBRD countries),TEA,2021,0.07
7132,East Asia & Pacific (IDA & IBRD countries),TEA,2022,0.07
7133,East Asia & Pacific (IDA & IBRD countries),TEA,2023,0.07
7134,East Asia & Pacific (IDA & IBRD countries),TEA,2024,0.07
7135,East Asia & Pacific (IDA & IBRD countries),TEA,2025,0.07
7136,East Asia & Pacific (IDA & IBRD countries),TEA,2026,0.07
7137,East Asia & Pacific (IDA & IBRD countries),TEA,2027,0.07
7138,East Asia & Pacific (IDA & IBRD countries),TEA,2028,0.07
7139,East Asia & Pacific (IDA & IBRD countries),TEA,2029,0.07
7140,East Asia & Pacific (IDA & IBRD countries),TEA,2030,0.07
7141,East Asia & Pacific (IDA & IBRD countries),TEA,2031,0.07
7142,East Asia & Pacific (IDA & IBRD countries),TEA,2032,0.07
7143,East Asia & Pacific (IDA & IBRD countries),TEA,2033,0.07
7144,East Asia & Pacific (IDA & IBRD countries),TEA,2034,0.07
7145,East Asia & Pacific (IDA & IBRD countries),TEA,2035,0.07
7146,East Asia & Pacific (IDA & IBRD countries),TEA,2036,0.07
7147,East Asia & Pacific (IDA & IBRD countries),TEA,2037,0.07
7148,East Asia & Pacific (IDA & IBRD countries),TEA,2038,0.07
7149,East Asia & Pacific (IDA & IBRD countries),TEA,2039,0.07
7150,East Asia & Pacific (IDA & IBRD countries),TEA,2040,0.07
7151,East Asia & Pacific (IDA & IBRD countries),TEA,2041,0.07
7152,East Asia & Pacific (IDA & IBRD countries),TEA,2042,0.07
7153,East Asia & Pacific (IDA & IBRD countries),TEA,2043,0.07
7154,East Asia & Pacific (IDA & IBRD countries),TEA,2044,0.07
7155,East Asia & Pacific (IDA & IBRD countries),TEA,2045,0.07
7156,East Asia & Pacific (IDA & IBRD countries),TEA,2046,0.07
7157,East Asia & Pacific (IDA & IBRD countries),TEA,2047,0.07
7158,East Asia & Pacific (IDA & IBRD countries),TEA,2048,0.07
7159,East Asia & Pacific (IDA & IBRD countries),TEA,2049,0.07
7160,East Asia & Pacific (IDA & IBRD countries),TEA,2050,0.07
7161,Europe & Central Asia (IDA & IBRD countries),TEC,2020,0.07
7162,Europe & Central Asia (IDA & IBRD countries),TEC,2021,0.07
7163,Europe & Central Asia (IDA & IBRD countries),TEC,2022,0.07
7164,Europe & Central Asia (IDA & IBRD countries),TEC,2023,0.07
7165,Europe & Central Asia (IDA & IBRD countries),TEC,2024,0.07
7166,Europe & Central Asia (IDA & IBRD countries),TEC,2025,0.07
7167,Europe & Central Asia (IDA & IBRD countries),TEC,2026,0.07
7168,Europe & Central Asia (IDA & IBRD countries),TEC,2027,0.07
7169,Europe & Central Asia (IDA & IBRD countries),TEC,2028,0.07
7170,Europe & Central Asia (IDA & IBRD countries),TEC,2029,0.07
7171,Europe & Central Asia (IDA & IBRD countries),TEC,2030,0.07
7172,Europe & Central Asia (IDA & IBRD countries),TEC,2031,0.07
7173,Europe & Central Asia (IDA & IBRD countries),TEC,2032,0.07
7174,Europe & Central Asia (IDA & IBRD countries),TEC,2033,0.07
7175,Europe & Central Asia (IDA & IBRD countries),TEC,2034,0.07
7176,Europe & Central Asia (IDA & IBRD countries),TEC,2035,0.07
7177,Europe & Central Asia (IDA & IBRD countries),TEC,2036,0.07
7178,Europe & Central Asia (IDA & IBRD countries),TEC,2037,0.07
7179,Europe & Central Asia (IDA & IBRD countries),TEC,2038,0.07
7180,Europe & Central Asia (IDA & IBRD countries),TEC,2039,0.07
7181,Europe & Central Asia (IDA & IBRD countries),TEC,2040,0.07
7182,Europe & Central Asia (IDA & IBRD countries),TEC,2041,0.07
7183,Europe & Central Asia (IDA & IBRD countries),TEC,2042,0.07
7184,Europe & Central Asia (IDA & IBRD countries),TEC,2043,0.07
7185,Europe & Central Asia (IDA & IBRD countries),TEC,2044,0.07
7186,Europe & Central Asia (IDA & IBRD countries),TEC,2045,0.07
7187,Europe & Central Asia (IDA & IBRD countries),TEC,2046,0.07
7188,Europe & Central Asia (IDA & IBRD countries),TEC,2047,0.07
7189,Europe & Central Asia (IDA & IBRD countries),TEC,2048,0.07
7190,Europe & Central Asia (IDA & IBRD countries),TEC,2049,0.07
7191,Europe & Central Asia (IDA & IBRD countries),TEC,2050,0.07
7192,Togo,TGO,2020,0.07
7193,Togo,TGO,2021,0.07
7194,Togo,TGO,2022,0.07
7195,Togo,TGO,2023,0.07
7196,Togo,TGO,2024,0.07
7197,Togo,TGO,2025,0.07
7198,Togo,TGO,2026,0.07
7199,Togo,TGO,2027,0.07
7200,Togo,TGO,2028,0.07
7201,Togo,TGO,2029,0.07
7202,Togo,TGO,2030,0.07
7203,Togo,TGO,2031,0.07
7204,Togo,TGO,2032,0.07
7205,Togo,TGO,2033,0.07
7206,Togo,TGO,2034,0.07
7207,Togo,TGO,2035,0.07
7208,Togo,TGO,2036,0.07
7209,Togo,TGO,2037,0.07
7210,Togo,TGO,2038,0.07
7211,Togo,TGO,2039,0.07
7212,Togo,TGO,2040,0.07
7213,Togo,TGO,2041,0.07
7214,Togo,TGO,2042,0.07
7215,Togo,TGO,2043,0.07
7216,Togo,TGO,2044,0.07
7217,Togo,TGO,2045,0.07
7218,Togo,TGO,2046,0.07
7219,Togo,TGO,2047,0.07
7220,Togo,TGO,2048,0.07
7221,Togo,TGO,2049,0.07
7222,Togo,TGO,2050,0.07
7223,Thailand,THA,2020,0.07
7224,Thailand,THA,2021,0.07
7225,Thailand,THA,2022,0.07
7226,Thailand,THA,2023,0.07
7227,Thailand,THA,2024,0.07
7228,Thailand,THA,2025,0.07
7229,Thailand,THA,2026,0.07
7230,Thailand,THA,2027,0.07
7231,Thailand,THA,2028,0.07
7232,Thailand,THA,2029,0.07
7233,Thailand,THA,2030,0.07
7234,Thailand,THA,2031,0.07
7235,Thailand,THA,2032,0.07
7236,Thailand,THA,2033,0.07
7237,Thailand,THA,2034,0.07
7238,Thailand,THA,2035,0.07
7239,Thailand,THA,2036,0.07
7240,Thailand,THA,2037,0.07
7241,Thailand,THA,2038,0.07
7242,Thailand,THA,2039,0.07
7243,Thailand,THA,2040,0.07
7244,Thailand,THA,2041,0.07
7245,Thailand,THA,2042,0.07
7246,Thailand,THA,2043,0.07
7247,Thailand,THA,2044,0.07
7248,Thailand,THA,2045,0.07
7249,Thailand,THA,2046,0.07
7250,Thailand,THA,2047,0.07
7251,Thailand,THA,2048,0.07
7252,Thailand,THA,2049,0.07
7253,Thailand,THA,2050,0.07
7254,Tajikistan,TJK,2020,0.07
7255,Tajikistan,TJK,2021,0.07
7256,Tajikistan,TJK,2022,0.07
7257,Tajikistan,TJK,2023,0.07
7258,Tajikistan,TJK,2024,0.07
7259,Tajikistan,TJK,2025,0.07
7260,Tajikistan,TJK,2026,0.07
7261,Tajikistan,TJK,2027,0.07
7262,Tajikistan,TJK,2028,0.07
7263,Tajikistan,TJK,2029,0.07
7264,Tajikistan,TJK,2030,0.07
7265,Tajikistan,TJK,2031,0.07
7266,Tajikistan,TJK,2032,0.07
7267,Tajikistan,TJK,2033,0.07
7268,Tajikistan,TJK,2034,0.07
7269,Tajikistan,TJK,2035,0.07
7270,Tajikistan,TJK,2036,0.07
7271,Tajikistan,TJK,2037,0.07
7272,Tajikistan,TJK,2038,0.07
7273,Tajikistan,TJK,2039,0.07
7274,Tajikistan,TJK,2040,0.07
7275,Tajikistan,TJK,2041,0.07
7276,Tajikistan,TJK,2042,0.07
7277,Tajikistan,TJK,2043,0.07
7278,Tajikistan,TJK,2044,0.07
7279,Tajikistan,TJK,2045,0.07
7280,Tajikistan,TJK,2046,0.07
7281,Tajikistan,TJK,2047,0.07
7282,Tajikistan,TJK,2048,0.07
7283,Tajikistan,TJK,2049,0.07
7284,Tajikistan,TJK,2050,0.07
7285,Turkmenistan,TKM,2020,0.07
7286,Turkmenistan,TKM,2021,0.07
7287,Turkmenistan,TKM,2022,0.07
7288,Turkmenistan,TKM,2023,0.07
7289,Turkmenistan,TKM,2024,0.07
7290,Turkmenistan,TKM,2025,0.07
7291,Turkmenistan,TKM,2026,0.07
7292,Turkmenistan,TKM,2027,0.07
7293,Turkmenistan,TKM,2028,0.07
7294,Turkmenistan,TKM,2029,0.07
7295,Turkmenistan,TKM,2030,0.07
7296,Turkmenistan,TKM,2031,0.07
7297,Turkmenistan,TKM,2032,0.07
7298,Turkmenistan,TKM,2033,0.07
7299,Turkmenistan,TKM,2034,0.07
7300,Turkmenistan,TKM,2035,0.07
7301,Turkmenistan,TKM,2036,0.07
7302,Turkmenistan,TKM,2037,0.07
7303,Turkmenistan,TKM,2038,0.07
7304,Turkmenistan,TKM,2039,0.07
7305,Turkmenistan,TKM,2040,0.07
7306,Turkmenistan,TKM,2041,0.07
7307,Turkmenistan,TKM,2042,0.07
7308,Turkmenistan,TKM,2043,0.07
7309,Turkmenistan,TKM,2044,0.07
7310,Turkmenistan,TKM,2045,0.07
7311,Turkmenistan,TKM,2046,0.07
7312,Turkmenistan,TKM,2047,0.07
7313,Turkmenistan,TKM,2048,0.07
7314,Turkmenistan,TKM,2049,0.07
7315,Turkmenistan,TKM,2050,0.07
7316,Latin America & the Caribbean (IDA & IBRD countries),TLA,2020,0.07
7317,Latin America & the Caribbean (IDA & IBRD countries),TLA,2021,0.07
7318,Latin America & the Caribbean (IDA & IBRD countries),TLA,2022,0.07
7319,Latin America & the Caribbean (IDA & IBRD countries),TLA,2023,0.07
7320,Latin America & the Caribbean (IDA & IBRD countries),TLA,2024,0.07
7321,Latin America & the Caribbean (IDA & IBRD countries),TLA,2025,0.07
7322,Latin America & the Caribbean (IDA & IBRD countries),TLA,2026,0.07
7323,Latin America & the Caribbean (IDA & IBRD countries),TLA,2027,0.07
7324,Latin America & the Caribbean (IDA & IBRD countries),TLA,2028,0.07
7325,Latin America & the Caribbean (IDA & IBRD countries),TLA,2029,0.07
7326,Latin America & the Caribbean (IDA & IBRD countries),TLA,2030,0.07
7327,Latin America & the Caribbean (IDA & IBRD countries),TLA,2031,0.07
7328,Latin America & the Caribbean (IDA & IBRD countries),TLA,2032,0.07
7329,Latin America & the Caribbean (IDA & IBRD countries),TLA,2033,0.07
7330,Latin America & the Caribbean (IDA & IBRD countries),TLA,2034,0.07
7331,Latin America & the Caribbean (IDA & IBRD countries),TLA,2035,0.07
7332,Latin America & the Caribbean (IDA & IBRD countries),TLA,2036,0.07
7333,Latin America & the Caribbean (IDA & IBRD countries),TLA,2037,0.07
7334,Latin America & the Caribbean (IDA & IBRD countries),TLA,2038,0.07
7335,Latin America & the Caribbean (IDA & IBRD countries),TLA,2039,0.07
7336,Latin America & the Caribbean (IDA & IBRD countries),TLA,2040,0.07
7337,Latin America & the Caribbean (IDA & IBRD countries),TLA,2041,0.07
7338,Latin America & the Caribbean (IDA & IBRD countries),TLA,2042,0.07
7339,Latin America & the Caribbean (IDA & IBRD countries),TLA,2043,0.07
7340,Latin America & the Caribbean (IDA & IBRD countries),TLA,2044,0.07
7341,Latin America & the Caribbean (IDA & IBRD countries),TLA,2045,0.07
7342,Latin America & the Caribbean (IDA & IBRD countries),TLA,2046,0.07
7343,Latin America & the Caribbean (IDA & IBRD countries),TLA,2047,0.07
7344,Latin America & the Caribbean (IDA & IBRD countries),TLA,2048,0.07
7345,Latin America & the Caribbean (IDA & IBRD countries),TLA,2049,0.07
7346,Latin America & the Caribbean (IDA & IBRD countries),TLA,2050,0.07
7347,Timor-Leste,TLS,2020,0.07
7348,Timor-Leste,TLS,2021,0.07
7349,Timor-Leste,TLS,2022,0.07
7350,Timor-Leste,TLS,2023,0.07
7351,Timor-Leste,TLS,2024,0.07
7352,Timor-Leste,TLS,2025,0.07
7353,Timor-Leste,TLS,2026,0.07
7354,Timor-Leste,TLS,2027,0.07
7355,Timor-Leste,TLS,2028,0.07
7356,Timor-Leste,TLS,2029,0.07
7357,Timor-Leste,TLS,2030,0.07
7358,Timor-Leste,TLS,2031,0.07
7359,Timor-Leste,TLS,2032,0.07
7360,Timor-Leste,TLS,2033,0.07
7361,Timor-Leste,TLS,2034,0.07
7362,Timor-Leste,TLS,2035,0.07
7363,Timor-Leste,TLS,2036,0.07
7364,Timor-Leste,TLS,2037,0.07
7365,Timor-Leste,TLS,2038,0.07
7366,Timor-Leste,TLS,2039,0.07
7367,Timor-Leste,TLS,2040,0.07
7368,Timor-Leste,TLS,2041,0.07
7369,Timor-Leste,TLS,2042,0.07
7370,Timor-Leste,TLS,2043,0.07
7371,Timor-Leste,TLS,2044,0.07
7372,Timor-Leste,TLS,2045,0.07
7373,Timor-Leste,TLS,2046,0.07
7374,Timor-Leste,TLS,2047,0.07
7375,Timor-Leste,TLS,2048,0.07
7376,Timor-Leste,TLS,2049,0.07
7377,Timor-Leste,TLS,2050,0.07
7378,Middle East & North Africa (IDA & IBRD countries),TMN,2020,0.07
7379,Middle East & North Africa (IDA & IBRD countries),TMN,2021,0.07
7380,Middle East & North Africa (IDA & IBRD countries),TMN,2022,0.07
7381,Middle East & North Africa (IDA & IBRD countries),TMN,2023,0.07
7382,Middle East & North Africa (IDA & IBRD countries),TMN,2024,0.07
7383,Middle East & North Africa (IDA & IBRD countries),TMN,2025,0.07
7384,Middle East & North Africa (IDA & IBRD countries),TMN,2026,0.07
7385,Middle East & North Africa (IDA & IBRD countries),TMN,2027,0.07
7386,Middle East & North Africa (IDA & IBRD countries),TMN,2028,0.07
7387,Middle East & North Africa (IDA & IBRD countries),TMN,2029,0.07
7388,Middle East & North Africa (IDA & IBRD countries),TMN,2030,0.07
7389,Middle East & North Africa (IDA & IBRD countries),TMN,2031,0.07
7390,Middle East & North Africa (IDA & IBRD countries),TMN,2032,0.07
7391,Middle East & North Africa (IDA & IBRD countries),TMN,2033,0.07
7392,Middle East & North Africa (IDA & IBRD countries),TMN,2034,0.07
7393,Middle East & North Africa (IDA & IBRD countries),TMN,2035,0.07
7394,Middle East & North Africa (IDA & IBRD countries),TMN,2036,0.07
7395,Middle East & North Africa (IDA & IBRD countries),TMN,2037,0.07
7396,Middle East & North Africa (IDA & IBRD countries),TMN,2038,0.07
7397,Middle East & North Africa (IDA & IBRD countries),TMN,2039,0.07
