,Nation,iso_code3,Year,fuelefficiency_trns_aviation_kerosene_km_per_litre
5724,South Asia,SAS,2035,0.087
5725,South Asia,SAS,2036,0.087
5726,South Asia,SAS,2037,0.087
5727,South Asia,SAS,2038,0.087
5728,South Asia,SAS,2039,0.087
5729,South Asia,SAS,2040,0.087
5730,South Asia,SAS,2041,0.087
5731,South Asia,SAS,2042,0.087
5732,South Asia,SAS,2043,0.087
5733,South Asia,SAS,2044,0.087
5734,South Asia,SAS,2045,0.087
5735,South Asia,SAS,2046,0.087
5736,South Asia,SAS,2047,0.087
5737,South Asia,SAS,2048,0.087
5738,South Asia,SAS,2049,0.087
5739,South Asia,SAS,2050,0.087
5740,Saudi Arabia,SAU,2023,0.087
5741,Saudi Arabia,SAU,2024,0.087
5742,Saudi Arabia,SAU,2025,0.087
5743,Saudi Arabia,SAU,2026,0.087
5744,Saudi Arabia,SAU,2027,0.087
5745,Saudi Arabia,SAU,2028,0.087
5746,Saudi Arabia,SAU,2029,0.087
5747,Saudi Arabia,SAU,2030,0.087
5748,Saudi Arabia,SAU,2031,0.087
5749,Saudi Arabia,SAU,2032,0.087
5750,Saudi Arabia,SAU,2033,0.087
5751,Saudi Arabia,SAU,2034,0.087
5752,Saudi Arabia,SAU,2035,0.087
5753,Saudi Arabia,SAU,2036,0.087
5754,Saudi Arabia,SAU,2037,0.087
5755,Saudi Arabia,SAU,2038,0.087
5756,Saudi Arabia,SAU,2039,0.087
5757,Saudi Arabia,SAU,2040,0.087
5758,Saudi Arabia,SAU,2041,0.087
5759,Saudi Arabia,SAU,2042,0.087
5760,Saudi Arabia,SAU,2043,0.087
5761,Saudi Arabia,SAU,2044,0.087
5762,Saudi Arabia,SAU,2045,0.087
5763,Saudi Arabia,SAU,2046,0.087
5764,Saudi Arabia,SAU,2047,0.087
5765,Saudi Arabia,SAU,2048,0.087
5766,Saudi Arabia,SAU,2049,0.087
5767,Saudi Arabia,SAU,2050,0.087
5768,Sudan,SDN,2023,0.087
5769,Sudan,SDN,2024,0.087
5770,Sudan,SDN,2025,0.087
5771,Sudan,SDN,2026,0.087
5772,Sudan,SDN,2027,0.087
5773,Sudan,SDN,2028,0.087
5774,Sudan,SDN,2029,0.087
5775,Sudan,SDN,2030,0.087
5776,Sudan,SDN,2031,0.087
5777,Sudan,SDN,2032,0.087
5778,Sudan,SDN,2033,0.087
5779,Sudan,SDN,2034,0.087
5780,Sudan,SDN,2035,0.087
5781,Sudan,SDN,2036,0.087
5782,Sudan,SDN,2037,0.087
5783,Sudan,SDN,2038,0.087
5784,Sudan,SDN,2039,0.087
5785,Sudan,SDN,2040,0.087
5786,Sudan,SDN,2041,0.087
5787,Sudan,SDN,2042,0.087
5788,Sudan,SDN,2043,0.087
5789,Sudan,SDN,2044,0.087
5790,Sudan,SDN,2045,0.087
5791,Sudan,SDN,2046,0.087
5792,Sudan,SDN,2047,0.087
5793,Sudan,SDN,2048,0.087
5794,Sudan,SDN,2049,0.087
5795,Sudan,SDN,2050,0.087
5796,Senegal,SEN,2023,0.087
5797,Senegal,SEN,2024,0.087
5798,Senegal,SEN,2025,0.087
5799,Senegal,SEN,2026,0.087
5800,Senegal,SEN,2027,0.087
5801,Senegal,SEN,2028,0.087
5802,Senegal,SEN,2029,0.087
5803,Senegal,SEN,2030,0.087
5804,Senegal,SEN,2031,0.087
5805,Senegal,SEN,2032,0.087
5806,Senegal,SEN,2033,0.087
5807,Senegal,SEN,2034,0.087
5808,Senegal,SEN,2035,0.087
5809,Senegal,SEN,2036,0.087
5810,Senegal,SEN,2037,0.087
5811,Senegal,SEN,2038,0.087
5812,Senegal,SEN,2039,0.087
5813,Senegal,SEN,2040,0.087
5814,Senegal,SEN,2041,0.087
5815,Senegal,SEN,2042,0.087
5816,Senegal,SEN,2043,0.087
5817,Senegal,SEN,2044,0.087
5818,Senegal,SEN,2045,0.087
5819,Senegal,SEN,2046,0.087
5820,Senegal,SEN,2047,0.087
5821,Senegal,SEN,2048,0.087
5822,Senegal,SEN,2049,0.087
5823,Senegal,SEN,2050,0.087
5824,Singapore,SGP,2023,0.087
5825,Singapore,SGP,2024,0.087
5826,Singapore,SGP,2025,0.087
5827,Singapore,SGP,2026,0.087
5828,Singapore,SGP,2027,0.087
5829,Singapore,SGP,2028,0.087
5830,Singapore,SGP,2029,0.087
5831,Singapore,SGP,2030,0.087
5832,Singapore,SGP,2031,0.087
5833,Singapore,SGP,2032,0.087
5834,Singapore,SGP,2033,0.087
5835,Singapore,SGP,2034,0.087
5836,Singapore,SGP,2035,0.087
5837,Singapore,SGP,2036,0.087
5838,Singapore,SGP,2037,0.087
5839,Singapore,SGP,2038,0.087
5840,Singapore,SGP,2039,0.087
5841,Singapore,SGP,2040,0.087
5842,Singapore,SGP,2041,0.087
5843,Singapore,SGP,2042,0.087
5844,Singapore,SGP,2043,0.087
5845,Singapore,SGP,2044,0.087
5846,Singapore,SGP,2045,0.087
5847,Singapore,SGP,2046,0.087
5848,Singapore,SGP,2047,0.087
5849,Singapore,SGP,2048,0.087
5850,Singapore,SGP,2049,0.087
5851,Singapore,SGP,2050,0.087
5852,Solomon Islands,SLB,2023,0.087
5853,Solomon Islands,SLB,2024,0.087
5854,Solomon Islands,SLB,2025,0.087
5855,Solomon Islands,SLB,2026,0.087
5856,Solomon Islands,SLB,2027,0.087
5857,Solomon Islands,SLB,2028,0.087
5858,Solomon Islands,SLB,2029,0.087
5859,Solomon Islands,SLB,2030,0.087
5860,Solomon Islands,SLB,2031,0.087
5861,Solomon Islands,SLB,2032,0.087
5862,Solomon Islands,SLB,2033,0.087
5863,Solomon Islands,SLB,2034,0.087
5864,Solomon Islands,SLB,2035,0.087
5865,Solomon Islands,SLB,2036,0.087
5866,Solomon Islands,SLB,2037,0.087
5867,Solomon Islands,SLB,2038,0.087
5868,Solomon Islands,SLB,2039,0.087
5869,Solomon Islands,SLB,2040,0.087
5870,Solomon Islands,SLB,2041,0.087
5871,Solomon Islands,SLB,2042,0.087
5872,Solomon Islands,SLB,2043,0.087
5873,Solomon Islands,SLB,2044,0.087
5874,Solomon Islands,SLB,2045,0.087
5875,Solomon Islands,SLB,2046,0.087
5876,Solomon Islands,SLB,2047,0.087
5877,Solomon Islands,SLB,2048,0.087
5878,Solomon Islands,SLB,2049,0.087
5879,Solomon Islands,SLB,2050,0.087
5880,Sierra Leone,SLE,2023,0.087
5881,Sierra Leone,SLE,2024,0.087
5882,Sierra Leone,SLE,2025,0.087
5883,Sierra Leone,SLE,2026,0.087
5884,Sierra Leone,SLE,2027,0.087
5885,Sierra Leone,SLE,2028,0.087
5886,Sierra Leone,SLE,2029,0.087
5887,Sierra Leone,SLE,2030,0.087
5888,Sierra Leone,SLE,2031,0.087
5889,Sierra Leone,SLE,2032,0.087
5890,Sierra Leone,SLE,2033,0.087
5891,Sierra Leone,SLE,2034,0.087
5892,Sierra Leone,SLE,2035,0.087
5893,Sierra Leone,SLE,2036,0.087
5894,Sierra Leone,SLE,2037,0.087
5895,Sierra Leone,SLE,2038,0.087
5896,Sierra Leone,SLE,2039,0.087
5897,Sierra Leone,SLE,2040,0.087
5898,Sierra Leone,SLE,2041,0.087
5899,Sierra Leone,SLE,2042,0.087
5900,Sierra Leone,SLE,2043,0.087
5901,Sierra Leone,SLE,2044,0.087
5902,Sierra Leone,SLE,2045,0.087
5903,Sierra Leone,SLE,2046,0.087
5904,Sierra Leone,SLE,2047,0.087
5905,Sierra Leone,SLE,2048,0.087
5906,Sierra Leone,SLE,2049,0.087
5907,Sierra Leone,SLE,2050,0.087
5908,El Salvador,SLV,2023,0.087
5909,El Salvador,SLV,2024,0.087
5910,El Salvador,SLV,2025,0.087
5911,El Salvador,SLV,2026,0.087
5912,El Salvador,SLV,2027,0.087
5913,El Salvador,SLV,2028,0.087
5914,El Salvador,SLV,2029,0.087
5915,El Salvador,SLV,2030,0.087
5916,El Salvador,SLV,2031,0.087
5917,El Salvador,SLV,2032,0.087
5918,El Salvador,SLV,2033,0.087
5919,El Salvador,SLV,2034,0.087
5920,El Salvador,SLV,2035,0.087
5921,El Salvador,SLV,2036,0.087
5922,El Salvador,SLV,2037,0.087
5923,El Salvador,SLV,2038,0.087
5924,El Salvador,SLV,2039,0.087
5925,El Salvador,SLV,2040,0.087
5926,El Salvador,SLV,2041,0.087
5927,El Salvador,SLV,2042,0.087
5928,El Salvador,SLV,2043,0.087
5929,El Salvador,SLV,2044,0.087
5930,El Salvador,SLV,2045,0.087
5931,El Salvador,SLV,2046,0.087
5932,El Salvador,SLV,2047,0.087
5933,El Salvador,SLV,2048,0.087
5934,El Salvador,SLV,2049,0.087
5935,El Salvador,SLV,2050,0.087
5936,San Marino,SMR,2023,0.087
5937,San Marino,SMR,2024,0.087
5938,San Marino,SMR,2025,0.087
5939,San Marino,SMR,2026,0.087
5940,San Marino,SMR,2027,0.087
5941,San Marino,SMR,2028,0.087
5942,San Marino,SMR,2029,0.087
5943,San Marino,SMR,2030,0.087
5944,San Marino,SMR,2031,0.087
5945,San Marino,SMR,2032,0.087
5946,San Marino,SMR,2033,0.087
5947,San Marino,SMR,2034,0.087
5948,San Marino,SMR,2035,0.087
5949,San Marino,SMR,2036,0.087
5950,San Marino,SMR,2037,0.087
5951,San Marino,SMR,2038,0.087
5952,San Marino,SMR,2039,0.087
5953,San Marino,SMR,2040,0.087
5954,San Marino,SMR,2041,0.087
5955,San Marino,SMR,2042,0.087
5956,San Marino,SMR,2043,0.087
5957,San Marino,SMR,2044,0.087
5958,San Marino,SMR,2045,0.087
5959,San Marino,SMR,2046,0.087
5960,San Marino,SMR,2047,0.087
5961,San Marino,SMR,2048,0.087
5962,San Marino,SMR,2049,0.087
5963,San Marino,SMR,2050,0.087
5964,Somalia,SOM,2023,0.087
5965,Somalia,SOM,2024,0.087
5966,Somalia,SOM,2025,0.087
5967,Somalia,SOM,2026,0.087
5968,Somalia,SOM,2027,0.087
5969,Somalia,SOM,2028,0.087
5970,Somalia,SOM,2029,0.087
5971,Somalia,SOM,2030,0.087
5972,Somalia,SOM,2031,0.087
5973,Somalia,SOM,2032,0.087
5974,Somalia,SOM,2033,0.087
5975,Somalia,SOM,2034,0.087
5976,Somalia,SOM,2035,0.087
5977,Somalia,SOM,2036,0.087
5978,Somalia,SOM,2037,0.087
5979,Somalia,SOM,2038,0.087
5980,Somalia,SOM,2039,0.087
5981,Somalia,SOM,2040,0.087
5982,Somalia,SOM,2041,0.087
5983,Somalia,SOM,2042,0.087
5984,Somalia,SOM,2043,0.087
5985,Somalia,SOM,2044,0.087
5986,Somalia,SOM,2045,0.087
5987,Somalia,SOM,2046,0.087
5988,Somalia,SOM,2047,0.087
5989,Somalia,SOM,2048,0.087
5990,Somalia,SOM,2049,0.087
5991,Somalia,SOM,2050,0.087
5992,Serbia,SRB,2023,0.087
5993,Serbia,SRB,2024,0.087
5994,Serbia,SRB,2025,0.087
5995,Serbia,SRB,2026,0.087
5996,Serbia,SRB,2027,0.087
5997,Serbia,SRB,2028,0.087
5998,Serbia,SRB,2029,0.087
5999,Serbia,SRB,2030,0.087
6000,Serbia,SRB,2031,0.087
6001,Serbia,SRB,2032,0.087
6002,Serbia,SRB,2033,0.087
6003,Serbia,SRB,2034,0.087
6004,Serbia,SRB,2035,0.087
6005,Serbia,SRB,2036,0.087
6006,Serbia,SRB,2037,0.087
6007,Serbia,SRB,2038,0.087
6008,Serbia,SRB,2039,0.087
6009,Serbia,SRB,2040,0.087
6010,Serbia,SRB,2041,0.087
6011,Serbia,SRB,2042,0.087
6012,Serbia,SRB,2043,0.087
6013,Serbia,SRB,2044,0.087
6014,Serbia,SRB,2045,0.087
6015,Serbia,SRB,2046,0.087
6016,Serbia,SRB,2047,0.087
6017,Serbia,SRB,2048,0.087
6018,Serbia,SRB,2049,0.087
6019,Serbia,SRB,2050,0.087
6020,Sub-Saharan Africa (excluding high income),SSA,2023,0.087
6021,Sub-Saharan Africa (excluding high income),SSA,2024,0.087
6022,Sub-Saharan Africa (excluding high income),SSA,2025,0.087
6023,Sub-Saharan Africa (excluding high income),SSA,2026,0.087
6024,Sub-Saharan Africa (excluding high income),SSA,2027,0.087
6025,Sub-Saharan Africa (excluding high income),SSA,2028,0.087
6026,Sub-Saharan Africa (excluding high income),SSA,2029,0.087
6027,Sub-Saharan Africa (excluding high income),SSA,2030,0.087
6028,Sub-Saharan Africa (excluding high income),SSA,2031,0.087
6029,Sub-Saharan Africa (excluding high income),SSA,2032,0.087
6030,Sub-Saharan Africa (excluding high income),SSA,2033,0.087
6031,Sub-Saharan Africa (excluding high income),SSA,2034,0.087
6032,Sub-Saharan Africa (excluding high income),SSA,2035,0.087
6033,Sub-Saharan Africa (excluding high income),SSA,2036,0.087
6034,Sub-Saharan Africa (excluding high income),SSA,2037,0.087
6035,Sub-Saharan Africa (excluding high income),SSA,2038,0.087
6036,Sub-Saharan Africa (excluding high income),SSA,2039,0.087
6037,Sub-Saharan Africa (excluding high income),SSA,2040,0.087
6038,Sub-Saharan Africa (excluding high income),SSA,2041,0.087
6039,Sub-Saharan Africa (excluding high income),SSA,2042,0.087
6040,Sub-Saharan Africa (excluding high income),SSA,2043,0.087
6041,Sub-Saharan Africa (excluding high income),SSA,2044,0.087
6042,Sub-Saharan Africa (excluding high income),SSA,2045,0.087
6043,Sub-Saharan Africa (excluding high income),SSA,2046,0.087
6044,Sub-Saharan Africa (excluding high income),SSA,2047,0.087
6045,Sub-Saharan Africa (excluding high income),SSA,2048,0.087
6046,Sub-Saharan Africa (excluding high income),SSA,2049,0.087
6047,Sub-Saharan Africa (excluding high income),SSA,2050,0.087
6048,South Sudan,SSD,2023,0.087
6049,South Sudan,SSD,2024,0.087
6050,South Sudan,SSD,2025,0.087
6051,South Sudan,SSD,2026,0.087
6052,South Sudan,SSD,2027,0.087
6053,South Sudan,SSD,2028,0.087
6054,South Sudan,SSD,2029,0.087
6055,South Sudan,SSD,2030,0.087
6056,South Sudan,SSD,2031,0.087
6057,South Sudan,SSD,2032,0.087
6058,South Sudan,SSD,2033,0.087
6059,South Sudan,SSD,2034,0.087
6060,South Sudan,SSD,2035,0.087
6061,South Sudan,SSD,2036,0.087
6062,South Sudan,SSD,2037,0.087
6063,South Sudan,SSD,2038,0.087
6064,South Sudan,SSD,2039,0.087
6065,South Sudan,SSD,2040,0.087
6066,South Sudan,SSD,2041,0.087
6067,South Sudan,SSD,2042,0.087
6068,South Sudan,SSD,2043,0.087
6069,South Sudan,SSD,2044,0.087
6070,South Sudan,SSD,2045,0.087
6071,South Sudan,SSD,2046,0.087
6072,South Sudan,SSD,2047,0.087
6073,South Sudan,SSD,2048,0.087
6074,South Sudan,SSD,2049,0.087
6075,South Sudan,SSD,2050,0.087
6076,Sub-Saharan Africa,SSF,2023,0.087
6077,Sub-Saharan Africa,SSF,2024,0.087
6078,Sub-Saharan Africa,SSF,2025,0.087
6079,Sub-Saharan Africa,SSF,2026,0.087
6080,Sub-Saharan Africa,SSF,2027,0.087
6081,Sub-Saharan Africa,SSF,2028,0.087
6082,Sub-Saharan Africa,SSF,2029,0.087
6083,Sub-Saharan Africa,SSF,2030,0.087
6084,Sub-Saharan Africa,SSF,2031,0.087
6085,Sub-Saharan Africa,SSF,2032,0.087
6086,Sub-Saharan Africa,SSF,2033,0.087
6087,Sub-Saharan Africa,SSF,2034,0.087
6088,Sub-Saharan Africa,SSF,2035,0.087
6089,Sub-Saharan Africa,SSF,2036,0.087
6090,Sub-Saharan Africa,SSF,2037,0.087
6091,Sub-Saharan Africa,SSF,2038,0.087
6092,Sub-Saharan Africa,SSF,2039,0.087
6093,Sub-Saharan Africa,SSF,2040,0.087
6094,Sub-Saharan Africa,SSF,2041,0.087
6095,Sub-Saharan Africa,SSF,2042,0.087
6096,Sub-Saharan Africa,SSF,2043,0.087
6097,Sub-Saharan Africa,SSF,2044,0.087
6098,Sub-Saharan Africa,SSF,2045,0.087
6099,Sub-Saharan Africa,SSF,2046,0.087
6100,Sub-Saharan Africa,SSF,2047,0.087
6101,Sub-Saharan Africa,SSF,2048,0.087
6102,Sub-Saharan Africa,SSF,2049,0.087
6103,Sub-Saharan Africa,SSF,2050,0.087
6104,Small states,SST,2023,0.087
6105,Small states,SST,2024,0.087
6106,Small states,SST,2025,0.087
6107,Small states,SST,2026,0.087
6108,Small states,SST,2027,0.087
6109,Small states,SST,2028,0.087
6110,Small states,SST,2029,0.087
6111,Small states,SST,2030,0.087
6112,Small states,SST,2031,0.087
6113,Small states,SST,2032,0.087
6114,Small states,SST,2033,0.087
6115,Small states,SST,2034,0.087
6116,Small states,SST,2035,0.087
6117,Small states,SST,2036,0.087
6118,Small states,SST,2037,0.087
6119,Small states,SST,2038,0.087
6120,Small states,SST,2039,0.087
6121,Small states,SST,2040,0.087
6122,Small states,SST,2041,0.087
6123,Small states,SST,2042,0.087
6124,Small states,SST,2043,0.087
6125,Small states,SST,2044,0.087
6126,Small states,SST,2045,0.087
6127,Small states,SST,2046,0.087
6128,Small states,SST,2047,0.087
6129,Small states,SST,2048,0.087
6130,Small states,SST,2049,0.087
6131,Small states,SST,2050,0.087
6132,Sao Tome and Principe,STP,2023,0.087
6133,Sao Tome and Principe,STP,2024,0.087
6134,Sao Tome and Principe,STP,2025,0.087
6135,Sao Tome and Principe,STP,2026,0.087
6136,Sao Tome and Principe,STP,2027,0.087
6137,Sao Tome and Principe,STP,2028,0.087
6138,Sao Tome and Principe,STP,2029,0.087
6139,Sao Tome and Principe,STP,2030,0.087
6140,Sao Tome and Principe,STP,2031,0.087
6141,Sao Tome and Principe,STP,2032,0.087
6142,Sao Tome and Principe,STP,2033,0.087
6143,Sao Tome and Principe,STP,2034,0.087
6144,Sao Tome and Principe,STP,2035,0.087
6145,Sao Tome and Principe,STP,2036,0.087
6146,Sao Tome and Principe,STP,2037,0.087
6147,Sao Tome and Principe,STP,2038,0.087
6148,Sao Tome and Principe,STP,2039,0.087
6149,Sao Tome and Principe,STP,2040,0.087
6150,Sao Tome and Principe,STP,2041,0.087
6151,Sao Tome and Principe,STP,2042,0.087
6152,Sao Tome and Principe,STP,2043,0.087
6153,Sao Tome and Principe,STP,2044,0.087
6154,Sao Tome and Principe,STP,2045,0.087
6155,Sao Tome and Principe,STP,2046,0.087
6156,Sao Tome and Principe,STP,2047,0.087
6157,Sao Tome and Principe,STP,2048,0.087
6158,Sao Tome and Principe,STP,2049,0.087
6159,Sao Tome and Principe,STP,2050,0.087
6160,Suriname,SUR,2023,0.087
6161,Suriname,SUR,2024,0.087
6162,Suriname,SUR,2025,0.087
6163,Suriname,SUR,2026,0.087
6164,Suriname,SUR,2027,0.087
6165,Suriname,SUR,2028,0.087
6166,Suriname,SUR,2029,0.087
6167,Suriname,SUR,2030,0.087
6168,Suriname,SUR,2031,0.087
6169,Suriname,SUR,2032,0.087
6170,Suriname,SUR,2033,0.087
6171,Suriname,SUR,2034,0.087
6172,Suriname,SUR,2035,0.087
6173,Suriname,SUR,2036,0.087
6174,Suriname,SUR,2037,0.087
6175,Suriname,SUR,2038,0.087
6176,Suriname,SUR,2039,0.087
6177,Suriname,SUR,2040,0.087
6178,Suriname,SUR,2041,0.087
6179,Suriname,SUR,2042,0.087
6180,Suriname,SUR,2043,0.087
6181,Suriname,SUR,2044,0.087
6182,Suriname,SUR,2045,0.087
6183,Suriname,SUR,2046,0.087
6184,Suriname,SUR,2047,0.087
6185,Suriname,SUR,2048,0.087
6186,Suriname,SUR,2049,0.087
6187,Suriname,SUR,2050,0.087
6188,Slovak Republic,SVK,2023,0.087
6189,Slovak Republic,SVK,2024,0.087
6190,Slovak Republic,SVK,2025,0.087
6191,Slovak Republic,SVK,2026,0.087
6192,Slovak Republic,SVK,2027,0.087
6193,Slovak Republic,SVK,2028,0.087
6194,Slovak Republic,SVK,2029,0.087
6195,Slovak Republic,SVK,2030,0.087
6196,Slovak Republic,SVK,2031,0.087
6197,Slovak Republic,SVK,2032,0.087
6198,Slovak Republic,SVK,2033,0.087
6199,Slovak Republic,SVK,2034,0.087
6200,Slovak Republic,SVK,2035,0.087
6201,Slovak Republic,SVK,2036,0.087
6202,Slovak Republic,SVK,2037,0.087
6203,Slovak Republic,SVK,2038,0.087
6204,Slovak Republic,SVK,2039,0.087
6205,Slovak Republic,SVK,2040,0.087
6206,Slovak Republic,SVK,2041,0.087
6207,Slovak Republic,SVK,2042,0.087
6208,Slovak Republic,SVK,2043,0.087
6209,Slovak Republic,SVK,2044,0.087
6210,Slovak Republic,SVK,2045,0.087
6211,Slovak Republic,SVK,2046,0.087
6212,Slovak Republic,SVK,2047,0.087
6213,Slovak Republic,SVK,2048,0.087
6214,Slovak Republic,SVK,2049,0.087
6215,Slovak Republic,SVK,2050,0.087
6216,Slovenia,SVN,2023,0.087
6217,Slovenia,SVN,2024,0.087
6218,Slovenia,SVN,2025,0.087
6219,Slovenia,SVN,2026,0.087
6220,Slovenia,SVN,2027,0.087
6221,Slovenia,SVN,2028,0.087
6222,Slovenia,SVN,2029,0.087
6223,Slovenia,SVN,2030,0.087
6224,Slovenia,SVN,2031,0.087
6225,Slovenia,SVN,2032,0.087
6226,Slovenia,SVN,2033,0.087
6227,Slovenia,SVN,2034,0.087
6228,Slovenia,SVN,2035,0.087
6229,Slovenia,SVN,2036,0.087
6230,Slovenia,SVN,2037,0.087
6231,Slovenia,SVN,2038,0.087
6232,Slovenia,SVN,2039,0.087
6233,Slovenia,SVN,2040,0.087
6234,Slovenia,SVN,2041,0.087
6235,Slovenia,SVN,2042,0.087
6236,Slovenia,SVN,2043,0.087
6237,Slovenia,SVN,2044,0.087
6238,Slovenia,SVN,2045,0.087
6239,Slovenia,SVN,2046,0.087
6240,Slovenia,SVN,2047,0.087
6241,Slovenia,SVN,2048,0.087
6242,Slovenia,SVN,2049,0.087
6243,Slovenia,SVN,2050,0.087
6244,Sweden,SWE,2023,0.087
6245,Sweden,SWE,2024,0.087
6246,Sweden,SWE,2025,0.087
6247,Sweden,SWE,2026,0.087
6248,Sweden,SWE,2027,0.087
6249,Sweden,SWE,2028,0.087
6250,Sweden,SWE,2029,0.087
6251,Sweden,SWE,2030,0.087
6252,Sweden,SWE,2031,0.087
6253,Sweden,SWE,2032,0.087
6254,Sweden,SWE,2033,0.087
6255,Sweden,SWE,2034,0.087
6256,Sweden,SWE,2035,0.087
6257,Sweden,SWE,2036,0.087
6258,Sweden,SWE,2037,0.087
6259,Sweden,SWE,2038,0.087
6260,Sweden,SWE,2039,0.087
6261,Sweden,SWE,2040,0.087
6262,Sweden,SWE,2041,0.087
6263,Sweden,SWE,2042,0.087
6264,Sweden,SWE,2043,0.087
6265,Sweden,SWE,2044,0.087
6266,Sweden,SWE,2045,0.087
6267,Sweden,SWE,2046,0.087
6268,Sweden,SWE,2047,0.087
6269,Sweden,SWE,2048,0.087
6270,Sweden,SWE,2049,0.087
6271,Sweden,SWE,2050,0.087
6272,Eswatini,SWZ,2023,0.087
6273,Eswatini,SWZ,2024,0.087
6274,Eswatini,SWZ,2025,0.087
6275,Eswatini,SWZ,2026,0.087
6276,Eswatini,SWZ,2027,0.087
6277,Eswatini,SWZ,2028,0.087
6278,Eswatini,SWZ,2029,0.087
6279,Eswatini,SWZ,2030,0.087
6280,Eswatini,SWZ,2031,0.087
6281,Eswatini,SWZ,2032,0.087
6282,Eswatini,SWZ,2033,0.087
6283,Eswatini,SWZ,2034,0.087
6284,Eswatini,SWZ,2035,0.087
6285,Eswatini,SWZ,2036,0.087
6286,Eswatini,SWZ,2037,0.087
6287,Eswatini,SWZ,2038,0.087
6288,Eswatini,SWZ,2039,0.087
6289,Eswatini,SWZ,2040,0.087
6290,Eswatini,SWZ,2041,0.087
6291,Eswatini,SWZ,2042,0.087
6292,Eswatini,SWZ,2043,0.087
6293,Eswatini,SWZ,2044,0.087
6294,Eswatini,SWZ,2045,0.087
6295,Eswatini,SWZ,2046,0.087
6296,Eswatini,SWZ,2047,0.087
6297,Eswatini,SWZ,2048,0.087
6298,Eswatini,SWZ,2049,0.087
6299,Eswatini,SWZ,2050,0.087
6300,Sint Maarten (Dutch part),SXM,2023,0.087
6301,Sint Maarten (Dutch part),SXM,2024,0.087
6302,Sint Maarten (Dutch part),SXM,2025,0.087
6303,Sint Maarten (Dutch part),SXM,2026,0.087
6304,Sint Maarten (Dutch part),SXM,2027,0.087
6305,Sint Maarten (Dutch part),SXM,2028,0.087
6306,Sint Maarten (Dutch part),SXM,2029,0.087
6307,Sint Maarten (Dutch part),SXM,2030,0.087
6308,Sint Maarten (Dutch part),SXM,2031,0.087
6309,Sint Maarten (Dutch part),SXM,2032,0.087
6310,Sint Maarten (Dutch part),SXM,2033,0.087
6311,Sint Maarten (Dutch part),SXM,2034,0.087
6312,Sint Maarten (Dutch part),SXM,2035,0.087
6313,Sint Maarten (Dutch part),SXM,2036,0.087
6314,Sint Maarten (Dutch part),SXM,2037,0.087
6315,Sint Maarten (Dutch part),SXM,2038,0.087
6316,Sint Maarten (Dutch part),SXM,2039,0.087
6317,Sint Maarten (Dutch part),SXM,2040,0.087
6318,Sint Maarten (Dutch part),SXM,2041,0.087
6319,Sint Maarten (Dutch part),SXM,2042,0.087
6320,Sint Maarten (Dutch part),SXM,2043,0.087
6321,Sint Maarten (Dutch part),SXM,2044,0.087
6322,Sint Maarten (Dutch part),SXM,2045,0.087
6323,Sint Maarten (Dutch part),SXM,2046,0.087
6324,Sint Maarten (Dutch part),SXM,2047,0.087
6325,Sint Maarten (Dutch part),SXM,2048,0.087
6326,Sint Maarten (Dutch part),SXM,2049,0.087
6327,Sint Maarten (Dutch part),SXM,2050,0.087
6328,Seychelles,SYC,2023,0.087
6329,Seychelles,SYC,2024,0.087
6330,Seychelles,SYC,2025,0.087
6331,Seychelles,SYC,2026,0.087
6332,Seychelles,SYC,2027,0.087
6333,Seychelles,SYC,2028,0.087
6334,Seychelles,SYC,2029,0.087
6335,Seychelles,SYC,2030,0.087
6336,Seychelles,SYC,2031,0.087
6337,Seychelles,SYC,2032,0.087
6338,Seychelles,SYC,2033,0.087
6339,Seychelles,SYC,2034,0.087
6340,Seychelles,SYC,2035,0.087
6341,Seychelles,SYC,2036,0.087
6342,Seychelles,SYC,2037,0.087
6343,Seychelles,SYC,2038,0.087
6344,Seychelles,SYC,2039,0.087
6345,Seychelles,SYC,2040,0.087
6346,Seychelles,SYC,2041,0.087
6347,Seychelles,SYC,2042,0.087
6348,Seychelles,SYC,2043,0.087
6349,Seychelles,SYC,2044,0.087
6350,Seychelles,SYC,2045,0.087
6351,Seychelles,SYC,2046,0.087
6352,Seychelles,SYC,2047,0.087
6353,Seychelles,SYC,2048,0.087
6354,Seychelles,SYC,2049,0.087
6355,Seychelles,SYC,2050,0.087
6356,Syrian Arab Republic,SYR,2023,0.087
6357,Syrian Arab Republic,SYR,2024,0.087
6358,Syrian Arab Republic,SYR,2025,0.087
6359,Syrian Arab Republic,SYR,2026,0.087
6360,Syrian Arab Republic,SYR,2027,0.087
6361,Syrian Arab Republic,SYR,2028,0.087
6362,Syrian Arab Republic,SYR,2029,0.087
6363,Syrian Arab Republic,SYR,2030,0.087
6364,Syrian Arab Republic,SYR,2031,0.087
6365,Syrian Arab Republic,SYR,2032,0.087
6366,Syrian Arab Republic,SYR,2033,0.087
6367,Syrian Arab Republic,SYR,2034,0.087
6368,Syrian Arab Republic,SYR,2035,0.087
6369,Syrian Arab Republic,SYR,2036,0.087
6370,Syrian Arab Republic,SYR,2037,0.087
6371,Syrian Arab Republic,SYR,2038,0.087
6372,Syrian Arab Republic,SYR,2039,0.087
6373,Syrian Arab Republic,SYR,2040,0.087
6374,Syrian Arab Republic,SYR,2041,0.087
6375,Syrian Arab Republic,SYR,2042,0.087
