Year,Nation,iso_code3,pij_lndu_croplands_to_other
2028,Indonesia,IDN,0.0029294290308203327
2029,Indonesia,IDN,0.002901028194339518
2030,Indonesia,IDN,0.002872627357858703
2031,Indonesia,IDN,0.0028442265213778875
2032,Indonesia,IDN,0.0028158256848970727
2033,Indonesia,IDN,0.002787424848416257
2034,Indonesia,IDN,0.0027590240119354428
2035,Indonesia,IDN,0.002730623175454627
2036,Indonesia,IDN,0.002702222338973812
2037,Indonesia,IDN,0.0026738215024929967
2038,Indonesia,IDN,0.002645420666012181
2039,Indonesia,IDN,0.0026170198295313663
2040,Indonesia,IDN,0.002588618993050551
2041,Indonesia,IDN,0.002560218156569736
2042,Indonesia,IDN,0.002531817320088921
2043,Indonesia,IDN,0.002503416483608105
2044,Indonesia,IDN,0.002475015647127291
2045,Indonesia,IDN,0.002446614810646475
2046,Indonesia,IDN,0.0024182139741656607
2047,Indonesia,IDN,0.002389813137684845
2048,Indonesia,IDN,0.0023614123012040303
2049,Indonesia,IDN,0.0023330114647232146
2050,Indonesia,IDN,0.0023046106282423994
2021,Iran (Islamic Republic of),IRN,0.0012708935453395027
2022,Iran (Islamic Republic of),IRN,0.0015886169316743784
2023,Iran (Islamic Republic of),IRN,0.0019063403180092546
2024,Iran (Islamic Republic of),IRN,0.00222406370434413
2025,Iran (Islamic Republic of),IRN,0.0025417870906790053
2026,Iran (Islamic Republic of),IRN,0.0028595104770138807
2027,Iran (Islamic Republic of),IRN,0.003177233863348757
2028,Iran (Islamic Republic of),IRN,0.0034949572496836326
2029,Iran (Islamic Republic of),IRN,0.0038126806360185093
2030,Iran (Islamic Republic of),IRN,0.0041304040223533855
2031,Iran (Islamic Republic of),IRN,0.00444812740868826
2032,Iran (Islamic Republic of),IRN,0.004765850795023136
2033,Iran (Islamic Republic of),IRN,0.0050835741813580115
2034,Iran (Islamic Republic of),IRN,0.005401297567692887
2035,Iran (Islamic Republic of),IRN,0.005719020954027763
2036,Iran (Islamic Republic of),IRN,0.006036744340362638
2037,Iran (Islamic Republic of),IRN,0.006354467726697515
2038,Iran (Islamic Republic of),IRN,0.00667219111303239
2039,Iran (Islamic Republic of),IRN,0.006989914499367265
2040,Iran (Islamic Republic of),IRN,0.007307637885702141
2041,Iran (Islamic Republic of),IRN,0.007625361272037017
2042,Iran (Islamic Republic of),IRN,0.007943084658371893
2043,Iran (Islamic Republic of),IRN,0.008260808044706771
2044,Iran (Islamic Republic of),IRN,0.008578531431041644
2045,Iran (Islamic Republic of),IRN,0.00889625481737652
2046,Iran (Islamic Republic of),IRN,0.009213978203711396
2047,Iran (Islamic Republic of),IRN,0.009531701590046272
2048,Iran (Islamic Republic of),IRN,0.009849424976381149
2049,Iran (Islamic Republic of),IRN,0.010167148362716023
2050,Iran (Islamic Republic of),IRN,0.0104848717490509
2021,Iraq,IRQ,0.001812983338888788
2022,Iraq,IRQ,0.002266229173610985
2023,Iraq,IRQ,0.002719475008333182
2024,Iraq,IRQ,0.003172720843055379
2025,Iraq,IRQ,0.003625966677777576
2026,Iraq,IRQ,0.004079212512499772
2027,Iraq,IRQ,0.00453245834722197
2028,Iraq,IRQ,0.004985704181944167
2029,Iraq,IRQ,0.005438950016666364
2030,Iraq,IRQ,0.005892195851388561
2031,Iraq,IRQ,0.006345441686110758
2032,Iraq,IRQ,0.006798687520832954
2033,Iraq,IRQ,0.007251933355555152
2034,Iraq,IRQ,0.007705179190277348
2035,Iraq,IRQ,0.008158425024999545
2036,Iraq,IRQ,0.008611670859721742
2037,Iraq,IRQ,0.00906491669444394
2038,Iraq,IRQ,0.009518162529166136
2039,Iraq,IRQ,0.009971408363888334
2040,Iraq,IRQ,0.010424654198610531
2041,Iraq,IRQ,0.010877900033332728
2042,Iraq,IRQ,0.011331145868054924
2043,Iraq,IRQ,0.01178439170277712
2044,Iraq,IRQ,0.012237637537499318
2045,Iraq,IRQ,0.012690883372221516
2046,Iraq,IRQ,0.013144129206943713
2047,Iraq,IRQ,0.013597375041665909
2048,Iraq,IRQ,0.014050620876388106
2049,Iraq,IRQ,0.014503866711110303
2050,Iraq,IRQ,0.0149571125458325
2021,Ireland,IRL,0.0
2022,Ireland,IRL,0.0
2023,Ireland,IRL,0.0
2024,Ireland,IRL,0.0
2025,Ireland,IRL,0.0
2026,Ireland,IRL,0.0
2027,Ireland,IRL,0.0
2028,Ireland,IRL,0.0
2029,Ireland,IRL,0.0
2030,Ireland,IRL,0.0
2031,Ireland,IRL,0.0
2032,Ireland,IRL,0.0
2033,Ireland,IRL,0.0
2034,Ireland,IRL,0.0
2035,Ireland,IRL,0.0
2036,Ireland,IRL,0.0
2037,Ireland,IRL,0.0
2038,Ireland,IRL,0.0
2039,Ireland,IRL,0.0
2040,Ireland,IRL,0.0
2041,Ireland,IRL,0.0
2042,Ireland,IRL,0.0
2043,Ireland,IRL,0.0
2044,Ireland,IRL,0.0
2045,Ireland,IRL,0.0
2046,Ireland,IRL,0.0
2047,Ireland,IRL,0.0
2048,Ireland,IRL,0.0
2049,Ireland,IRL,0.0
2050,Ireland,IRL,0.0
2021,Israel,ISR,0.005114265534035221
2022,Israel,ISR,0.0053114415381487505
2023,Israel,ISR,0.005508617542262282
2024,Israel,ISR,0.005705793546375812
2025,Israel,ISR,0.005902969550489343
2026,Israel,ISR,0.006100145554602873
2027,Israel,ISR,0.006297321558716403
2028,Israel,ISR,0.006494497562829935
2029,Israel,ISR,0.006691673566943463
2030,Israel,ISR,0.006888849571056994
2031,Israel,ISR,0.007086025575170523
2032,Israel,ISR,0.007283201579284054
2033,Israel,ISR,0.0074803775833975844
2034,Israel,ISR,0.007677553587511114
2035,Israel,ISR,0.007874729591624646
2036,Israel,ISR,0.008071905595738175
2037,Israel,ISR,0.008269081599851706
2038,Israel,ISR,0.008466257603965237
2039,Israel,ISR,0.008663433608078766
2040,Israel,ISR,0.008860609612192297
2041,Israel,ISR,0.009057785616305828
2042,Israel,ISR,0.009254961620419356
2043,Israel,ISR,0.009452137624532888
2044,Israel,ISR,0.009649313628646421
2045,Israel,ISR,0.009846489632759949
2046,Israel,ISR,0.010043665636873478
2047,Israel,ISR,0.010240841640987009
2048,Israel,ISR,0.01043801764510054
2049,Israel,ISR,0.010635193649214069
2050,Israel,ISR,0.0108323696533276
2021,Italy,ITA,0.0046135943253638
2022,Italy,ITA,0.0046135943253638
2023,Italy,ITA,0.0046135943253638
2024,Italy,ITA,0.0046135943253638
2025,Italy,ITA,0.0046135943253638
2026,Italy,ITA,0.0046135943253638
2027,Italy,ITA,0.0046135943253638
2028,Italy,ITA,0.0046135943253638
2029,Italy,ITA,0.0046135943253638
2030,Italy,ITA,0.0046135943253638
2031,Italy,ITA,0.0046135943253638
2032,Italy,ITA,0.0046135943253638
2033,Italy,ITA,0.0046135943253638
2034,Italy,ITA,0.0046135943253638
2035,Italy,ITA,0.0046135943253638
2036,Italy,ITA,0.0046135943253638
2037,Italy,ITA,0.0046135943253638
2038,Italy,ITA,0.0046135943253638
2039,Italy,ITA,0.0046135943253638
2040,Italy,ITA,0.0046135943253638
2041,Italy,ITA,0.0046135943253638
2042,Italy,ITA,0.0046135943253638
2043,Italy,ITA,0.0046135943253638
2044,Italy,ITA,0.0046135943253638
2045,Italy,ITA,0.0046135943253638
2046,Italy,ITA,0.0046135943253638
2047,Italy,ITA,0.0046135943253638
2048,Italy,ITA,0.0046135943253638
2049,Italy,ITA,0.0046135943253638
2050,Italy,ITA,0.0046135943253638
2021,Jamaica,JAM,0.0075
2022,Jamaica,JAM,0.0075
2023,Jamaica,JAM,0.0075
2024,Jamaica,JAM,0.0075
2025,Jamaica,JAM,0.0075
2026,Jamaica,JAM,0.0075
2027,Jamaica,JAM,0.0075
2028,Jamaica,JAM,0.0075
2029,Jamaica,JAM,0.0075
2030,Jamaica,JAM,0.0075
2031,Jamaica,JAM,0.0075
2032,Jamaica,JAM,0.0075
2033,Jamaica,JAM,0.0075
2034,Jamaica,JAM,0.0075
2035,Jamaica,JAM,0.0075
2036,Jamaica,JAM,0.0075
2037,Jamaica,JAM,0.0075
2038,Jamaica,JAM,0.0075
2039,Jamaica,JAM,0.0075
2040,Jamaica,JAM,0.0075
2041,Jamaica,JAM,0.0075
2042,Jamaica,JAM,0.0075
2043,Jamaica,JAM,0.0075
2044,Jamaica,JAM,0.0075
2045,Jamaica,JAM,0.0075
2046,Jamaica,JAM,0.0075
2047,Jamaica,JAM,0.0075
2048,Jamaica,JAM,0.0075
2049,Jamaica,JAM,0.0075
2050,Jamaica,JAM,0.0075
2021,Jordan,JOR,0.004114055146902365
2022,Jordan,JOR,0.004517568933628834
2023,Jordan,JOR,0.0049210827203553
2024,Jordan,JOR,0.0053245965070817655
2025,Jordan,JOR,0.005728110293808233
2026,Jordan,JOR,0.0061316240805347
2027,Jordan,JOR,0.0065351378672611656
2028,Jordan,JOR,0.006938651653987633
2029,Jordan,JOR,0.0073421654407141
2030,Jordan,JOR,0.007745679227440566
2031,Jordan,JOR,0.008149193014167033
2032,Jordan,JOR,0.008552706800893501
2033,Jordan,JOR,0.008956220587619967
2034,Jordan,JOR,0.009359734374346434
2035,Jordan,JOR,0.0097632481610729
2036,Jordan,JOR,0.010166761947799368
2037,Jordan,JOR,0.010570275734525831
2038,Jordan,JOR,0.0109737895212523
2039,Jordan,JOR,0.011377303307978766
2040,Jordan,JOR,0.011780817094705234
2041,Jordan,JOR,0.0121843308814317
2042,Jordan,JOR,0.012587844668158168
2043,Jordan,JOR,0.012991358454884631
2044,Jordan,JOR,0.0133948722416111
2045,Jordan,JOR,0.013798386028337566
2046,Jordan,JOR,0.014201899815064034
2047,Jordan,JOR,0.0146054136017905
2048,Jordan,JOR,0.015008927388516969
2049,Jordan,JOR,0.015412441175243432
2050,Jordan,JOR,0.0158159549619699
2021,Kazakhstan,KAZ,0.0002948749395820364
2022,Kazakhstan,KAZ,0.0003685936744775455
2023,Kazakhstan,KAZ,0.0004423124093730546
2024,Kazakhstan,KAZ,0.0005160311442685637
2025,Kazakhstan,KAZ,0.0005897498791640728
2026,Kazakhstan,KAZ,0.0006634686140595818
2027,Kazakhstan,KAZ,0.000737187348955091
2028,Kazakhstan,KAZ,0.0008109060838506001
2029,Kazakhstan,KAZ,0.0008846248187461092
2030,Kazakhstan,KAZ,0.0009583435536416184
2031,Kazakhstan,KAZ,0.0010320622885371274
2032,Kazakhstan,KAZ,0.0011057810234326368
2033,Kazakhstan,KAZ,0.0011794997583281456
2034,Kazakhstan,KAZ,0.0012532184932236546
2035,Kazakhstan,KAZ,0.0013269372281191636
2036,Kazakhstan,KAZ,0.001400655963014673
2037,Kazakhstan,KAZ,0.001474374697910182
2038,Kazakhstan,KAZ,0.001548093432805691
2039,Kazakhstan,KAZ,0.0016218121677012002
2040,Kazakhstan,KAZ,0.0016955309025967096
2041,Kazakhstan,KAZ,0.0017692496374922184
2042,Kazakhstan,KAZ,0.0018429683723877274
2043,Kazakhstan,KAZ,0.0019166871072832368
2044,Kazakhstan,KAZ,0.0019904058421787462
2045,Kazakhstan,KAZ,0.0020641245770742548
2046,Kazakhstan,KAZ,0.002137843311969764
2047,Kazakhstan,KAZ,0.002211562046865273
2048,Kazakhstan,KAZ,0.002285280781760782
2049,Kazakhstan,KAZ,0.002358999516656291
2050,Kazakhstan,KAZ,0.0024327182515518
2021,Kuwait,KWT,0.08185491276401755
2022,Kuwait,KWT,0.07959136822774524
2023,Kuwait,KWT,0.07732782369147292
2024,Kuwait,KWT,0.07506427915520061
2025,Kuwait,KWT,0.0728007346189283
2026,Kuwait,KWT,0.07053719008265599
2027,Kuwait,KWT,0.06827364554638367
2028,Kuwait,KWT,0.06601010101011137
2029,Kuwait,KWT,0.06374655647383906
2030,Kuwait,KWT,0.06148301193756674
2031,Kuwait,KWT,0.059219467401294426
2032,Kuwait,KWT,0.05695592286502212
2033,Kuwait,KWT,0.054692378328749805
2034,Kuwait,KWT,0.05242883379247749
2035,Kuwait,KWT,0.050165289256205184
2036,Kuwait,KWT,0.04790174471993287
2037,Kuwait,KWT,0.04563820018366056
2038,Kuwait,KWT,0.04337465564738825
2039,Kuwait,KWT,0.041111111111115935
2040,Kuwait,KWT,0.03884756657484362
2041,Kuwait,KWT,0.036584022038571314
2042,Kuwait,KWT,0.034320477502299
2043,Kuwait,KWT,0.032056932966026686
2044,Kuwait,KWT,0.029793388429754368
2045,Kuwait,KWT,0.02752984389348205
2046,Kuwait,KWT,0.02526629935720974
2047,Kuwait,KWT,0.023002754820937433
2048,Kuwait,KWT,0.02073921028466512
2049,Kuwait,KWT,0.01847566574839281
2050,Kuwait,KWT,0.0162121212121205
2021,Lao People's Democratic Republic,LAO,0.029578003509274645
2022,Lao People's Democratic Republic,LAO,0.02871900291163118
2023,Lao People's Democratic Republic,LAO,0.02786000231398772
2024,Lao People's Democratic Republic,LAO,0.02700100171634425
2025,Lao People's Democratic Republic,LAO,0.02614200111870079
2026,Lao People's Democratic Republic,LAO,0.025283000521057333
2027,Lao People's Democratic Republic,LAO,0.02442399992341386
2028,Lao People's Democratic Republic,LAO,0.0235649993257704
2029,Lao People's Democratic Republic,LAO,0.022705998728126942
2030,Lao People's Democratic Republic,LAO,0.021846998130483467
2031,Lao People's Democratic Republic,LAO,0.02098799753284001
2032,Lao People's Democratic Republic,LAO,0.020128996935196545
2033,Lao People's Democratic Republic,LAO,0.01926999633755308
2034,Lao People's Democratic Republic,LAO,0.01841099573990962
2035,Lao People's Democratic Republic,LAO,0.017551995142266158
2036,Lao People's Democratic Republic,LAO,0.01669299454462269
2037,Lao People's Democratic Republic,LAO,0.015833993946979232
2038,Lao People's Democratic Republic,LAO,0.014974993349335762
2039,Lao People's Democratic Republic,LAO,0.0141159927516923
2040,Lao People's Democratic Republic,LAO,0.013256992154048837
2041,Lao People's Democratic Republic,LAO,0.012397991556405374
2042,Lao People's Democratic Republic,LAO,0.011538990958761907
2043,Lao People's Democratic Republic,LAO,0.010679990361118444
2044,Lao People's Democratic Republic,LAO,0.009820989763474985
2045,Lao People's Democratic Republic,LAO,0.008961989165831519
2046,Lao People's Democratic Republic,LAO,0.008102988568188054
2047,Lao People's Democratic Republic,LAO,0.0072439879705445895
2048,Lao People's Democratic Republic,LAO,0.006384987372901128
2049,Lao People's Democratic Republic,LAO,0.005525986775257664
2050,Lao People's Democratic Republic,LAO,0.0046669861776142
2021,Latvia,LVA,0.00015491856457676366
2022,Latvia,LVA,0.00019364820572095455
2023,Latvia,LVA,0.00023237784686514545
2024,Latvia,LVA,0.0002711074880093364
2025,Latvia,LVA,0.0003098371291535273
2026,Latvia,LVA,0.00034856677029771816
2027,Latvia,LVA,0.00038729641144190916
2028,Latvia,LVA,0.0004260260525861001
2029,Latvia,LVA,0.0004647556937302909
2030,Latvia,LVA,0.0005034853348744818
2031,Latvia,LVA,0.0005422149760186728
2032,Latvia,LVA,0.0005809446171628638
2033,Latvia,LVA,0.0006196742583070546
2034,Latvia,LVA,0.0006584038994512456
2035,Latvia,LVA,0.0006971335405954363
2036,Latvia,LVA,0.0007358631817396274
2037,Latvia,LVA,0.0007745928228838182
2038,Latvia,LVA,0.0008133224640280093
2039,Latvia,LVA,0.0008520521051722001
2040,Latvia,LVA,0.0008907817463163912
2041,Latvia,LVA,0.000929511387460582
2042,Latvia,LVA,0.0009682410286047726
2043,Latvia,LVA,0.0010069706697489636
2044,Latvia,LVA,0.0010457003108931546
2045,Latvia,LVA,0.0010844299520373457
2046,Latvia,LVA,0.0011231595931815363
2047,Latvia,LVA,0.0011618892343257276
2048,Latvia,LVA,0.0012006188754699186
2049,Latvia,LVA,0.0012393485166141093
2050,Latvia,LVA,0.0012780781577583
2021,Lesotho,LSO,0.003016427511027503
2022,Lesotho,LSO,0.003770534388784379
2023,Lesotho,LSO,0.004524641266541255
2024,Lesotho,LSO,0.00527874814429813
2025,Lesotho,LSO,0.006032855022055006
2026,Lesotho,LSO,0.006786961899811882
2027,Lesotho,LSO,0.007541068777568758
2028,Lesotho,LSO,0.008295175655325634
2029,Lesotho,LSO,0.00904928253308251
2030,Lesotho,LSO,0.009803389410839386
2031,Lesotho,LSO,0.01055749628859626
2032,Lesotho,LSO,0.011311603166353138
2033,Lesotho,LSO,0.012065710044110013
2034,Lesotho,LSO,0.012819816921866888
2035,Lesotho,LSO,0.013573923799623765
2036,Lesotho,LSO,0.014328030677380641
2037,Lesotho,LSO,0.015082137555137516
2038,Lesotho,LSO,0.01583624443289439
2039,Lesotho,LSO,0.01659035131065127
2040,Lesotho,LSO,0.017344458188408143
2041,Lesotho,LSO,0.01809856506616502
2042,Lesotho,LSO,0.01885267194392189
2043,Lesotho,LSO,0.01960677882167877
2044,Lesotho,LSO,0.020360885699435647
2045,Lesotho,LSO,0.02111499257719252
2046,Lesotho,LSO,0.0218690994549494
2047,Lesotho,LSO,0.022623206332706283
2048,Lesotho,LSO,0.02337731321046315
2049,Lesotho,LSO,0.024131420088220026
2050,Lesotho,LSO,0.0248855269659769
2021,Liberia,LBR,0.0
2022,Liberia,LBR,0.0
2023,Liberia,LBR,0.0
2024,Liberia,LBR,0.0
2025,Liberia,LBR,0.0
2026,Liberia,LBR,0.0
2027,Liberia,LBR,0.0
2028,Liberia,LBR,0.0
2029,Liberia,LBR,0.0
2030,Liberia,LBR,0.0
2031,Liberia,LBR,0.0
2032,Liberia,LBR,0.0
2033,Liberia,LBR,0.0
2034,Liberia,LBR,0.0
2035,Liberia,LBR,0.0
2036,Liberia,LBR,0.0
2037,Liberia,LBR,0.0
2038,Liberia,LBR,0.0
2039,Liberia,LBR,0.0
2040,Liberia,LBR,0.0
2041,Liberia,LBR,0.0
2042,Liberia,LBR,0.0
2043,Liberia,LBR,0.0
2044,Liberia,LBR,0.0
2045,Liberia,LBR,0.0
2046,Liberia,LBR,0.0
2047,Liberia,LBR,0.0
2048,Liberia,LBR,0.0
2049,Liberia,LBR,0.0
2050,Liberia,LBR,0.0
2021,Libya,LBY,0.00026291561678595154
2022,Libya,LBY,0.0003286445209824394
2023,Libya,LBY,0.0003943734251789272
2024,Libya,LBY,0.0004601023293754151
2025,Libya,LBY,0.0005258312335719031
2026,Libya,LBY,0.000591560137768391
2027,Libya,LBY,0.0006572890419648788
2028,Libya,LBY,0.0007230179461613665
2029,Libya,LBY,0.0007887468503578544
2030,Libya,LBY,0.0008544757545543422
2031,Libya,LBY,0.0009202046587508301
2032,Libya,LBY,0.000985933562947318
2033,Libya,LBY,0.0010516624671438061
2034,Libya,LBY,0.0011173913713402935
2035,Libya,LBY,0.0011831202755367815
2036,Libya,LBY,0.0012488491797332695
2037,Libya,LBY,0.0013145780839297575
2038,Libya,LBY,0.0013803069881262453
2039,Libya,LBY,0.001446035892322733
2040,Libya,LBY,0.001511764796519221
2041,Libya,LBY,0.0015774937007157089
2042,Libya,LBY,0.0016432226049121967
2043,Libya,LBY,0.0017089515091086847
2044,Libya,LBY,0.0017746804133051727
2045,Libya,LBY,0.0018404093175016605
2046,Libya,LBY,0.0019061382216981485
2047,Libya,LBY,0.0019718671258946363
2048,Libya,LBY,0.0020375960300911236
2049,Libya,LBY,0.0021033249342876123
2050,Libya,LBY,0.0021690538384841
2021,Liechtenstein,LIE,0.000351663650330821
2022,Liechtenstein,LIE,0.0004395795629135168
2023,Liechtenstein,LIE,0.0005274954754962126
2024,Liechtenstein,LIE,0.0006154113880789084
2025,Liechtenstein,LIE,0.0007033273006616043
2026,Liechtenstein,LIE,0.0007912432132443001
2027,Liechtenstein,LIE,0.0008791591258269959
2028,Liechtenstein,LIE,0.0009670750384096916
2029,Liechtenstein,LIE,0.0010549909509923877
2030,Liechtenstein,LIE,0.0011429068635750836
2031,Liechtenstein,LIE,0.001230822776157779
2032,Liechtenstein,LIE,0.0013187386887404749
2033,Liechtenstein,LIE,0.0014066546013231707
2034,Liechtenstein,LIE,0.0014945705139058664
2035,Liechtenstein,LIE,0.0015824864264885625
2036,Liechtenstein,LIE,0.001670402339071258
2037,Liechtenstein,LIE,0.001758318251653954
2038,Liechtenstein,LIE,0.0018462341642366497
2039,Liechtenstein,LIE,0.0019341500768193453
2040,Liechtenstein,LIE,0.0020220659894020416
2041,Liechtenstein,LIE,0.0021099819019847373
2042,Liechtenstein,LIE,0.002197897814567433
2043,Liechtenstein,LIE,0.002285813727150129
2044,Liechtenstein,LIE,0.002373729639732825
2045,Liechtenstein,LIE,0.0024616455523155203
2046,Liechtenstein,LIE,0.0025495614648982164
2047,Liechtenstein,LIE,0.002637477377480912
2048,Liechtenstein,LIE,0.0027253932900636077
2049,Liechtenstein,LIE,0.0028133092026463038
2050,Liechtenstein,LIE,0.0029012251152289994
2021,Madagascar,MDG,0.0
2022,Madagascar,MDG,0.0
2023,Madagascar,MDG,0.0
2024,Madagascar,MDG,0.0
2025,Madagascar,MDG,0.0
2026,Madagascar,MDG,0.0
2027,Madagascar,MDG,0.0
2028,Madagascar,MDG,0.0
2029,Madagascar,MDG,0.0
2030,Madagascar,MDG,0.0
2031,Madagascar,MDG,0.0
2032,Madagascar,MDG,0.0
2033,Madagascar,MDG,0.0
2034,Madagascar,MDG,0.0
2035,Madagascar,MDG,0.0
2036,Madagascar,MDG,0.0
2037,Madagascar,MDG,0.0
2038,Madagascar,MDG,0.0
2039,Madagascar,MDG,0.0
2040,Madagascar,MDG,0.0
2041,Madagascar,MDG,0.0
2042,Madagascar,MDG,0.0
2043,Madagascar,MDG,0.0
2044,Madagascar,MDG,0.0
2045,Madagascar,MDG,0.0
2046,Madagascar,MDG,0.0
2047,Madagascar,MDG,0.0
2048,Madagascar,MDG,0.0
2049,Madagascar,MDG,0.0
2050,Madagascar,MDG,0.0
2021,Malawi,MWI,0.004681103748147351
2022,Malawi,MWI,0.004663498954144739
2023,Malawi,MWI,0.004645894160142127
2024,Malawi,MWI,0.004628289366139515
2025,Malawi,MWI,0.004610684572136903
2026,Malawi,MWI,0.00459307977813429
2027,Malawi,MWI,0.0045754749841316784
2028,Malawi,MWI,0.004557870190129066
2029,Malawi,MWI,0.0045402653961264545
2030,Malawi,MWI,0.0045226606021238425
2031,Malawi,MWI,0.004505055808121231
2032,Malawi,MWI,0.0044874510141186185
2033,Malawi,MWI,0.004469846220116007
2034,Malawi,MWI,0.004452241426113394
2035,Malawi,MWI,0.004434636632110782
2036,Malawi,MWI,0.004417031838108171
2037,Malawi,MWI,0.004399427044105558
2038,Malawi,MWI,0.004381822250102946
2039,Malawi,MWI,0.004364217456100335
2040,Malawi,MWI,0.004346612662097722
2041,Malawi,MWI,0.004329007868095109
2042,Malawi,MWI,0.004311403074092497
2043,Malawi,MWI,0.004293798280089885
2044,Malawi,MWI,0.004276193486087273
2045,Malawi,MWI,0.004258588692084661
2046,Malawi,MWI,0.004240983898082049
2047,Malawi,MWI,0.004223379104079436
2048,Malawi,MWI,0.004205774310076824
2049,Malawi,MWI,0.004188169516074211
2050,Malawi,MWI,0.0041705647220716
2021,Malaysia,MYS,0.0010389794934789998
2022,Malaysia,MYS,0.0010389794934789998
2023,Malaysia,MYS,0.0010389794934789998
2024,Malaysia,MYS,0.0010389794934789998
2025,Malaysia,MYS,0.0010389794934789998
2026,Malaysia,MYS,0.0010389794934789998
2027,Malaysia,MYS,0.0010389794934789998
2028,Malaysia,MYS,0.0010389794934789998
2029,Malaysia,MYS,0.0010389794934789998
2030,Malaysia,MYS,0.0010389794934789998
2031,Malaysia,MYS,0.0010389794934789998
2032,Malaysia,MYS,0.0010389794934789998
2033,Malaysia,MYS,0.0010389794934789998
2034,Malaysia,MYS,0.0010389794934790005
2035,Malaysia,MYS,0.0010389794934790005
2036,Malaysia,MYS,0.0010389794934790005
2037,Malaysia,MYS,0.0010389794934790005
2038,Malaysia,MYS,0.0010389794934790005
2039,Malaysia,MYS,0.0010389794934790005
2040,Malaysia,MYS,0.0010389794934790005
2041,Malaysia,MYS,0.0010389794934790005
2042,Malaysia,MYS,0.0010389794934790005
2043,Malaysia,MYS,0.0010389794934790005
2044,Malaysia,MYS,0.0010389794934790005
2045,Malaysia,MYS,0.0010389794934790005
2046,Malaysia,MYS,0.0010389794934790005
2047,Malaysia,MYS,0.0010389794934790005
2048,Malaysia,MYS,0.0010389794934790005
2049,Malaysia,MYS,0.0010389794934790005
2050,Malaysia,MYS,0.0010389794934790005
2021,Maldives,MDV,0.001539616424275212
2022,Maldives,MDV,0.0019245205303440149
2023,Maldives,MDV,0.0023094246364128183
2024,Maldives,MDV,0.002694328742481621
2025,Maldives,MDV,0.0030792328485504247
2026,Maldives,MDV,0.0034641369546192275
2027,Maldives,MDV,0.0038490410606880298
2028,Maldives,MDV,0.0042339451667568325
2029,Maldives,MDV,0.004618849272825637
2030,Maldives,MDV,0.00500375337889444
2031,Maldives,MDV,0.005388657484963242
2032,Maldives,MDV,0.005773561591032045
2033,Maldives,MDV,0.006158465697100849
2034,Maldives,MDV,0.006543369803169653
2035,Maldives,MDV,0.006928273909238455
2036,Maldives,MDV,0.007313178015307256
2037,Maldives,MDV,0.0076980821213760596
2038,Maldives,MDV,0.008082986227444864
2039,Maldives,MDV,0.008467890333513667
2040,Maldives,MDV,0.00885279443958247
2041,Maldives,MDV,0.009237698545651271
2042,Maldives,MDV,0.009622602651720076
2043,Maldives,MDV,0.01000750675778888
2044,Maldives,MDV,0.01039241086385768
2045,Maldives,MDV,0.010777314969926484
2046,Maldives,MDV,0.011162219075995287
2047,Maldives,MDV,0.01154712318206409
2048,Maldives,MDV,0.011932027288132894
2049,Maldives,MDV,0.012316931394201695
2050,Maldives,MDV,0.0127018355002705
2021,Mali,MLI,0.000544215350447588
2022,Mali,MLI,0.0006802691880594848
2023,Mali,MLI,0.000816323025671382
2024,Mali,MLI,0.000952376863283279
2025,Mali,MLI,0.001088430700895176
2026,Mali,MLI,0.001224484538507073
2027,Mali,MLI,0.0013605383761189696
2028,Mali,MLI,0.001496592213730867
2029,Mali,MLI,0.001632646051342764
2030,Mali,MLI,0.0017686998889546608
2031,Mali,MLI,0.001904753726566558
2032,Mali,MLI,0.0020408075641784548
2033,Mali,MLI,0.002176861401790352
2034,Mali,MLI,0.002312915239402249
2035,Mali,MLI,0.002448969077014146
2036,Mali,MLI,0.0025850229146260426
2037,Mali,MLI,0.0027210767522379397
2038,Mali,MLI,0.002857130589849837
2039,Mali,MLI,0.002993184427461734
2040,Mali,MLI,0.003129238265073631
2041,Mali,MLI,0.003265292102685528
2042,Mali,MLI,0.003401345940297425
2043,Mali,MLI,0.0035373997779093217
2044,Mali,MLI,0.0036734536155212188
2045,Mali,MLI,0.003809507453133116
2046,Mali,MLI,0.003945561290745013
2047,Mali,MLI,0.0040816151283569095
2048,Mali,MLI,0.004217668965968807
2049,Mali,MLI,0.004353722803580704
2050,Mali,MLI,0.004489776641192601
2021,Marshall Islands,MHL,0.0
2022,Marshall Islands,MHL,0.0
2023,Marshall Islands,MHL,0.0
2024,Marshall Islands,MHL,0.0
2025,Marshall Islands,MHL,0.0
2026,Marshall Islands,MHL,0.0
2027,Marshall Islands,MHL,0.0
2028,Marshall Islands,MHL,0.0
2029,Marshall Islands,MHL,0.0
2030,Marshall Islands,MHL,0.0
2031,Marshall Islands,MHL,0.0
2032,Marshall Islands,MHL,0.0
2033,Marshall Islands,MHL,0.0
2034,Marshall Islands,MHL,0.0
2035,Marshall Islands,MHL,0.0
2036,Marshall Islands,MHL,0.0
2037,Marshall Islands,MHL,0.0
2038,Marshall Islands,MHL,0.0
2039,Marshall Islands,MHL,0.0
2040,Marshall Islands,MHL,0.0
2041,Marshall Islands,MHL,0.0
2042,Marshall Islands,MHL,0.0
2043,Marshall Islands,MHL,0.0
2044,Marshall Islands,MHL,0.0
2045,Marshall Islands,MHL,0.0
2046,Marshall Islands,MHL,0.0
2047,Marshall Islands,MHL,0.0
