,Nation,iso_code3,Year,frac_scoe_heat_energy_other_se_coal
6118,Pacific island small states,PSS,2031,0.0581930696526838
6119,Pacific island small states,PSS,2032,0.0581930696526838
6120,Pacific island small states,PSS,2033,0.0581930696526838
6121,Pacific island small states,PSS,2034,0.0581930696526838
6122,Pacific island small states,PSS,2035,0.0581930696526838
6123,Pacific island small states,PSS,2036,0.0581930696526838
6124,Pacific island small states,PSS,2037,0.0581930696526838
6125,Pacific island small states,PSS,2038,0.0581930696526838
6126,Pacific island small states,PSS,2039,0.0581930696526838
6127,Pacific island small states,PSS,2040,0.0581930696526838
6128,Pacific island small states,PSS,2041,0.0581930696526838
6129,Pacific island small states,PSS,2042,0.0581930696526838
6130,Pacific island small states,PSS,2043,0.0581930696526838
6131,Pacific island small states,PSS,2044,0.0581930696526838
6132,Pacific island small states,PSS,2045,0.0581930696526838
6133,Pacific island small states,PSS,2046,0.0581930696526838
6134,Pacific island small states,PSS,2047,0.0581930696526838
6135,Pacific island small states,PSS,2048,0.0581930696526838
6136,Pacific island small states,PSS,2049,0.0581930696526838
6137,Pacific island small states,PSS,2050,0.0581930696526838
6138,Post-demographic dividend,PST,2020,0.0581930696526838
6139,Post-demographic dividend,PST,2021,0.0581930696526838
6140,Post-demographic dividend,PST,2022,0.0581930696526838
6141,Post-demographic dividend,PST,2023,0.0581930696526838
6142,Post-demographic dividend,PST,2024,0.0581930696526838
6143,Post-demographic dividend,PST,2025,0.0581930696526838
6144,Post-demographic dividend,PST,2026,0.0581930696526838
6145,Post-demographic dividend,PST,2027,0.0581930696526838
6146,Post-demographic dividend,PST,2028,0.0581930696526838
6147,Post-demographic dividend,PST,2029,0.0581930696526838
6148,Post-demographic dividend,PST,2030,0.0581930696526838
6149,Post-demographic dividend,PST,2031,0.0581930696526838
6150,Post-demographic dividend,PST,2032,0.0581930696526838
6151,Post-demographic dividend,PST,2033,0.0581930696526838
6152,Post-demographic dividend,PST,2034,0.0581930696526838
6153,Post-demographic dividend,PST,2035,0.0581930696526838
6154,Post-demographic dividend,PST,2036,0.0581930696526838
6155,Post-demographic dividend,PST,2037,0.0581930696526838
6156,Post-demographic dividend,PST,2038,0.0581930696526838
6157,Post-demographic dividend,PST,2039,0.0581930696526838
6158,Post-demographic dividend,PST,2040,0.0581930696526838
6159,Post-demographic dividend,PST,2041,0.0581930696526838
6160,Post-demographic dividend,PST,2042,0.0581930696526838
6161,Post-demographic dividend,PST,2043,0.0581930696526838
6162,Post-demographic dividend,PST,2044,0.0581930696526838
6163,Post-demographic dividend,PST,2045,0.0581930696526838
6164,Post-demographic dividend,PST,2046,0.0581930696526838
6165,Post-demographic dividend,PST,2047,0.0581930696526838
6166,Post-demographic dividend,PST,2048,0.0581930696526838
6167,Post-demographic dividend,PST,2049,0.0581930696526838
6168,Post-demographic dividend,PST,2050,0.0581930696526838
6169,French Polynesia,PYF,2020,0.0581930696526838
6170,French Polynesia,PYF,2021,0.0581930696526838
6171,French Polynesia,PYF,2022,0.0581930696526838
6172,French Polynesia,PYF,2023,0.0581930696526838
6173,French Polynesia,PYF,2024,0.0581930696526838
6174,French Polynesia,PYF,2025,0.0581930696526838
6175,French Polynesia,PYF,2026,0.0581930696526838
6176,French Polynesia,PYF,2027,0.0581930696526838
6177,French Polynesia,PYF,2028,0.0581930696526838
6178,French Polynesia,PYF,2029,0.0581930696526838
6179,French Polynesia,PYF,2030,0.0581930696526838
6180,French Polynesia,PYF,2031,0.0581930696526838
6181,French Polynesia,PYF,2032,0.0581930696526838
6182,French Polynesia,PYF,2033,0.0581930696526838
6183,French Polynesia,PYF,2034,0.0581930696526838
6184,French Polynesia,PYF,2035,0.0581930696526838
6185,French Polynesia,PYF,2036,0.0581930696526838
6186,French Polynesia,PYF,2037,0.0581930696526838
6187,French Polynesia,PYF,2038,0.0581930696526838
6188,French Polynesia,PYF,2039,0.0581930696526838
6189,French Polynesia,PYF,2040,0.0581930696526838
6190,French Polynesia,PYF,2041,0.0581930696526838
6191,French Polynesia,PYF,2042,0.0581930696526838
6192,French Polynesia,PYF,2043,0.0581930696526838
6193,French Polynesia,PYF,2044,0.0581930696526838
6194,French Polynesia,PYF,2045,0.0581930696526838
6195,French Polynesia,PYF,2046,0.0581930696526838
6196,French Polynesia,PYF,2047,0.0581930696526838
6197,French Polynesia,PYF,2048,0.0581930696526838
6198,French Polynesia,PYF,2049,0.0581930696526838
6199,French Polynesia,PYF,2050,0.0581930696526838
6200,Qatar,QAT,2020,0.0581930696526838
6201,Qatar,QAT,2021,0.0581930696526838
6202,Qatar,QAT,2022,0.0581930696526838
6203,Qatar,QAT,2023,0.0581930696526838
6204,Qatar,QAT,2024,0.0581930696526838
6205,Qatar,QAT,2025,0.0581930696526838
6206,Qatar,QAT,2026,0.0581930696526838
6207,Qatar,QAT,2027,0.0581930696526838
6208,Qatar,QAT,2028,0.0581930696526838
6209,Qatar,QAT,2029,0.0581930696526838
6210,Qatar,QAT,2030,0.0581930696526838
6211,Qatar,QAT,2031,0.0581930696526838
6212,Qatar,QAT,2032,0.0581930696526838
6213,Qatar,QAT,2033,0.0581930696526838
6214,Qatar,QAT,2034,0.0581930696526838
6215,Qatar,QAT,2035,0.0581930696526838
6216,Qatar,QAT,2036,0.0581930696526838
6217,Qatar,QAT,2037,0.0581930696526838
6218,Qatar,QAT,2038,0.0581930696526838
6219,Qatar,QAT,2039,0.0581930696526838
6220,Qatar,QAT,2040,0.0581930696526838
6221,Qatar,QAT,2041,0.0581930696526838
6222,Qatar,QAT,2042,0.0581930696526838
6223,Qatar,QAT,2043,0.0581930696526838
6224,Qatar,QAT,2044,0.0581930696526838
6225,Qatar,QAT,2045,0.0581930696526838
6226,Qatar,QAT,2046,0.0581930696526838
6227,Qatar,QAT,2047,0.0581930696526838
6228,Qatar,QAT,2048,0.0581930696526838
6229,Qatar,QAT,2049,0.0581930696526838
6230,Qatar,QAT,2050,0.0581930696526838
6231,Romania,ROU,2020,0.0581930696526838
6232,Romania,ROU,2021,0.0581930696526838
6233,Romania,ROU,2022,0.0581930696526838
6234,Romania,ROU,2023,0.0581930696526838
6235,Romania,ROU,2024,0.0581930696526838
6236,Romania,ROU,2025,0.0581930696526838
6237,Romania,ROU,2026,0.0581930696526838
6238,Romania,ROU,2027,0.0581930696526838
6239,Romania,ROU,2028,0.0581930696526838
6240,Romania,ROU,2029,0.0581930696526838
6241,Romania,ROU,2030,0.0581930696526838
6242,Romania,ROU,2031,0.0581930696526838
6243,Romania,ROU,2032,0.0581930696526838
6244,Romania,ROU,2033,0.0581930696526838
6245,Romania,ROU,2034,0.0581930696526838
6246,Romania,ROU,2035,0.0581930696526838
6247,Romania,ROU,2036,0.0581930696526838
6248,Romania,ROU,2037,0.0581930696526838
6249,Romania,ROU,2038,0.0581930696526838
6250,Romania,ROU,2039,0.0581930696526838
6251,Romania,ROU,2040,0.0581930696526838
6252,Romania,ROU,2041,0.0581930696526838
6253,Romania,ROU,2042,0.0581930696526838
6254,Romania,ROU,2043,0.0581930696526838
6255,Romania,ROU,2044,0.0581930696526838
6256,Romania,ROU,2045,0.0581930696526838
6257,Romania,ROU,2046,0.0581930696526838
6258,Romania,ROU,2047,0.0581930696526838
6259,Romania,ROU,2048,0.0581930696526838
6260,Romania,ROU,2049,0.0581930696526838
6261,Romania,ROU,2050,0.0581930696526838
6262,Russian Federation,RUS,2020,0.0581930696526838
6263,Russian Federation,RUS,2021,0.0581930696526838
6264,Russian Federation,RUS,2022,0.0581930696526838
6265,Russian Federation,RUS,2023,0.0581930696526838
6266,Russian Federation,RUS,2024,0.0581930696526838
6267,Russian Federation,RUS,2025,0.0581930696526838
6268,Russian Federation,RUS,2026,0.0581930696526838
6269,Russian Federation,RUS,2027,0.0581930696526838
6270,Russian Federation,RUS,2028,0.0581930696526838
6271,Russian Federation,RUS,2029,0.0581930696526838
6272,Russian Federation,RUS,2030,0.0581930696526838
6273,Russian Federation,RUS,2031,0.0581930696526838
6274,Russian Federation,RUS,2032,0.0581930696526838
6275,Russian Federation,RUS,2033,0.0581930696526838
6276,Russian Federation,RUS,2034,0.0581930696526838
6277,Russian Federation,RUS,2035,0.0581930696526838
6278,Russian Federation,RUS,2036,0.0581930696526838
6279,Russian Federation,RUS,2037,0.0581930696526838
6280,Russian Federation,RUS,2038,0.0581930696526838
6281,Russian Federation,RUS,2039,0.0581930696526838
6282,Russian Federation,RUS,2040,0.0581930696526838
6283,Russian Federation,RUS,2041,0.0581930696526838
6284,Russian Federation,RUS,2042,0.0581930696526838
6285,Russian Federation,RUS,2043,0.0581930696526838
6286,Russian Federation,RUS,2044,0.0581930696526838
6287,Russian Federation,RUS,2045,0.0581930696526838
6288,Russian Federation,RUS,2046,0.0581930696526838
6289,Russian Federation,RUS,2047,0.0581930696526838
6290,Russian Federation,RUS,2048,0.0581930696526838
6291,Russian Federation,RUS,2049,0.0581930696526838
6292,Russian Federation,RUS,2050,0.0581930696526838
6293,Rwanda,RWA,2020,0.0581930696526838
6294,Rwanda,RWA,2021,0.0581930696526838
6295,Rwanda,RWA,2022,0.0581930696526838
6296,Rwanda,RWA,2023,0.0581930696526838
6297,Rwanda,RWA,2024,0.0581930696526838
6298,Rwanda,RWA,2025,0.0581930696526838
6299,Rwanda,RWA,2026,0.0581930696526838
6300,Rwanda,RWA,2027,0.0581930696526838
6301,Rwanda,RWA,2028,0.0581930696526838
6302,Rwanda,RWA,2029,0.0581930696526838
6303,Rwanda,RWA,2030,0.0581930696526838
6304,Rwanda,RWA,2031,0.0581930696526838
6305,Rwanda,RWA,2032,0.0581930696526838
6306,Rwanda,RWA,2033,0.0581930696526838
6307,Rwanda,RWA,2034,0.0581930696526838
6308,Rwanda,RWA,2035,0.0581930696526838
6309,Rwanda,RWA,2036,0.0581930696526838
6310,Rwanda,RWA,2037,0.0581930696526838
6311,Rwanda,RWA,2038,0.0581930696526838
6312,Rwanda,RWA,2039,0.0581930696526838
6313,Rwanda,RWA,2040,0.0581930696526838
6314,Rwanda,RWA,2041,0.0581930696526838
6315,Rwanda,RWA,2042,0.0581930696526838
6316,Rwanda,RWA,2043,0.0581930696526838
6317,Rwanda,RWA,2044,0.0581930696526838
6318,Rwanda,RWA,2045,0.0581930696526838
6319,Rwanda,RWA,2046,0.0581930696526838
6320,Rwanda,RWA,2047,0.0581930696526838
6321,Rwanda,RWA,2048,0.0581930696526838
6322,Rwanda,RWA,2049,0.0581930696526838
6323,Rwanda,RWA,2050,0.0581930696526838
6324,South Asia,SAS,2020,0.0581930696526838
6325,South Asia,SAS,2021,0.0581930696526838
6326,South Asia,SAS,2022,0.0581930696526838
6327,South Asia,SAS,2023,0.0581930696526838
6328,South Asia,SAS,2024,0.0581930696526838
6329,South Asia,SAS,2025,0.0581930696526838
6330,South Asia,SAS,2026,0.0581930696526838
6331,South Asia,SAS,2027,0.0581930696526838
6332,South Asia,SAS,2028,0.0581930696526838
6333,South Asia,SAS,2029,0.0581930696526838
6334,South Asia,SAS,2030,0.0581930696526838
6335,South Asia,SAS,2031,0.0581930696526838
6336,South Asia,SAS,2032,0.0581930696526838
6337,South Asia,SAS,2033,0.0581930696526838
6338,South Asia,SAS,2034,0.0581930696526838
6339,South Asia,SAS,2035,0.0581930696526838
6340,South Asia,SAS,2036,0.0581930696526838
6341,South Asia,SAS,2037,0.0581930696526838
6342,South Asia,SAS,2038,0.0581930696526838
6343,South Asia,SAS,2039,0.0581930696526838
6344,South Asia,SAS,2040,0.0581930696526838
6345,South Asia,SAS,2041,0.0581930696526838
6346,South Asia,SAS,2042,0.0581930696526838
6347,South Asia,SAS,2043,0.0581930696526838
6348,South Asia,SAS,2044,0.0581930696526838
6349,South Asia,SAS,2045,0.0581930696526838
6350,South Asia,SAS,2046,0.0581930696526838
6351,South Asia,SAS,2047,0.0581930696526838
6352,South Asia,SAS,2048,0.0581930696526838
6353,South Asia,SAS,2049,0.0581930696526838
6354,South Asia,SAS,2050,0.0581930696526838
6355,Saudi Arabia,SAU,2020,0.0581930696526838
6356,Saudi Arabia,SAU,2021,0.0581930696526838
6357,Saudi Arabia,SAU,2022,0.0581930696526838
6358,Saudi Arabia,SAU,2023,0.0581930696526838
6359,Saudi Arabia,SAU,2024,0.0581930696526838
6360,Saudi Arabia,SAU,2025,0.0581930696526838
6361,Saudi Arabia,SAU,2026,0.0581930696526838
6362,Saudi Arabia,SAU,2027,0.0581930696526838
6363,Saudi Arabia,SAU,2028,0.0581930696526838
6364,Saudi Arabia,SAU,2029,0.0581930696526838
6365,Saudi Arabia,SAU,2030,0.0581930696526838
6366,Saudi Arabia,SAU,2031,0.0581930696526838
6367,Saudi Arabia,SAU,2032,0.0581930696526838
6368,Saudi Arabia,SAU,2033,0.0581930696526838
6369,Saudi Arabia,SAU,2034,0.0581930696526838
6370,Saudi Arabia,SAU,2035,0.0581930696526838
6371,Saudi Arabia,SAU,2036,0.0581930696526838
6372,Saudi Arabia,SAU,2037,0.0581930696526838
6373,Saudi Arabia,SAU,2038,0.0581930696526838
6374,Saudi Arabia,SAU,2039,0.0581930696526838
6375,Saudi Arabia,SAU,2040,0.0581930696526838
6376,Saudi Arabia,SAU,2041,0.0581930696526838
6377,Saudi Arabia,SAU,2042,0.0581930696526838
6378,Saudi Arabia,SAU,2043,0.0581930696526838
6379,Saudi Arabia,SAU,2044,0.0581930696526838
6380,Saudi Arabia,SAU,2045,0.0581930696526838
6381,Saudi Arabia,SAU,2046,0.0581930696526838
6382,Saudi Arabia,SAU,2047,0.0581930696526838
6383,Saudi Arabia,SAU,2048,0.0581930696526838
6384,Saudi Arabia,SAU,2049,0.0581930696526838
6385,Saudi Arabia,SAU,2050,0.0581930696526838
6386,Sudan,SDN,2020,0.0581930696526838
6387,Sudan,SDN,2021,0.0581930696526838
6388,Sudan,SDN,2022,0.0581930696526838
6389,Sudan,SDN,2023,0.0581930696526838
6390,Sudan,SDN,2024,0.0581930696526838
6391,Sudan,SDN,2025,0.0581930696526838
6392,Sudan,SDN,2026,0.0581930696526838
6393,Sudan,SDN,2027,0.0581930696526838
6394,Sudan,SDN,2028,0.0581930696526838
6395,Sudan,SDN,2029,0.0581930696526838
6396,Sudan,SDN,2030,0.0581930696526838
6397,Sudan,SDN,2031,0.0581930696526838
6398,Sudan,SDN,2032,0.0581930696526838
6399,Sudan,SDN,2033,0.0581930696526838
6400,Sudan,SDN,2034,0.0581930696526838
6401,Sudan,SDN,2035,0.0581930696526838
6402,Sudan,SDN,2036,0.0581930696526838
6403,Sudan,SDN,2037,0.0581930696526838
6404,Sudan,SDN,2038,0.0581930696526838
6405,Sudan,SDN,2039,0.0581930696526838
6406,Sudan,SDN,2040,0.0581930696526838
6407,Sudan,SDN,2041,0.0581930696526838
6408,Sudan,SDN,2042,0.0581930696526838
6409,Sudan,SDN,2043,0.0581930696526838
6410,Sudan,SDN,2044,0.0581930696526838
6411,Sudan,SDN,2045,0.0581930696526838
6412,Sudan,SDN,2046,0.0581930696526838
6413,Sudan,SDN,2047,0.0581930696526838
6414,Sudan,SDN,2048,0.0581930696526838
6415,Sudan,SDN,2049,0.0581930696526838
6416,Sudan,SDN,2050,0.0581930696526838
6417,Senegal,SEN,2020,0.0581930696526838
6418,Senegal,SEN,2021,0.0581930696526838
6419,Senegal,SEN,2022,0.0581930696526838
6420,Senegal,SEN,2023,0.0581930696526838
6421,Senegal,SEN,2024,0.0581930696526838
6422,Senegal,SEN,2025,0.0581930696526838
6423,Senegal,SEN,2026,0.0581930696526838
6424,Senegal,SEN,2027,0.0581930696526838
6425,Senegal,SEN,2028,0.0581930696526838
6426,Senegal,SEN,2029,0.0581930696526838
6427,Senegal,SEN,2030,0.0581930696526838
6428,Senegal,SEN,2031,0.0581930696526838
6429,Senegal,SEN,2032,0.0581930696526838
6430,Senegal,SEN,2033,0.0581930696526838
6431,Senegal,SEN,2034,0.0581930696526838
6432,Senegal,SEN,2035,0.0581930696526838
6433,Senegal,SEN,2036,0.0581930696526838
6434,Senegal,SEN,2037,0.0581930696526838
6435,Senegal,SEN,2038,0.0581930696526838
6436,Senegal,SEN,2039,0.0581930696526838
6437,Senegal,SEN,2040,0.0581930696526838
6438,Senegal,SEN,2041,0.0581930696526838
6439,Senegal,SEN,2042,0.0581930696526838
6440,Senegal,SEN,2043,0.0581930696526838
6441,Senegal,SEN,2044,0.0581930696526838
6442,Senegal,SEN,2045,0.0581930696526838
6443,Senegal,SEN,2046,0.0581930696526838
6444,Senegal,SEN,2047,0.0581930696526838
6445,Senegal,SEN,2048,0.0581930696526838
6446,Senegal,SEN,2049,0.0581930696526838
6447,Senegal,SEN,2050,0.0581930696526838
6448,Singapore,SGP,2020,0.0
6449,Singapore,SGP,2021,0.0
6450,Singapore,SGP,2022,0.0
6451,Singapore,SGP,2023,0.0
6452,Singapore,SGP,2024,0.0
6453,Singapore,SGP,2025,0.0
6454,Singapore,SGP,2026,0.0
6455,Singapore,SGP,2027,0.0
6456,Singapore,SGP,2028,0.0
6457,Singapore,SGP,2029,0.0
6458,Singapore,SGP,2030,0.0
6459,Singapore,SGP,2031,0.0
6460,Singapore,SGP,2032,0.0
6461,Singapore,SGP,2033,0.0
6462,Singapore,SGP,2034,0.0
6463,Singapore,SGP,2035,0.0
6464,Singapore,SGP,2036,0.0
6465,Singapore,SGP,2037,0.0
6466,Singapore,SGP,2038,0.0
6467,Singapore,SGP,2039,0.0
6468,Singapore,SGP,2040,0.0
6469,Singapore,SGP,2041,0.0
6470,Singapore,SGP,2042,0.0
6471,Singapore,SGP,2043,0.0
6472,Singapore,SGP,2044,0.0
6473,Singapore,SGP,2045,0.0
6474,Singapore,SGP,2046,0.0
6475,Singapore,SGP,2047,0.0
6476,Singapore,SGP,2048,0.0
6477,Singapore,SGP,2049,0.0
6478,Singapore,SGP,2050,0.0
6479,Solomon Islands,SLB,2020,0.0581930696526838
6480,Solomon Islands,SLB,2021,0.0581930696526838
6481,Solomon Islands,SLB,2022,0.0581930696526838
6482,Solomon Islands,SLB,2023,0.0581930696526838
6483,Solomon Islands,SLB,2024,0.0581930696526838
6484,Solomon Islands,SLB,2025,0.0581930696526838
6485,Solomon Islands,SLB,2026,0.0581930696526838
6486,Solomon Islands,SLB,2027,0.0581930696526838
6487,Solomon Islands,SLB,2028,0.0581930696526838
6488,Solomon Islands,SLB,2029,0.0581930696526838
6489,Solomon Islands,SLB,2030,0.0581930696526838
6490,Solomon Islands,SLB,2031,0.0581930696526838
6491,Solomon Islands,SLB,2032,0.0581930696526838
6492,Solomon Islands,SLB,2033,0.0581930696526838
6493,Solomon Islands,SLB,2034,0.0581930696526838
6494,Solomon Islands,SLB,2035,0.0581930696526838
6495,Solomon Islands,SLB,2036,0.0581930696526838
6496,Solomon Islands,SLB,2037,0.0581930696526838
6497,Solomon Islands,SLB,2038,0.0581930696526838
6498,Solomon Islands,SLB,2039,0.0581930696526838
6499,Solomon Islands,SLB,2040,0.0581930696526838
6500,Solomon Islands,SLB,2041,0.0581930696526838
6501,Solomon Islands,SLB,2042,0.0581930696526838
6502,Solomon Islands,SLB,2043,0.0581930696526838
6503,Solomon Islands,SLB,2044,0.0581930696526838
6504,Solomon Islands,SLB,2045,0.0581930696526838
6505,Solomon Islands,SLB,2046,0.0581930696526838
6506,Solomon Islands,SLB,2047,0.0581930696526838
6507,Solomon Islands,SLB,2048,0.0581930696526838
6508,Solomon Islands,SLB,2049,0.0581930696526838
6509,Solomon Islands,SLB,2050,0.0581930696526838
6510,Sierra Leone,SLE,2020,0.0581930696526838
6511,Sierra Leone,SLE,2021,0.0581930696526838
6512,Sierra Leone,SLE,2022,0.0581930696526838
6513,Sierra Leone,SLE,2023,0.0581930696526838
6514,Sierra Leone,SLE,2024,0.0581930696526838
6515,Sierra Leone,SLE,2025,0.0581930696526838
6516,Sierra Leone,SLE,2026,0.0581930696526838
6517,Sierra Leone,SLE,2027,0.0581930696526838
6518,Sierra Leone,SLE,2028,0.0581930696526838
6519,Sierra Leone,SLE,2029,0.0581930696526838
6520,Sierra Leone,SLE,2030,0.0581930696526838
6521,Sierra Leone,SLE,2031,0.0581930696526838
6522,Sierra Leone,SLE,2032,0.0581930696526838
6523,Sierra Leone,SLE,2033,0.0581930696526838
6524,Sierra Leone,SLE,2034,0.0581930696526838
6525,Sierra Leone,SLE,2035,0.0581930696526838
6526,Sierra Leone,SLE,2036,0.0581930696526838
6527,Sierra Leone,SLE,2037,0.0581930696526838
6528,Sierra Leone,SLE,2038,0.0581930696526838
6529,Sierra Leone,SLE,2039,0.0581930696526838
6530,Sierra Leone,SLE,2040,0.0581930696526838
6531,Sierra Leone,SLE,2041,0.0581930696526838
6532,Sierra Leone,SLE,2042,0.0581930696526838
6533,Sierra Leone,SLE,2043,0.0581930696526838
6534,Sierra Leone,SLE,2044,0.0581930696526838
6535,Sierra Leone,SLE,2045,0.0581930696526838
6536,Sierra Leone,SLE,2046,0.0581930696526838
6537,Sierra Leone,SLE,2047,0.0581930696526838
6538,Sierra Leone,SLE,2048,0.0581930696526838
6539,Sierra Leone,SLE,2049,0.0581930696526838
6540,Sierra Leone,SLE,2050,0.0581930696526838
6541,El Salvador,SLV,2020,0.0581930696526838
6542,El Salvador,SLV,2021,0.0581930696526838
6543,El Salvador,SLV,2022,0.0581930696526838
6544,El Salvador,SLV,2023,0.0581930696526838
6545,El Salvador,SLV,2024,0.0581930696526838
6546,El Salvador,SLV,2025,0.0581930696526838
6547,El Salvador,SLV,2026,0.0581930696526838
6548,El Salvador,SLV,2027,0.0581930696526838
6549,El Salvador,SLV,2028,0.0581930696526838
6550,El Salvador,SLV,2029,0.0581930696526838
6551,El Salvador,SLV,2030,0.0581930696526838
6552,El Salvador,SLV,2031,0.0581930696526838
6553,El Salvador,SLV,2032,0.0581930696526838
6554,El Salvador,SLV,2033,0.0581930696526838
6555,El Salvador,SLV,2034,0.0581930696526838
6556,El Salvador,SLV,2035,0.0581930696526838
6557,El Salvador,SLV,2036,0.0581930696526838
6558,El Salvador,SLV,2037,0.0581930696526838
6559,El Salvador,SLV,2038,0.0581930696526838
6560,El Salvador,SLV,2039,0.0581930696526838
6561,El Salvador,SLV,2040,0.0581930696526838
6562,El Salvador,SLV,2041,0.0581930696526838
6563,El Salvador,SLV,2042,0.0581930696526838
6564,El Salvador,SLV,2043,0.0581930696526838
6565,El Salvador,SLV,2044,0.0581930696526838
6566,El Salvador,SLV,2045,0.0581930696526838
6567,El Salvador,SLV,2046,0.0581930696526838
6568,El Salvador,SLV,2047,0.0581930696526838
6569,El Salvador,SLV,2048,0.0581930696526838
6570,El Salvador,SLV,2049,0.0581930696526838
6571,El Salvador,SLV,2050,0.0581930696526838
6572,San Marino,SMR,2020,0.0581930696526838
6573,San Marino,SMR,2021,0.0581930696526838
6574,San Marino,SMR,2022,0.0581930696526838
6575,San Marino,SMR,2023,0.0581930696526838
6576,San Marino,SMR,2024,0.0581930696526838
6577,San Marino,SMR,2025,0.0581930696526838
6578,San Marino,SMR,2026,0.0581930696526838
6579,San Marino,SMR,2027,0.0581930696526838
6580,San Marino,SMR,2028,0.0581930696526838
6581,San Marino,SMR,2029,0.0581930696526838
6582,San Marino,SMR,2030,0.0581930696526838
6583,San Marino,SMR,2031,0.0581930696526838
6584,San Marino,SMR,2032,0.0581930696526838
6585,San Marino,SMR,2033,0.0581930696526838
6586,San Marino,SMR,2034,0.0581930696526838
6587,San Marino,SMR,2035,0.0581930696526838
6588,San Marino,SMR,2036,0.0581930696526838
6589,San Marino,SMR,2037,0.0581930696526838
6590,San Marino,SMR,2038,0.0581930696526838
6591,San Marino,SMR,2039,0.0581930696526838
6592,San Marino,SMR,2040,0.0581930696526838
6593,San Marino,SMR,2041,0.0581930696526838
6594,San Marino,SMR,2042,0.0581930696526838
6595,San Marino,SMR,2043,0.0581930696526838
6596,San Marino,SMR,2044,0.0581930696526838
6597,San Marino,SMR,2045,0.0581930696526838
6598,San Marino,SMR,2046,0.0581930696526838
6599,San Marino,SMR,2047,0.0581930696526838
6600,San Marino,SMR,2048,0.0581930696526838
6601,San Marino,SMR,2049,0.0581930696526838
6602,San Marino,SMR,2050,0.0581930696526838
6603,Somalia,SOM,2020,0.0581930696526838
6604,Somalia,SOM,2021,0.0581930696526838
6605,Somalia,SOM,2022,0.0581930696526838
6606,Somalia,SOM,2023,0.0581930696526838
6607,Somalia,SOM,2024,0.0581930696526838
6608,Somalia,SOM,2025,0.0581930696526838
6609,Somalia,SOM,2026,0.0581930696526838
6610,Somalia,SOM,2027,0.0581930696526838
6611,Somalia,SOM,2028,0.0581930696526838
6612,Somalia,SOM,2029,0.0581930696526838
6613,Somalia,SOM,2030,0.0581930696526838
6614,Somalia,SOM,2031,0.0581930696526838
6615,Somalia,SOM,2032,0.0581930696526838
6616,Somalia,SOM,2033,0.0581930696526838
6617,Somalia,SOM,2034,0.0581930696526838
6618,Somalia,SOM,2035,0.0581930696526838
6619,Somalia,SOM,2036,0.0581930696526838
6620,Somalia,SOM,2037,0.0581930696526838
6621,Somalia,SOM,2038,0.0581930696526838
6622,Somalia,SOM,2039,0.0581930696526838
6623,Somalia,SOM,2040,0.0581930696526838
6624,Somalia,SOM,2041,0.0581930696526838
6625,Somalia,SOM,2042,0.0581930696526838
6626,Somalia,SOM,2043,0.0581930696526838
6627,Somalia,SOM,2044,0.0581930696526838
6628,Somalia,SOM,2045,0.0581930696526838
6629,Somalia,SOM,2046,0.0581930696526838
6630,Somalia,SOM,2047,0.0581930696526838
6631,Somalia,SOM,2048,0.0581930696526838
6632,Somalia,SOM,2049,0.0581930696526838
6633,Somalia,SOM,2050,0.0581930696526838
6634,Serbia,SRB,2020,0.0581930696526838
6635,Serbia,SRB,2021,0.0581930696526838
6636,Serbia,SRB,2022,0.0581930696526838
6637,Serbia,SRB,2023,0.0581930696526838
6638,Serbia,SRB,2024,0.0581930696526838
6639,Serbia,SRB,2025,0.0581930696526838
6640,Serbia,SRB,2026,0.0581930696526838
6641,Serbia,SRB,2027,0.0581930696526838
6642,Serbia,SRB,2028,0.0581930696526838
6643,Serbia,SRB,2029,0.0581930696526838
6644,Serbia,SRB,2030,0.0581930696526838
6645,Serbia,SRB,2031,0.0581930696526838
6646,Serbia,SRB,2032,0.0581930696526838
6647,Serbia,SRB,2033,0.0581930696526838
6648,Serbia,SRB,2034,0.0581930696526838
6649,Serbia,SRB,2035,0.0581930696526838
6650,Serbia,SRB,2036,0.0581930696526838
6651,Serbia,SRB,2037,0.0581930696526838
6652,Serbia,SRB,2038,0.0581930696526838
6653,Serbia,SRB,2039,0.0581930696526838
6654,Serbia,SRB,2040,0.0581930696526838
6655,Serbia,SRB,2041,0.0581930696526838
6656,Serbia,SRB,2042,0.0581930696526838
6657,Serbia,SRB,2043,0.0581930696526838
6658,Serbia,SRB,2044,0.0581930696526838
6659,Serbia,SRB,2045,0.0581930696526838
6660,Serbia,SRB,2046,0.0581930696526838
6661,Serbia,SRB,2047,0.0581930696526838
6662,Serbia,SRB,2048,0.0581930696526838
6663,Serbia,SRB,2049,0.0581930696526838
6664,Serbia,SRB,2050,0.0581930696526838
6665,Sub-Saharan Africa (excluding high income),SSA,2020,0.0581930696526838
6666,Sub-Saharan Africa (excluding high income),SSA,2021,0.0581930696526838
6667,Sub-Saharan Africa (excluding high income),SSA,2022,0.0581930696526838
6668,Sub-Saharan Africa (excluding high income),SSA,2023,0.0581930696526838
6669,Sub-Saharan Africa (excluding high income),SSA,2024,0.0581930696526838
6670,Sub-Saharan Africa (excluding high income),SSA,2025,0.0581930696526838
6671,Sub-Saharan Africa (excluding high income),SSA,2026,0.0581930696526838
6672,Sub-Saharan Africa (excluding high income),SSA,2027,0.0581930696526838
6673,Sub-Saharan Africa (excluding high income),SSA,2028,0.0581930696526838
