,Nation,iso_code3,Year,fuelefficiency_trns_public_diesel_km_per_litre
5650,Romania,ROU,2045,2.5
5651,Romania,ROU,2046,2.5
5652,Romania,ROU,2047,2.5
5653,Romania,ROU,2048,2.5
5654,Romania,ROU,2049,2.5
5655,Romania,ROU,2050,2.5
5656,Russian Federation,RUS,2023,2.5
5657,Russian Federation,RUS,2024,2.5
5658,Russian Federation,RUS,2025,2.5
5659,Russian Federation,RUS,2026,2.5
5660,Russian Federation,RUS,2027,2.5
5661,Russian Federation,RUS,2028,2.5
5662,Russian Federation,RUS,2029,2.5
5663,Russian Federation,RUS,2030,2.5
5664,Russian Federation,RUS,2031,2.5
5665,Russian Federation,RUS,2032,2.5
5666,Russian Federation,RUS,2033,2.5
5667,Russian Federation,RUS,2034,2.5
5668,Russian Federation,RUS,2035,2.5
5669,Russian Federation,RUS,2036,2.5
5670,Russian Federation,RUS,2037,2.5
5671,Russian Federation,RUS,2038,2.5
5672,Russian Federation,RUS,2039,2.5
5673,Russian Federation,RUS,2040,2.5
5674,Russian Federation,RUS,2041,2.5
5675,Russian Federation,RUS,2042,2.5
5676,Russian Federation,RUS,2043,2.5
5677,Russian Federation,RUS,2044,2.5
5678,Russian Federation,RUS,2045,2.5
5679,Russian Federation,RUS,2046,2.5
5680,Russian Federation,RUS,2047,2.5
5681,Russian Federation,RUS,2048,2.5
5682,Russian Federation,RUS,2049,2.5
5683,Russian Federation,RUS,2050,2.5
5684,Rwanda,RWA,2023,2.5
5685,Rwanda,RWA,2024,2.5
5686,Rwanda,RWA,2025,2.5
5687,Rwanda,RWA,2026,2.5
5688,Rwanda,RWA,2027,2.5
5689,Rwanda,RWA,2028,2.5
5690,Rwanda,RWA,2029,2.5
5691,Rwanda,RWA,2030,2.5
5692,Rwanda,RWA,2031,2.5
5693,Rwanda,RWA,2032,2.5
5694,Rwanda,RWA,2033,2.5
5695,Rwanda,RWA,2034,2.5
5696,Rwanda,RWA,2035,2.5
5697,Rwanda,RWA,2036,2.5
5698,Rwanda,RWA,2037,2.5
5699,Rwanda,RWA,2038,2.5
5700,Rwanda,RWA,2039,2.5
5701,Rwanda,RWA,2040,2.5
5702,Rwanda,RWA,2041,2.5
5703,Rwanda,RWA,2042,2.5
5704,Rwanda,RWA,2043,2.5
5705,Rwanda,RWA,2044,2.5
5706,Rwanda,RWA,2045,2.5
5707,Rwanda,RWA,2046,2.5
5708,Rwanda,RWA,2047,2.5
5709,Rwanda,RWA,2048,2.5
5710,Rwanda,RWA,2049,2.5
5711,Rwanda,RWA,2050,2.5
5712,South Asia,SAS,2023,2.5
5713,South Asia,SAS,2024,2.5
5714,South Asia,SAS,2025,2.5
5715,South Asia,SAS,2026,2.5
5716,South Asia,SAS,2027,2.5
5717,South Asia,SAS,2028,2.5
5718,South Asia,SAS,2029,2.5
5719,South Asia,SAS,2030,2.5
5720,South Asia,SAS,2031,2.5
5721,South Asia,SAS,2032,2.5
5722,South Asia,SAS,2033,2.5
5723,South Asia,SAS,2034,2.5
5724,South Asia,SAS,2035,2.5
5725,South Asia,SAS,2036,2.5
5726,South Asia,SAS,2037,2.5
5727,South Asia,SAS,2038,2.5
5728,South Asia,SAS,2039,2.5
5729,South Asia,SAS,2040,2.5
5730,South Asia,SAS,2041,2.5
5731,South Asia,SAS,2042,2.5
5732,South Asia,SAS,2043,2.5
5733,South Asia,SAS,2044,2.5
5734,South Asia,SAS,2045,2.5
5735,South Asia,SAS,2046,2.5
5736,South Asia,SAS,2047,2.5
5737,South Asia,SAS,2048,2.5
5738,South Asia,SAS,2049,2.5
5739,South Asia,SAS,2050,2.5
5740,Saudi Arabia,SAU,2023,2.5
5741,Saudi Arabia,SAU,2024,2.5
5742,Saudi Arabia,SAU,2025,2.5
5743,Saudi Arabia,SAU,2026,2.5
5744,Saudi Arabia,SAU,2027,2.5
5745,Saudi Arabia,SAU,2028,2.5
5746,Saudi Arabia,SAU,2029,2.5
5747,Saudi Arabia,SAU,2030,2.5
5748,Saudi Arabia,SAU,2031,2.5
5749,Saudi Arabia,SAU,2032,2.5
5750,Saudi Arabia,SAU,2033,2.5
5751,Saudi Arabia,SAU,2034,2.5
5752,Saudi Arabia,SAU,2035,2.5
5753,Saudi Arabia,SAU,2036,2.5
5754,Saudi Arabia,SAU,2037,2.5
5755,Saudi Arabia,SAU,2038,2.5
5756,Saudi Arabia,SAU,2039,2.5
5757,Saudi Arabia,SAU,2040,2.5
5758,Saudi Arabia,SAU,2041,2.5
5759,Saudi Arabia,SAU,2042,2.5
5760,Saudi Arabia,SAU,2043,2.5
5761,Saudi Arabia,SAU,2044,2.5
5762,Saudi Arabia,SAU,2045,2.5
5763,Saudi Arabia,SAU,2046,2.5
5764,Saudi Arabia,SAU,2047,2.5
5765,Saudi Arabia,SAU,2048,2.5
5766,Saudi Arabia,SAU,2049,2.5
5767,Saudi Arabia,SAU,2050,2.5
5768,Sudan,SDN,2023,2.5
5769,Sudan,SDN,2024,2.5
5770,Sudan,SDN,2025,2.5
5771,Sudan,SDN,2026,2.5
5772,Sudan,SDN,2027,2.5
5773,Sudan,SDN,2028,2.5
5774,Sudan,SDN,2029,2.5
5775,Sudan,SDN,2030,2.5
5776,Sudan,SDN,2031,2.5
5777,Sudan,SDN,2032,2.5
5778,Sudan,SDN,2033,2.5
5779,Sudan,SDN,2034,2.5
5780,Sudan,SDN,2035,2.5
5781,Sudan,SDN,2036,2.5
5782,Sudan,SDN,2037,2.5
5783,Sudan,SDN,2038,2.5
5784,Sudan,SDN,2039,2.5
5785,Sudan,SDN,2040,2.5
5786,Sudan,SDN,2041,2.5
5787,Sudan,SDN,2042,2.5
5788,Sudan,SDN,2043,2.5
5789,Sudan,SDN,2044,2.5
5790,Sudan,SDN,2045,2.5
5791,Sudan,SDN,2046,2.5
5792,Sudan,SDN,2047,2.5
5793,Sudan,SDN,2048,2.5
5794,Sudan,SDN,2049,2.5
5795,Sudan,SDN,2050,2.5
5796,Senegal,SEN,2023,2.5
5797,Senegal,SEN,2024,2.5
5798,Senegal,SEN,2025,2.5
5799,Senegal,SEN,2026,2.5
5800,Senegal,SEN,2027,2.5
5801,Senegal,SEN,2028,2.5
5802,Senegal,SEN,2029,2.5
5803,Senegal,SEN,2030,2.5
5804,Senegal,SEN,2031,2.5
5805,Senegal,SEN,2032,2.5
5806,Senegal,SEN,2033,2.5
5807,Senegal,SEN,2034,2.5
5808,Senegal,SEN,2035,2.5
5809,Senegal,SEN,2036,2.5
5810,Senegal,SEN,2037,2.5
5811,Senegal,SEN,2038,2.5
5812,Senegal,SEN,2039,2.5
5813,Senegal,SEN,2040,2.5
5814,Senegal,SEN,2041,2.5
5815,Senegal,SEN,2042,2.5
5816,Senegal,SEN,2043,2.5
5817,Senegal,SEN,2044,2.5
5818,Senegal,SEN,2045,2.5
5819,Senegal,SEN,2046,2.5
5820,Senegal,SEN,2047,2.5
5821,Senegal,SEN,2048,2.5
5822,Senegal,SEN,2049,2.5
5823,Senegal,SEN,2050,2.5
5824,Singapore,SGP,2023,2.5
5825,Singapore,SGP,2024,2.5
5826,Singapore,SGP,2025,2.5
5827,Singapore,SGP,2026,2.5
5828,Singapore,SGP,2027,2.5
5829,Singapore,SGP,2028,2.5
5830,Singapore,SGP,2029,2.5
5831,Singapore,SGP,2030,2.5
5832,Singapore,SGP,2031,2.5
5833,Singapore,SGP,2032,2.5
5834,Singapore,SGP,2033,2.5
5835,Singapore,SGP,2034,2.5
5836,Singapore,SGP,2035,2.5
5837,Singapore,SGP,2036,2.5
5838,Singapore,SGP,2037,2.5
5839,Singapore,SGP,2038,2.5
5840,Singapore,SGP,2039,2.5
5841,Singapore,SGP,2040,2.5
5842,Singapore,SGP,2041,2.5
5843,Singapore,SGP,2042,2.5
5844,Singapore,SGP,2043,2.5
5845,Singapore,SGP,2044,2.5
5846,Singapore,SGP,2045,2.5
5847,Singapore,SGP,2046,2.5
5848,Singapore,SGP,2047,2.5
5849,Singapore,SGP,2048,2.5
5850,Singapore,SGP,2049,2.5
5851,Singapore,SGP,2050,2.5
5852,Solomon Islands,SLB,2023,2.5
5853,Solomon Islands,SLB,2024,2.5
5854,Solomon Islands,SLB,2025,2.5
5855,Solomon Islands,SLB,2026,2.5
5856,Solomon Islands,SLB,2027,2.5
5857,Solomon Islands,SLB,2028,2.5
5858,Solomon Islands,SLB,2029,2.5
5859,Solomon Islands,SLB,2030,2.5
5860,Solomon Islands,SLB,2031,2.5
5861,Solomon Islands,SLB,2032,2.5
5862,Solomon Islands,SLB,2033,2.5
5863,Solomon Islands,SLB,2034,2.5
5864,Solomon Islands,SLB,2035,2.5
5865,Solomon Islands,SLB,2036,2.5
5866,Solomon Islands,SLB,2037,2.5
5867,Solomon Islands,SLB,2038,2.5
5868,Solomon Islands,SLB,2039,2.5
5869,Solomon Islands,SLB,2040,2.5
5870,Solomon Islands,SLB,2041,2.5
5871,Solomon Islands,SLB,2042,2.5
5872,Solomon Islands,SLB,2043,2.5
5873,Solomon Islands,SLB,2044,2.5
5874,Solomon Islands,SLB,2045,2.5
5875,Solomon Islands,SLB,2046,2.5
5876,Solomon Islands,SLB,2047,2.5
5877,Solomon Islands,SLB,2048,2.5
5878,Solomon Islands,SLB,2049,2.5
5879,Solomon Islands,SLB,2050,2.5
5880,Sierra Leone,SLE,2023,2.5
5881,Sierra Leone,SLE,2024,2.5
5882,Sierra Leone,SLE,2025,2.5
5883,Sierra Leone,SLE,2026,2.5
5884,Sierra Leone,SLE,2027,2.5
5885,Sierra Leone,SLE,2028,2.5
5886,Sierra Leone,SLE,2029,2.5
5887,Sierra Leone,SLE,2030,2.5
5888,Sierra Leone,SLE,2031,2.5
5889,Sierra Leone,SLE,2032,2.5
5890,Sierra Leone,SLE,2033,2.5
5891,Sierra Leone,SLE,2034,2.5
5892,Sierra Leone,SLE,2035,2.5
5893,Sierra Leone,SLE,2036,2.5
5894,Sierra Leone,SLE,2037,2.5
5895,Sierra Leone,SLE,2038,2.5
5896,Sierra Leone,SLE,2039,2.5
5897,Sierra Leone,SLE,2040,2.5
5898,Sierra Leone,SLE,2041,2.5
5899,Sierra Leone,SLE,2042,2.5
5900,Sierra Leone,SLE,2043,2.5
5901,Sierra Leone,SLE,2044,2.5
5902,Sierra Leone,SLE,2045,2.5
5903,Sierra Leone,SLE,2046,2.5
5904,Sierra Leone,SLE,2047,2.5
5905,Sierra Leone,SLE,2048,2.5
5906,Sierra Leone,SLE,2049,2.5
5907,Sierra Leone,SLE,2050,2.5
5908,El Salvador,SLV,2023,2.5
5909,El Salvador,SLV,2024,2.5
5910,El Salvador,SLV,2025,2.5
5911,El Salvador,SLV,2026,2.5
5912,El Salvador,SLV,2027,2.5
5913,El Salvador,SLV,2028,2.5
5914,El Salvador,SLV,2029,2.5
5915,El Salvador,SLV,2030,2.5
5916,El Salvador,SLV,2031,2.5
5917,El Salvador,SLV,2032,2.5
5918,El Salvador,SLV,2033,2.5
5919,El Salvador,SLV,2034,2.5
5920,El Salvador,SLV,2035,2.5
5921,El Salvador,SLV,2036,2.5
5922,El Salvador,SLV,2037,2.5
5923,El Salvador,SLV,2038,2.5
5924,El Salvador,SLV,2039,2.5
5925,El Salvador,SLV,2040,2.5
5926,El Salvador,SLV,2041,2.5
5927,El Salvador,SLV,2042,2.5
5928,El Salvador,SLV,2043,2.5
5929,El Salvador,SLV,2044,2.5
5930,El Salvador,SLV,2045,2.5
5931,El Salvador,SLV,2046,2.5
5932,El Salvador,SLV,2047,2.5
5933,El Salvador,SLV,2048,2.5
5934,El Salvador,SLV,2049,2.5
5935,El Salvador,SLV,2050,2.5
5936,San Marino,SMR,2023,2.5
5937,San Marino,SMR,2024,2.5
5938,San Marino,SMR,2025,2.5
5939,San Marino,SMR,2026,2.5
5940,San Marino,SMR,2027,2.5
5941,San Marino,SMR,2028,2.5
5942,San Marino,SMR,2029,2.5
5943,San Marino,SMR,2030,2.5
5944,San Marino,SMR,2031,2.5
5945,San Marino,SMR,2032,2.5
5946,San Marino,SMR,2033,2.5
5947,San Marino,SMR,2034,2.5
5948,San Marino,SMR,2035,2.5
5949,San Marino,SMR,2036,2.5
5950,San Marino,SMR,2037,2.5
5951,San Marino,SMR,2038,2.5
5952,San Marino,SMR,2039,2.5
5953,San Marino,SMR,2040,2.5
5954,San Marino,SMR,2041,2.5
5955,San Marino,SMR,2042,2.5
5956,San Marino,SMR,2043,2.5
5957,San Marino,SMR,2044,2.5
5958,San Marino,SMR,2045,2.5
5959,San Marino,SMR,2046,2.5
5960,San Marino,SMR,2047,2.5
5961,San Marino,SMR,2048,2.5
5962,San Marino,SMR,2049,2.5
5963,San Marino,SMR,2050,2.5
5964,Somalia,SOM,2023,2.5
5965,Somalia,SOM,2024,2.5
5966,Somalia,SOM,2025,2.5
5967,Somalia,SOM,2026,2.5
5968,Somalia,SOM,2027,2.5
5969,Somalia,SOM,2028,2.5
5970,Somalia,SOM,2029,2.5
5971,Somalia,SOM,2030,2.5
5972,Somalia,SOM,2031,2.5
5973,Somalia,SOM,2032,2.5
5974,Somalia,SOM,2033,2.5
5975,Somalia,SOM,2034,2.5
5976,Somalia,SOM,2035,2.5
5977,Somalia,SOM,2036,2.5
5978,Somalia,SOM,2037,2.5
5979,Somalia,SOM,2038,2.5
5980,Somalia,SOM,2039,2.5
5981,Somalia,SOM,2040,2.5
5982,Somalia,SOM,2041,2.5
5983,Somalia,SOM,2042,2.5
5984,Somalia,SOM,2043,2.5
5985,Somalia,SOM,2044,2.5
5986,Somalia,SOM,2045,2.5
5987,Somalia,SOM,2046,2.5
5988,Somalia,SOM,2047,2.5
5989,Somalia,SOM,2048,2.5
5990,Somalia,SOM,2049,2.5
5991,Somalia,SOM,2050,2.5
5992,Serbia,SRB,2023,2.5
5993,Serbia,SRB,2024,2.5
5994,Serbia,SRB,2025,2.5
5995,Serbia,SRB,2026,2.5
5996,Serbia,SRB,2027,2.5
5997,Serbia,SRB,2028,2.5
5998,Serbia,SRB,2029,2.5
5999,Serbia,SRB,2030,2.5
6000,Serbia,SRB,2031,2.5
6001,Serbia,SRB,2032,2.5
6002,Serbia,SRB,2033,2.5
6003,Serbia,SRB,2034,2.5
6004,Serbia,SRB,2035,2.5
6005,Serbia,SRB,2036,2.5
6006,Serbia,SRB,2037,2.5
6007,Serbia,SRB,2038,2.5
6008,Serbia,SRB,2039,2.5
6009,Serbia,SRB,2040,2.5
6010,Serbia,SRB,2041,2.5
6011,Serbia,SRB,2042,2.5
6012,Serbia,SRB,2043,2.5
6013,Serbia,SRB,2044,2.5
6014,Serbia,SRB,2045,2.5
6015,Serbia,SRB,2046,2.5
6016,Serbia,SRB,2047,2.5
6017,Serbia,SRB,2048,2.5
6018,Serbia,SRB,2049,2.5
6019,Serbia,SRB,2050,2.5
6020,Sub-Saharan Africa (excluding high income),SSA,2023,2.5
6021,Sub-Saharan Africa (excluding high income),SSA,2024,2.5
6022,Sub-Saharan Africa (excluding high income),SSA,2025,2.5
6023,Sub-Saharan Africa (excluding high income),SSA,2026,2.5
6024,Sub-Saharan Africa (excluding high income),SSA,2027,2.5
6025,Sub-Saharan Africa (excluding high income),SSA,2028,2.5
6026,Sub-Saharan Africa (excluding high income),SSA,2029,2.5
6027,Sub-Saharan Africa (excluding high income),SSA,2030,2.5
6028,Sub-Saharan Africa (excluding high income),SSA,2031,2.5
6029,Sub-Saharan Africa (excluding high income),SSA,2032,2.5
6030,Sub-Saharan Africa (excluding high income),SSA,2033,2.5
6031,Sub-Saharan Africa (excluding high income),SSA,2034,2.5
6032,Sub-Saharan Africa (excluding high income),SSA,2035,2.5
6033,Sub-Saharan Africa (excluding high income),SSA,2036,2.5
6034,Sub-Saharan Africa (excluding high income),SSA,2037,2.5
6035,Sub-Saharan Africa (excluding high income),SSA,2038,2.5
6036,Sub-Saharan Africa (excluding high income),SSA,2039,2.5
6037,Sub-Saharan Africa (excluding high income),SSA,2040,2.5
6038,Sub-Saharan Africa (excluding high income),SSA,2041,2.5
6039,Sub-Saharan Africa (excluding high income),SSA,2042,2.5
6040,Sub-Saharan Africa (excluding high income),SSA,2043,2.5
6041,Sub-Saharan Africa (excluding high income),SSA,2044,2.5
6042,Sub-Saharan Africa (excluding high income),SSA,2045,2.5
6043,Sub-Saharan Africa (excluding high income),SSA,2046,2.5
6044,Sub-Saharan Africa (excluding high income),SSA,2047,2.5
6045,Sub-Saharan Africa (excluding high income),SSA,2048,2.5
6046,Sub-Saharan Africa (excluding high income),SSA,2049,2.5
6047,Sub-Saharan Africa (excluding high income),SSA,2050,2.5
6048,South Sudan,SSD,2023,2.5
6049,South Sudan,SSD,2024,2.5
6050,South Sudan,SSD,2025,2.5
6051,South Sudan,SSD,2026,2.5
6052,South Sudan,SSD,2027,2.5
6053,South Sudan,SSD,2028,2.5
6054,South Sudan,SSD,2029,2.5
6055,South Sudan,SSD,2030,2.5
6056,South Sudan,SSD,2031,2.5
6057,South Sudan,SSD,2032,2.5
6058,South Sudan,SSD,2033,2.5
6059,South Sudan,SSD,2034,2.5
6060,South Sudan,SSD,2035,2.5
6061,South Sudan,SSD,2036,2.5
6062,South Sudan,SSD,2037,2.5
6063,South Sudan,SSD,2038,2.5
6064,South Sudan,SSD,2039,2.5
6065,South Sudan,SSD,2040,2.5
6066,South Sudan,SSD,2041,2.5
6067,South Sudan,SSD,2042,2.5
6068,South Sudan,SSD,2043,2.5
6069,South Sudan,SSD,2044,2.5
6070,South Sudan,SSD,2045,2.5
6071,South Sudan,SSD,2046,2.5
6072,South Sudan,SSD,2047,2.5
6073,South Sudan,SSD,2048,2.5
6074,South Sudan,SSD,2049,2.5
6075,South Sudan,SSD,2050,2.5
6076,Sub-Saharan Africa,SSF,2023,2.5
6077,Sub-Saharan Africa,SSF,2024,2.5
6078,Sub-Saharan Africa,SSF,2025,2.5
6079,Sub-Saharan Africa,SSF,2026,2.5
6080,Sub-Saharan Africa,SSF,2027,2.5
6081,Sub-Saharan Africa,SSF,2028,2.5
6082,Sub-Saharan Africa,SSF,2029,2.5
6083,Sub-Saharan Africa,SSF,2030,2.5
6084,Sub-Saharan Africa,SSF,2031,2.5
6085,Sub-Saharan Africa,SSF,2032,2.5
6086,Sub-Saharan Africa,SSF,2033,2.5
6087,Sub-Saharan Africa,SSF,2034,2.5
6088,Sub-Saharan Africa,SSF,2035,2.5
6089,Sub-Saharan Africa,SSF,2036,2.5
6090,Sub-Saharan Africa,SSF,2037,2.5
6091,Sub-Saharan Africa,SSF,2038,2.5
6092,Sub-Saharan Africa,SSF,2039,2.5
6093,Sub-Saharan Africa,SSF,2040,2.5
6094,Sub-Saharan Africa,SSF,2041,2.5
6095,Sub-Saharan Africa,SSF,2042,2.5
6096,Sub-Saharan Africa,SSF,2043,2.5
6097,Sub-Saharan Africa,SSF,2044,2.5
6098,Sub-Saharan Africa,SSF,2045,2.5
6099,Sub-Saharan Africa,SSF,2046,2.5
6100,Sub-Saharan Africa,SSF,2047,2.5
6101,Sub-Saharan Africa,SSF,2048,2.5
6102,Sub-Saharan Africa,SSF,2049,2.5
6103,Sub-Saharan Africa,SSF,2050,2.5
6104,Small states,SST,2023,2.5
6105,Small states,SST,2024,2.5
6106,Small states,SST,2025,2.5
6107,Small states,SST,2026,2.5
6108,Small states,SST,2027,2.5
6109,Small states,SST,2028,2.5
6110,Small states,SST,2029,2.5
6111,Small states,SST,2030,2.5
6112,Small states,SST,2031,2.5
6113,Small states,SST,2032,2.5
6114,Small states,SST,2033,2.5
6115,Small states,SST,2034,2.5
6116,Small states,SST,2035,2.5
6117,Small states,SST,2036,2.5
6118,Small states,SST,2037,2.5
6119,Small states,SST,2038,2.5
6120,Small states,SST,2039,2.5
6121,Small states,SST,2040,2.5
6122,Small states,SST,2041,2.5
6123,Small states,SST,2042,2.5
6124,Small states,SST,2043,2.5
6125,Small states,SST,2044,2.5
6126,Small states,SST,2045,2.5
6127,Small states,SST,2046,2.5
6128,Small states,SST,2047,2.5
6129,Small states,SST,2048,2.5
6130,Small states,SST,2049,2.5
6131,Small states,SST,2050,2.5
6132,Sao Tome and Principe,STP,2023,2.5
6133,Sao Tome and Principe,STP,2024,2.5
6134,Sao Tome and Principe,STP,2025,2.5
6135,Sao Tome and Principe,STP,2026,2.5
6136,Sao Tome and Principe,STP,2027,2.5
6137,Sao Tome and Principe,STP,2028,2.5
6138,Sao Tome and Principe,STP,2029,2.5
6139,Sao Tome and Principe,STP,2030,2.5
6140,Sao Tome and Principe,STP,2031,2.5
6141,Sao Tome and Principe,STP,2032,2.5
6142,Sao Tome and Principe,STP,2033,2.5
6143,Sao Tome and Principe,STP,2034,2.5
6144,Sao Tome and Principe,STP,2035,2.5
6145,Sao Tome and Principe,STP,2036,2.5
6146,Sao Tome and Principe,STP,2037,2.5
6147,Sao Tome and Principe,STP,2038,2.5
6148,Sao Tome and Principe,STP,2039,2.5
6149,Sao Tome and Principe,STP,2040,2.5
6150,Sao Tome and Principe,STP,2041,2.5
6151,Sao Tome and Principe,STP,2042,2.5
6152,Sao Tome and Principe,STP,2043,2.5
6153,Sao Tome and Principe,STP,2044,2.5
6154,Sao Tome and Principe,STP,2045,2.5
6155,Sao Tome and Principe,STP,2046,2.5
6156,Sao Tome and Principe,STP,2047,2.5
6157,Sao Tome and Principe,STP,2048,2.5
6158,Sao Tome and Principe,STP,2049,2.5
6159,Sao Tome and Principe,STP,2050,2.5
6160,Suriname,SUR,2023,2.5
6161,Suriname,SUR,2024,2.5
6162,Suriname,SUR,2025,2.5
6163,Suriname,SUR,2026,2.5
6164,Suriname,SUR,2027,2.5
6165,Suriname,SUR,2028,2.5
6166,Suriname,SUR,2029,2.5
6167,Suriname,SUR,2030,2.5
6168,Suriname,SUR,2031,2.5
6169,Suriname,SUR,2032,2.5
6170,Suriname,SUR,2033,2.5
6171,Suriname,SUR,2034,2.5
6172,Suriname,SUR,2035,2.5
6173,Suriname,SUR,2036,2.5
6174,Suriname,SUR,2037,2.5
6175,Suriname,SUR,2038,2.5
6176,Suriname,SUR,2039,2.5
6177,Suriname,SUR,2040,2.5
6178,Suriname,SUR,2041,2.5
6179,Suriname,SUR,2042,2.5
6180,Suriname,SUR,2043,2.5
6181,Suriname,SUR,2044,2.5
6182,Suriname,SUR,2045,2.5
6183,Suriname,SUR,2046,2.5
6184,Suriname,SUR,2047,2.5
6185,Suriname,SUR,2048,2.5
6186,Suriname,SUR,2049,2.5
6187,Suriname,SUR,2050,2.5
6188,Slovak Republic,SVK,2023,2.5
6189,Slovak Republic,SVK,2024,2.5
6190,Slovak Republic,SVK,2025,2.5
6191,Slovak Republic,SVK,2026,2.5
6192,Slovak Republic,SVK,2027,2.5
6193,Slovak Republic,SVK,2028,2.5
6194,Slovak Republic,SVK,2029,2.5
6195,Slovak Republic,SVK,2030,2.5
6196,Slovak Republic,SVK,2031,2.5
6197,Slovak Republic,SVK,2032,2.5
6198,Slovak Republic,SVK,2033,2.5
6199,Slovak Republic,SVK,2034,2.5
6200,Slovak Republic,SVK,2035,2.5
6201,Slovak Republic,SVK,2036,2.5
6202,Slovak Republic,SVK,2037,2.5
6203,Slovak Republic,SVK,2038,2.5
6204,Slovak Republic,SVK,2039,2.5
6205,Slovak Republic,SVK,2040,2.5
6206,Slovak Republic,SVK,2041,2.5
6207,Slovak Republic,SVK,2042,2.5
6208,Slovak Republic,SVK,2043,2.5
6209,Slovak Republic,SVK,2044,2.5
6210,Slovak Republic,SVK,2045,2.5
6211,Slovak Republic,SVK,2046,2.5
6212,Slovak Republic,SVK,2047,2.5
6213,Slovak Republic,SVK,2048,2.5
6214,Slovak Republic,SVK,2049,2.5
6215,Slovak Republic,SVK,2050,2.5
6216,Slovenia,SVN,2023,2.5
6217,Slovenia,SVN,2024,2.5
6218,Slovenia,SVN,2025,2.5
6219,Slovenia,SVN,2026,2.5
6220,Slovenia,SVN,2027,2.5
6221,Slovenia,SVN,2028,2.5
6222,Slovenia,SVN,2029,2.5
6223,Slovenia,SVN,2030,2.5
6224,Slovenia,SVN,2031,2.5
6225,Slovenia,SVN,2032,2.5
6226,Slovenia,SVN,2033,2.5
6227,Slovenia,SVN,2034,2.5
6228,Slovenia,SVN,2035,2.5
6229,Slovenia,SVN,2036,2.5
6230,Slovenia,SVN,2037,2.5
6231,Slovenia,SVN,2038,2.5
6232,Slovenia,SVN,2039,2.5
6233,Slovenia,SVN,2040,2.5
6234,Slovenia,SVN,2041,2.5
6235,Slovenia,SVN,2042,2.5
6236,Slovenia,SVN,2043,2.5
6237,Slovenia,SVN,2044,2.5
6238,Slovenia,SVN,2045,2.5
6239,Slovenia,SVN,2046,2.5
6240,Slovenia,SVN,2047,2.5
6241,Slovenia,SVN,2048,2.5
6242,Slovenia,SVN,2049,2.5
6243,Slovenia,SVN,2050,2.5
6244,Sweden,SWE,2023,2.5
6245,Sweden,SWE,2024,2.5
6246,Sweden,SWE,2025,2.5
6247,Sweden,SWE,2026,2.5
6248,Sweden,SWE,2027,2.5
6249,Sweden,SWE,2028,2.5
6250,Sweden,SWE,2029,2.5
6251,Sweden,SWE,2030,2.5
6252,Sweden,SWE,2031,2.5
6253,Sweden,SWE,2032,2.5
6254,Sweden,SWE,2033,2.5
6255,Sweden,SWE,2034,2.5
6256,Sweden,SWE,2035,2.5
6257,Sweden,SWE,2036,2.5
6258,Sweden,SWE,2037,2.5
6259,Sweden,SWE,2038,2.5
6260,Sweden,SWE,2039,2.5
6261,Sweden,SWE,2040,2.5
6262,Sweden,SWE,2041,2.5
6263,Sweden,SWE,2042,2.5
6264,Sweden,SWE,2043,2.5
6265,Sweden,SWE,2044,2.5
6266,Sweden,SWE,2045,2.5
6267,Sweden,SWE,2046,2.5
6268,Sweden,SWE,2047,2.5
6269,Sweden,SWE,2048,2.5
6270,Sweden,SWE,2049,2.5
6271,Sweden,SWE,2050,2.5
6272,Eswatini,SWZ,2023,2.5
6273,Eswatini,SWZ,2024,2.5
6274,Eswatini,SWZ,2025,2.5
6275,Eswatini,SWZ,2026,2.5
6276,Eswatini,SWZ,2027,2.5
6277,Eswatini,SWZ,2028,2.5
6278,Eswatini,SWZ,2029,2.5
6279,Eswatini,SWZ,2030,2.5
6280,Eswatini,SWZ,2031,2.5
6281,Eswatini,SWZ,2032,2.5
6282,Eswatini,SWZ,2033,2.5
6283,Eswatini,SWZ,2034,2.5
6284,Eswatini,SWZ,2035,2.5
6285,Eswatini,SWZ,2036,2.5
6286,Eswatini,SWZ,2037,2.5
6287,Eswatini,SWZ,2038,2.5
6288,Eswatini,SWZ,2039,2.5
6289,Eswatini,SWZ,2040,2.5
6290,Eswatini,SWZ,2041,2.5
6291,Eswatini,SWZ,2042,2.5
6292,Eswatini,SWZ,2043,2.5
6293,Eswatini,SWZ,2044,2.5
6294,Eswatini,SWZ,2045,2.5
6295,Eswatini,SWZ,2046,2.5
6296,Eswatini,SWZ,2047,2.5
6297,Eswatini,SWZ,2048,2.5
6298,Eswatini,SWZ,2049,2.5
6299,Eswatini,SWZ,2050,2.5
6300,Sint Maarten (Dutch part),SXM,2023,2.5
6301,Sint Maarten (Dutch part),SXM,2024,2.5
6302,Sint Maarten (Dutch part),SXM,2025,2.5
6303,Sint Maarten (Dutch part),SXM,2026,2.5
6304,Sint Maarten (Dutch part),SXM,2027,2.5
6305,Sint Maarten (Dutch part),SXM,2028,2.5
6306,Sint Maarten (Dutch part),SXM,2029,2.5
6307,Sint Maarten (Dutch part),SXM,2030,2.5
6308,Sint Maarten (Dutch part),SXM,2031,2.5
6309,Sint Maarten (Dutch part),SXM,2032,2.5
6310,Sint Maarten (Dutch part),SXM,2033,2.5
6311,Sint Maarten (Dutch part),SXM,2034,2.5
6312,Sint Maarten (Dutch part),SXM,2035,2.5
