"year","prodinit_ippu_lime_and_carbonite_tonne","location_code"
2023,5509856.4248033,"KEN"
2024,27870602.3330619,"KEN"
2025,140978351.252666,"KEN"
2026,713113239.692819,"KEN"
2027,3607153070.71355,"KEN"
2028,18246124950.8747,"KEN"
2029,92294690354.539,"KEN"
2030,466855833256.358,"KEN"
2031,2361504959908.77,"KEN"
2032,11945241503733.1,"KEN"
2033,60422822312437.5,"KEN"
2034,305637810257701,"KEN"
2035,1546013037525625,"KEN"
2036,7820224566404029,"KEN"
2037,39557177581677048,"KEN"
2038,200092757559756512,"KEN"
2039,1012132666573581696,"KEN"
2040,5119688224794515456,"KEN"
2041,25897007758709735424,"KEN"
2042,1.30995283581275e+20,"KEN"
2043,6.62615715314348e+20,"KEN"
2044,3.35172056716938e+21,"KEN"
2045,1.69540662872095e+22,"KEN"
2046,8.575904760278e+22,"KEN"
2047,4.33796478151341e+23,"KEN"
2048,2.19428025050043e+24,"KEN"
2049,1.10993658552858e+25,"KEN"
2050,5.61441148464919e+25,"KEN"
2021,477348.9,"KGZ"
2022,468750.965124931,"KGZ"
2023,460307.894928749,"KGZ"
2024,452016.900012708,"KGZ"
2025,443875.241220282,"KGZ"
2026,435880.228732209,"KGZ"
2027,428029.22117784,"KGZ"
2028,420319.624762485,"KGZ"
2029,412748.892410485,"KGZ"
2030,405314.522923717,"KGZ"
2031,398014.060155251,"KGZ"
2032,390845.0921979,"KGZ"
2033,383805.250587376,"KGZ"
2034,376892.209519804,"KGZ"
2035,370103.685083334,"KGZ"
2036,363437.43450358,"KGZ"
2037,356891.255402667,"KGZ"
2038,350462.985071607,"KGZ"
2039,344150.499755797,"KGZ"
2040,337951.713953373,"KGZ"
2041,331864.579726209,"KGZ"
2042,325887.086023325,"KGZ"
2043,320017.258016484,"KGZ"
2044,314253.156447749,"KGZ"
2045,308592.876988798,"KGZ"
2046,303034.549611779,"KGZ"
2047,297576.337971492,"KGZ"
2048,292216.438798706,"KGZ"
2049,286953.081304395,"KGZ"
2050,281784.526594715,"KGZ"
2021,1071646,"KHM"
2022,1786517.77473546,"KHM"
2023,2978264.9862415,"KHM"
2024,4965000.88256076,"KHM"
2025,8277045.15135787,"KHM"
2026,13798482.2275162,"KHM"
2027,23003150.0736522,"KHM"
2028,38348051.9513786,"KHM"
2029,63929204.6418471,"KHM"
2030,106574988.771815,"KHM"
2031,177668849.399037,"KHM"
2032,296187880.576401,"KHM"
2033,493768383.692904,"KHM"
2034,823150549.78022,"KHM"
2035,1372256406.00127,"KHM"
2036,2287658854.5246,"KHM"
2037,3813706397.57827,"KHM"
2038,6357747116.9546,"KHM"
2039,10598862153.8386,"KHM"
2040,17669132931.7738,"KHM"
2041,29455827807.6694,"KHM"
2042,49105170875.409,"KHM"
2043,81862163998.5037,"KHM"
2044,136470635883.152,"KHM"
2045,227507233484.474,"KHM"
2046,379272368394.884,"KHM"
2047,632276729072.36,"KHM"
2048,1054054804515.08,"KHM"
2049,1757191874752.96,"KHM"
2050,2929376415221.91,"KHM"
2021,0,"KIR"
2022,NA,"KIR"
2023,NA,"KIR"
2024,NA,"KIR"
2025,NA,"KIR"
2026,NA,"KIR"
2027,NA,"KIR"
2028,NA,"KIR"
2029,NA,"KIR"
2030,NA,"KIR"
2031,NA,"KIR"
2032,NA,"KIR"
2033,NA,"KIR"
2034,NA,"KIR"
2035,NA,"KIR"
2036,NA,"KIR"
2037,NA,"KIR"
2038,NA,"KIR"
2039,NA,"KIR"
2040,NA,"KIR"
2041,NA,"KIR"
2042,NA,"KIR"
2043,NA,"KIR"
2044,NA,"KIR"
2045,NA,"KIR"
2046,NA,"KIR"
2047,NA,"KIR"
2048,NA,"KIR"
2049,NA,"KIR"
2050,NA,"KIR"
2021,10727440,"KOR"
2022,11164373.9627377,"KOR"
2023,11619104.4629338,"KOR"
2024,12092356.3624041,"KOR"
2025,12584884.0469459,"KOR"
2026,13097472.6288654,"KOR"
2027,13630939.1984829,"KOR"
2028,14186134.1266139,"KOR"
2029,14763942.4200996,"KOR"
2030,15365285.1325496,"KOR"
2031,15991120.8325451,"KOR"
2032,16642447.1316417,"KOR"
2033,17320302.2746097,"KOR"
2034,18025766.7944448,"KOR"
2035,18759965.2347886,"KOR"
2036,19524067.9425043,"KOR"
2037,20319292.9332642,"KOR"
2038,21146907.8331247,"KOR"
2039,22008231.899181,"KOR"
2040,22904638.1225259,"KOR"
2041,23837555.4168615,"KOR"
2042,24808470.8962554,"KOR"
2043,25818932.2456699,"KOR"
2044,26870550.1880453,"KOR"
2045,27965001.0518679,"KOR"
2046,29104029.443316,"KOR"
2047,30289451.0272449,"KOR"
2048,31523155.4214417,"KOR"
2049,32807109.2087653,"KOR"
2050,34143359.0719716,"KOR"
2021,6335337,"KWT"
2022,6405319.41955866,"KWT"
2023,6476074.89018741,"KWT"
2024,6547611.95128746,"KWT"
2025,6619939.23658929,"KWT"
2026,6693065.47519472,"KWT"
2027,6766999.49263036,"KWT"
2028,6841750.21191277,"KWT"
2029,6917326.65462539,"KWT"
2030,6993737.9420073,"KWT"
2031,7070993.29605411,"KWT"
2032,7149102.04063091,"KWT"
2033,7228073.60259755,"KWT"
2034,7307917.51294641,"KWT"
2035,7388643.40795264,"KWT"
2036,7470261.03033716,"KWT"
2037,7552780.23044249,"KWT"
2038,7636210.96742162,"KWT"
2039,7720563.31043992,"KWT"
2040,7805847.4398904,"KWT"
2041,7892073.64862235,"KWT"
2042,7979252.34318362,"KWT"
2043,8067394.04507653,"KWT"
2044,8156509.39202769,"KWT"
2045,8246609.13927192,"KWT"
2046,8337704.16085022,"KWT"
2047,8429805.45092217,"KWT"
2048,8522924.12509282,"KWT"
2049,8617071.42175421,"KWT"
2050,8712258.70344169,"KWT"
2021,41551.04,"LAO"
2022,149289.279923524,"LAO"
2023,536383.423858567,"LAO"
2024,1927179.08169711,"LAO"
2025,6924187.15368469,"LAO"
2026,24878003.3960474,"LAO"
2027,89384506.6917916,"LAO"
2028,321150773.610888,"LAO"
2029,1153866852.41217,"LAO"
2030,4145743440.45867,"LAO"
2031,14895296314.4544,"LAO"
2032,53517506686.5333,"LAO"
2033,192283755991.064,"LAO"
2034,690858844276.737,"LAO"
2035,2482195858175.2,"LAO"
2036,8918314253894.21,"LAO"
2037,32042728968891.4,"LAO"
2038,115126743748181,"LAO"
2039,413640396825352,"LAO"
2040,1486174040152482,"LAO"
2041,5339694320416487,"LAO"
2042,19185058186430648,"LAO"
2043,68930248724054504,"LAO"
2044,247660400244217600,"LAO"
2045,889822320164091136,"LAO"
2046,3197054356212899840,"LAO"
2047,11486738784766611456,"LAO"
2048,4.1270855358793e+19,"LAO"
2049,1.48282600828815e+20,"LAO"
2050,5.32766513255048e+20,"LAO"
2021,1506.179,"LBN"
2022,Inf,"LBN"
2023,Inf,"LBN"
2024,Inf,"LBN"
2025,Inf,"LBN"
2026,Inf,"LBN"
2027,Inf,"LBN"
2028,Inf,"LBN"
2029,Inf,"LBN"
2030,Inf,"LBN"
2031,Inf,"LBN"
2032,Inf,"LBN"
2033,Inf,"LBN"
2034,Inf,"LBN"
2035,Inf,"LBN"
2036,Inf,"LBN"
2037,Inf,"LBN"
2038,Inf,"LBN"
2039,Inf,"LBN"
2040,Inf,"LBN"
2041,Inf,"LBN"
2042,Inf,"LBN"
2043,Inf,"LBN"
2044,Inf,"LBN"
2045,Inf,"LBN"
2046,Inf,"LBN"
2047,Inf,"LBN"
2048,Inf,"LBN"
2049,Inf,"LBN"
2050,Inf,"LBN"
2021,31354.12,"LBY"
2022,77947.6649935522,"LBY"
2023,193781.183396219,"LBY"
2024,481748.196582221,"LBY"
2025,1197646.33925107,"LBY"
2026,2977399.32208899,"LBY"
2027,7401940.31630363,"LBY"
2028,18401535.8771831,"LBY"
2029,45746994.4594681,"LBY"
2030,113728958.063199,"LBY"
2031,282734987.401209,"LBY"
2032,702891105.854848,"LBY"
2033,1747416940.61645,"LBY"
2034,4344152229.15614,"LBY"
2035,10799745699.744,"LBY"
2036,26848623396.8358,"LBY"
2037,66746810373.7119,"LBY"
2038,165935386303.243,"LBY"
2039,412522370334.134,"LBY"
2040,1025548014906.85,"LBY"
2041,2549555627801.44,"LBY"
2042,6338302843718.53,"LBY"
2043,15757288250789.7,"LBY"
2044,39173283312668.1,"LBY"
2045,97386434840249.5,"LBY"
2046,242106785259614,"LBY"
2047,601887681430137,"LBY"
2048,1496318166667162,"LBY"
2049,3719910084516425,"LBY"
2050,9247853394514746,"LBY"
2021,643748,"LKA"
2022,1185081.11870814,"LKA"
2023,2181625.81929349,"LKA"
2024,4016173.35747979,"LKA"
2025,7393407.38209361,"LKA"
2026,13610585.9613335,"LKA"
2027,25055842.4062374,"LKA"
2028,46125511.4562822,"LKA"
2029,84912842.7856805,"LKA"
2030,156316767.929598,"LKA"
2031,287764855.519318,"LKA"
2032,529748747.807714,"LKA"
2033,975218934.561667,"LKA"
2034,1795288755.77975,"LKA"
2035,3304962201.20858,"LKA"
2036,6084132770.42631,"LKA"
2037,11200331294.1488,"LKA"
2038,20618784275.7906,"LKA"
2039,37957293748.4169,"LKA"
2040,69875901965.5324,"LKA"
2041,128635136842.45,"LKA"
2042,236805507550.2,"LKA"
2043,435937254645.981,"LKA"
2044,802520566156.969,"LKA"
2045,1477366873881.7,"LKA"
2046,2719697129376.83,"LKA"
2047,5006713367077.21,"LKA"
2048,9216900834032.69,"LKA"
2049,16967470425411,"LKA"
2050,31235559307979.9,"LKA"
2021,10101.7,"LSO"
2022,12285.9620233924,"LSO"
2023,14942.5208470099,"LSO"
2024,18173.4998723099,"LSO"
2025,22103.1043550419,"LSO"
2026,26882.3961021535,"LSO"
2027,32695.1005879059,"LSO"
2028,39764.6697262844,"LSO"
2029,48362.8718067129,"LSO"
2030,58820.2388072769,"LSO"
2031,71538.772700939,"LSO"
2032,87007.3992104139,"LSO"
2033,105820.763084757,"LSO"
2034,128702.087425456,"LSO"
2035,156530.975819959,"LSO"
2036,190377.226051909,"LSO"
2037,231541.955254318,"LSO"
2038,281607.617438309,"LSO"
2039,342498.836170653,"LSO"
2040,416556.390929124,"LSO"
2041,506627.201318255,"LSO"
2042,616173.768317576,"LSO"
2043,749407.279701469,"LSO"
2044,911449.496467531,"LSO"
2045,1108529.64350953,"LSO"
2046,1348223.87340376,"LSO"
2047,1639746.50877274,"LSO"
2048,1994304.25916155,"LSO"
2049,2425527.0292276,"LSO"
2050,2949991.87936705,"LSO"
2021,193222.9,"LTU"
2022,193496.905336809,"LTU"
2023,193771.299234832,"LTU"
2024,194046.08224508,"LTU"
2025,194321.254919344,"LTU"
2026,194596.817810199,"LTU"
2027,194872.771471002,"LTU"
2028,195149.116455897,"LTU"
2029,195425.853319812,"LTU"
2030,195702.982618462,"LTU"
2031,195980.50490835,"LTU"
2032,196258.42074677,"LTU"
2033,196536.730691804,"LTU"
2034,196815.435302327,"LTU"
2035,197094.535138005,"LTU"
2036,197374.030759299,"LTU"
2037,197653.922727464,"LTU"
2038,197934.211604552,"LTU"
2039,198214.89795341,"LTU"
2040,198495.982337684,"LTU"
2041,198777.465321822,"LTU"
2042,199059.347471068,"LTU"
2043,199341.62935147,"LTU"
2044,199624.31152988,"LTU"
2045,199907.394573949,"LTU"
2046,200190.87905214,"LTU"
2047,200474.765533715,"LTU"
2048,200759.054588748,"LTU"
2049,201043.74678812,"LTU"
2050,201328.842703522,"LTU"
2021,225189.9,"LUX"
2022,221870.303848522,"LUX"
2023,218599.642922864,"LUX"
2024,215377.195853252,"LUX"
2025,212202.251903854,"LUX"
2026,209074.110816021,"LUX"
2027,205992.08265384,"LUX"
2028,202955.487651966,"LUX"
2029,199963.656065687,"LUX"
2030,197015.928023217,"LUX"
2031,194111.653380146,"LUX"
2032,191250.191576051,"LUX"
2033,188430.911493218,"LUX"
2034,185653.191317435,"LUX"
2035,182916.418400857,"LUX"
2036,180219.989126873,"LUX"
2037,177563.308776977,"LUX"
2038,174945.7913996,"LUX"
2039,172366.859680871,"LUX"
2040,169825.944817287,"LUX"
2041,167322.486390259,"LUX"
2042,164855.932242507,"LUX"
2043,162425.738356278,"LUX"
2044,160031.368733357,"LUX"
2045,157672.295276852,"LUX"
2046,155347.997674714,"LUX"
2047,153057.96328498,"LUX"
2048,150801.687022706,"LUX"
2049,148578.671248566,"LUX"
2050,146388.425659095,"LUX"
2021,211130.6,"LVA"
2022,248611.86231515,"LVA"
2023,292747.039433445,"LVA"
2024,344717.377115375,"LVA"
2025,405913.823467784,"LVA"
2026,477974.256653411,"LVA"
2027,562827.321502918,"LVA"
2028,662744.048284275,"LVA"
2029,780398.635168162,"LVA"
2030,918940.021187634,"LVA"
2031,1082076.16529002,"LVA"
2032,1274173.28714827,"LVA"
2033,1500372.72583959,"LVA"
2034,1766728.54402838,"LVA"
2035,2080369.56052902,"LVA"
2036,2449690.14793152,"LVA"
2037,2884574.90184904,"LVA"
2038,3396663.19489563,"LVA"
2039,3999660.69598783,"LVA"
2040,4709706.19255685,"LVA"
2041,5545803.53339948,"LVA"
2042,6530330.25280268,"LVA"
2043,7689636.48889473,"LVA"
2044,9054750.22583486,"LVA"
2045,10662207.7351333,"LVA"
2046,12555031.4422565,"LVA"
2047,14783881.3904031,"LVA"
2048,17408411.1195365,"LVA"
2049,20498864.2497853,"LVA"
2050,24137954.5006009,"LVA"
2021,0,"MAC"
2022,NA,"MAC"
2023,NA,"MAC"
2024,NA,"MAC"
2025,NA,"MAC"
2026,NA,"MAC"
2027,NA,"MAC"
2028,NA,"MAC"
2029,NA,"MAC"
2030,NA,"MAC"
2031,NA,"MAC"
2032,NA,"MAC"
2033,NA,"MAC"
2034,NA,"MAC"
2035,NA,"MAC"
2036,NA,"MAC"
2037,NA,"MAC"
2038,NA,"MAC"
2039,NA,"MAC"
2040,NA,"MAC"
2041,NA,"MAC"
2042,NA,"MAC"
2043,NA,"MAC"
2044,NA,"MAC"
2045,NA,"MAC"
2046,NA,"MAC"
2047,NA,"MAC"
2048,NA,"MAC"
2049,NA,"MAC"
2050,NA,"MAC"
2021,40755.79,"MAR"
2022,Inf,"MAR"
2023,Inf,"MAR"
2024,Inf,"MAR"
2025,Inf,"MAR"
2026,Inf,"MAR"
2027,Inf,"MAR"
2028,Inf,"MAR"
2029,Inf,"MAR"
2030,Inf,"MAR"
2031,Inf,"MAR"
2032,Inf,"MAR"
2033,Inf,"MAR"
2034,Inf,"MAR"
2035,Inf,"MAR"
2036,Inf,"MAR"
2037,Inf,"MAR"
2038,Inf,"MAR"
2039,Inf,"MAR"
2040,Inf,"MAR"
2041,Inf,"MAR"
2042,Inf,"MAR"
2043,Inf,"MAR"
2044,Inf,"MAR"
2045,Inf,"MAR"
2046,Inf,"MAR"
2047,Inf,"MAR"
2048,Inf,"MAR"
2049,Inf,"MAR"
2050,Inf,"MAR"
2021,228085.4,"MDA"
2022,496069.45673733,"MDA"
2023,1078915.64259558,"MDA"
2024,2346564.4740426,"MDA"
2025,5103610.15583387,"MDA"
2026,11099987.6248266,"MDA"
2027,24141680.4005816,"MDA"
2028,52506430.8414426,"MDA"
2029,114197737.438392,"MDA"
2030,248371923.725479,"MDA"
2031,540191197.118727,"MDA"
2032,1174877277.05927,"MDA"
2033,2555274176.09293,"MDA"
2034,5557538853.20739,"MDA"
2035,12087250125.2039,"MDA"
2036,26288905835.5254,"MDA"
2037,57176492822.6353,"MDA"
2038,124354788744.35,"MDA"
2039,270462784970.432,"MDA"
2040,588237242751.827,"MDA"
2041,1279373995199.01,"MDA"
2042,2782547075622.72,"MDA"
2043,6051841179445.11,"MDA"
2044,13162322385159,"MDA"
2045,28627111226792.3,"MDA"
2046,62261922570379.1,"MDA"
2047,135415235279898,"MDA"
2048,294518466325581,"MDA"
2049,640556631810904,"MDA"
2050,1393164930117968,"MDA"
2021,803264.8,"MDG"
2022,7488812.61632603,"MDG"
2023,69817965.8842811,"MDG"
2024,650910713.080449,"MDG"
2025,6068420227.32559,"MDG"
2026,56575692050.198,"MDG"
2027,527453408144.984,"MDG"
2028,4917431633304.88,"MDG"
2029,45845061373801.4,"MDG"
2030,427412073842107,"MDG"
2031,3984749401391471,"MDG"
2032,37149694085982648,"MDG"
2033,346345436478430656,"MDG"
2034,3228967675798337536,"MDG"
2035,30103564687793516544,"MDG"
2036,2.80654592396349e+20,"MDG"
2037,2.61653399024533e+21,"MDG"
2038,2.4393864585122e+22,"MDG"
2039,2.27423236852916e+23,"MDG"
2040,2.12025972679224e+24,"MDG"
2041,1.97671151429637e+25,"MDG"
2042,1.84288196458995e+26,"MDG"
2043,1.71811309381675e+27,"MDG"
2044,1.60179146568477e+28,"MDG"
2045,1.49334517545689e+29,"MDG"
2046,1.39224103813477e+30,"MDG"
2047,1.29798196701144e+31,"MDG"
2048,1.21010452970415e+32,"MDG"
2049,1.12817666965136e+33,"MDG"
2050,1.05179558187161e+34,"MDG"
2021,0,"MDV"
2022,NA,"MDV"
2023,NA,"MDV"
2024,NA,"MDV"
2025,NA,"MDV"
2026,NA,"MDV"
2027,NA,"MDV"
2028,NA,"MDV"
2029,NA,"MDV"
2030,NA,"MDV"
2031,NA,"MDV"
2032,NA,"MDV"
2033,NA,"MDV"
2034,NA,"MDV"
2035,NA,"MDV"
2036,NA,"MDV"
2037,NA,"MDV"
2038,NA,"MDV"
2039,NA,"MDV"
2040,NA,"MDV"
2041,NA,"MDV"
2042,NA,"MDV"
2043,NA,"MDV"
2044,NA,"MDV"
2045,NA,"MDV"
2046,NA,"MDV"
2047,NA,"MDV"
2048,NA,"MDV"
2049,NA,"MDV"
2050,NA,"MDV"
2021,21032.95,"MEX"
2022,65835.2597840144,"MEX"
2023,206071.018607882,"MEX"
2024,645023.120580156,"MEX"
2025,2018987.57473822,"MEX"
2026,6319635.21444151,"MEX"
2027,19781097.0920847,"MEX"
2028,61916833.6286733,"MEX"
2029,193805948.616209,"MEX"
2030,606632211.593499,"MEX"
2031,1898820148.55782,"MEX"
2032,5943499022.41125,"MEX"
2033,18603752786.2939,"MEX"
2034,58231626930.2803,"MEX"
2035,182270879101.639,"MEX"
2036,570526277898.11,"MEX"
2037,1785804926034.09,"MEX"
2038,5589749950864.1,"MEX"
2039,17496482430796.4,"MEX"
2040,54765758780291.2,"MEX"
2041,171422361417164,"MEX"
2042,536569320836505,"MEX"
2043,1679516217620613,"MEX"
2044,5257055548485508,"MEX"
2045,16455115318276202,"MEX"
2046,51506174443177384,"MEX"
2047,161219532920838176,"MEX"
2048,504633436208465024,"MEX"
2049,1579553670240462080,"MEX"
2050,4944162669671832576,"MEX"
2021,0,"MHL"
2022,NA,"MHL"
2023,NA,"MHL"
2024,NA,"MHL"
2025,NA,"MHL"
2026,NA,"MHL"
2027,NA,"MHL"
2028,NA,"MHL"
2029,NA,"MHL"
2030,NA,"MHL"
2031,NA,"MHL"
2032,NA,"MHL"
2033,NA,"MHL"
2034,NA,"MHL"
2035,NA,"MHL"
2036,NA,"MHL"
2037,NA,"MHL"
2038,NA,"MHL"
2039,NA,"MHL"
2040,NA,"MHL"
2041,NA,"MHL"
2042,NA,"MHL"
2043,NA,"MHL"
2044,NA,"MHL"
2045,NA,"MHL"
2046,NA,"MHL"
2047,NA,"MHL"
2048,NA,"MHL"
2049,NA,"MHL"
2050,NA,"MHL"
2021,6703.332,"MKD"
2022,2107915.71139812,"MKD"
2023,662850750.396821,"MKD"
2024,208438655742.173,"MKD"
2025,65545182202168.8,"MKD"
2026,20611200425460604,"MKD"
2027,6481354825869272064,"MKD"
2028,2.03811323511887e+21,"MKD"
2029,6.40900810211325e+23,"MKD"
2030,2.01536323621183e+26,"MKD"
2031,6.33746893303968e+28,"MKD"
2032,1.9928671792553e+31,"MKD"
2033,6.26672830449378e+33,"MKD"
2034,1.97062222967708e+36,"MKD"
2035,6.19677730293934e+38,"MKD"
2036,1.94862558454528e+41,"MKD"
2037,6.12760711433557e+43,"MKD"
2038,1.92687447221513e+46,"MKD"
2039,6.05920902302651e+48,"MKD"
2040,1.90536615197976e+51,"MKD"
2041,5.99157441064281e+53,"MKD"
2042,1.88409791372483e+56,"MKD"
2043,5.92469475501583e+58,"MKD"
2044,1.86306707758707e+61,"MKD"
2045,5.85856162910378e+63,"MKD"
2046,1.84227099361661e+66,"MKD"
2047,5.79316669992992e+68,"MKD"
2048,1.82170704144307e+71,"MKD"
2049,5.72850172753255e+73,"MKD"
2050,1.80137262994539e+76,"MKD"
2021,4185.423,"MLI"
2022,Inf,"MLI"
2023,Inf,"MLI"
2024,Inf,"MLI"
2025,Inf,"MLI"
2026,Inf,"MLI"
2027,Inf,"MLI"
2028,Inf,"MLI"
2029,Inf,"MLI"
2030,Inf,"MLI"
2031,Inf,"MLI"
2032,Inf,"MLI"
2033,Inf,"MLI"
2034,Inf,"MLI"
2035,Inf,"MLI"
2036,Inf,"MLI"
2037,Inf,"MLI"
2038,Inf,"MLI"
2039,Inf,"MLI"
2040,Inf,"MLI"
2041,Inf,"MLI"
2042,Inf,"MLI"
2043,Inf,"MLI"
2044,Inf,"MLI"
2045,Inf,"MLI"
2046,Inf,"MLI"
2047,Inf,"MLI"
2048,Inf,"MLI"
2049,Inf,"MLI"
2050,Inf,"MLI"
2021,28998.35,"MLT"
2022,203454.98055851,"MLT"
2023,1427458.08344487,"MLT"
2024,10015171.7809932,"MLT"
2025,70267328.313235,"MLT"
2026,493001771.337598,"MLT"
2027,3458943898.62878,"MLT"
2028,24268255388.6167,"MLT"
2029,170268219684.222,"MLT"
2030,1194616842875.04,"MLT"
2031,8381537106146.03,"MLT"
2032,58805603387136.4,"MLT"
2033,412585298607033,"MLT"
2034,2894734835148235,"MLT"
2035,20309714849538840,"MLT"
2036,142494750213781088,"MLT"
2037,999755732116982912,"MLT"
2038,7014374370994187264,"MLT"
2039,49213469086369759232,"MLT"
2040,3.4528603855682e+20,"MLT"
2041,2.42255729245639e+21,"MLT"
2042,1.69968755752858e+22,"MLT"
2043,1.19251577752706e+23,"MLT"
2044,8.36679584640106e+23,"MLT"
2045,5.87021774089404e+24,"MLT"
2046,4.11859652824321e+25,"MLT"
2047,2.88964364035218e+26,"MLT"
2048,2.02739945779286e+27,"MLT"
2049,1.42244133638493e+28,"MLT"
2050,9.97997384126392e+28,"MLT"
2021,66272.4,"MMR"
2022,88431.1181866908,"MMR"
2023,117998.784769353,"MMR"
2024,157452.642153061,"MMR"
2025,210098.218972666,"MMR"
2026,280346.274358331,"MMR"
2027,374082.340778062,"MMR"
2028,499159.826547684,"MMR"
2029,666057.991192206,"MMR"
2030,888759.920242934,"MMR"
2031,1185924.05807843,"MMR"
2032,1582447.45233873,"MMR"
2033,2111551.68187653,"MMR"
2034,2817566.23175453,"MMR"
2035,3759642.51240508,"MMR"
2036,5016709.69142811,"MMR"
2037,6694087.54822515,"MMR"
2038,8932310.39058724,"MMR"
2039,11918901.319859,"MMR"
2040,15904083.317821,"MMR"
2041,21221743.4637829,"MMR"
2042,28317406.7088776,"MMR"
2043,37785562.9102514,"MMR"
2044,50419474.4639862,"MMR"
2045,67277637.526868,"MMR"
2046,89772465.090442,"MMR"
2047,119788621.965154,"MMR"
2048,159840926.032878,"MMR"
2049,213285045.072814,"MMR"
2050,284598641.791873,"MMR"
2021,134129.2,"MNE"
2022,Inf,"MNE"
2023,Inf,"MNE"
2024,Inf,"MNE"
2025,Inf,"MNE"
2026,Inf,"MNE"
2027,Inf,"MNE"
2028,Inf,"MNE"
2029,Inf,"MNE"
2030,Inf,"MNE"
2031,Inf,"MNE"
2032,Inf,"MNE"
2033,Inf,"MNE"
2034,Inf,"MNE"
2035,Inf,"MNE"
2036,Inf,"MNE"
2037,Inf,"MNE"
2038,Inf,"MNE"
2039,Inf,"MNE"
2040,Inf,"MNE"
2041,Inf,"MNE"
2042,Inf,"MNE"
2043,Inf,"MNE"
2044,Inf,"MNE"
2045,Inf,"MNE"
2046,Inf,"MNE"
2047,Inf,"MNE"
2048,Inf,"MNE"
2049,Inf,"MNE"
2050,Inf,"MNE"
2021,0,"MNG"
2022,NA,"MNG"
2023,NA,"MNG"
2024,NA,"MNG"
2025,NA,"MNG"
2026,NA,"MNG"
2027,NA,"MNG"
2028,NA,"MNG"
2029,NA,"MNG"
2030,NA,"MNG"
2031,NA,"MNG"
2032,NA,"MNG"
2033,NA,"MNG"
2034,NA,"MNG"
2035,NA,"MNG"
2036,NA,"MNG"
2037,NA,"MNG"
2038,NA,"MNG"
2039,NA,"MNG"
2040,NA,"MNG"
2041,NA,"MNG"
2042,NA,"MNG"
2043,NA,"MNG"
2044,NA,"MNG"
2045,NA,"MNG"
2046,NA,"MNG"
2047,NA,"MNG"
2048,NA,"MNG"
2049,NA,"MNG"
2050,NA,"MNG"
2021,163.4649,"MNP"
2022,Inf,"MNP"
2023,Inf,"MNP"
2024,Inf,"MNP"
2025,Inf,"MNP"
2026,Inf,"MNP"
2027,Inf,"MNP"
2028,Inf,"MNP"
2029,Inf,"MNP"
2030,Inf,"MNP"
2031,Inf,"MNP"
2032,Inf,"MNP"
2033,Inf,"MNP"
2034,Inf,"MNP"
2035,Inf,"MNP"
2036,Inf,"MNP"
2037,Inf,"MNP"
2038,Inf,"MNP"
2039,Inf,"MNP"
2040,Inf,"MNP"
2041,Inf,"MNP"
2042,Inf,"MNP"
2043,Inf,"MNP"
2044,Inf,"MNP"
2045,Inf,"MNP"
2046,Inf,"MNP"
2047,Inf,"MNP"
2048,Inf,"MNP"
2049,Inf,"MNP"
2050,Inf,"MNP"
2021,4413.39,"MOZ"
2022,7129.33227584286,"MOZ"
2023,11516.6297787811,"MOZ"
2024,18603.8125773605,"MOZ"
2025,30052.3546438243,"MOZ"
2026,48546.1792244267,"MOZ"
2027,78420.8607019904,"MOZ"
2028,126680.029025778,"MOZ"
2029,204637.25608618,"MOZ"
2030,330568.337412992,"MOZ"
2031,533995.753216951,"MOZ"
2032,862609.730518405,"MOZ"
2033,1393448.43606411,"MOZ"
2034,2250958.31321379,"MOZ"
2035,3636168.51308674,"MOZ"
2036,5873818.88769241,"MOZ"
2037,9488489.9314316,"MOZ"
2038,15327582.0893158,"MOZ"
2039,24759974.9172382,"MOZ"
2040,39996938.4818758,"MOZ"
2041,64610529.4238077,"MOZ"
2042,104371001.15341,"MOZ"
2043,168599545.289457,"MOZ"
2044,272353492.422957,"MOZ"
2045,439956256.748103,"MOZ"
2046,710699562.28506,"MOZ"
2047,1148054744.27283,"MOZ"
2048,1854552564.53176,"MOZ"
2049,2995819869.88764,"MOZ"
2050,4839408094.68488,"MOZ"
2021,0,"MRT"
2022,0,"MRT"
2023,0,"MRT"
2024,0,"MRT"
2025,0,"MRT"
2026,0,"MRT"
2027,0,"MRT"
2028,0,"MRT"
2029,0,"MRT"
2030,0,"MRT"
2031,0,"MRT"
2032,0,"MRT"
2033,0,"MRT"
2034,0,"MRT"
2035,0,"MRT"
2036,0,"MRT"
2037,0,"MRT"
2038,0,"MRT"
2039,0,"MRT"
2040,0,"MRT"
2041,0,"MRT"
2042,0,"MRT"
2043,0,"MRT"
2044,0,"MRT"
2045,0,"MRT"
2046,0,"MRT"
2047,0,"MRT"
2048,0,"MRT"
2049,0,"MRT"
2050,0,"MRT"
2021,69729.52,"MUS"
2022,104538.302605664,"MUS"
2023,156723.532754468,"MUS"
2024,234959.484770802,"MUS"
2025,352250.606615977,"MUS"
2026,528093.130534238,"MUS"
2027,791715.753726119,"MUS"
2028,1186938.05780812,"MUS"
2029,1779454.23776507,"MUS"
2030,2667752.84815406,"MUS"
2031,3999487.65626741,"MUS"
2032,5996020.7796999,"MUS"
2033,8989217.68998434,"MUS"
2034,13476610.1797886,"MUS"
2035,20204096.5300393,"MUS"
2036,30289925.3706507,"MUS"
2037,45410571.9399769,"MUS"
2038,68079403.256434,"MUS"
