,Nation,iso_code3,Year,fuelefficiency_trns_rail_freight_diesel_km_per_litre
5899,Sierra Leone,SLE,2042,8.8
5900,Sierra Leone,SLE,2043,8.8
5901,Sierra Leone,SLE,2044,8.8
5902,Sierra Leone,SLE,2045,8.8
5903,Sierra Leone,SLE,2046,8.8
5904,Sierra Leone,SLE,2047,8.8
5905,Sierra Leone,SLE,2048,8.8
5906,Sierra Leone,SLE,2049,8.8
5907,Sierra Leone,SLE,2050,8.8
5908,El Salvador,SLV,2023,8.8
5909,El Salvador,SLV,2024,8.8
5910,El Salvador,SLV,2025,8.8
5911,El Salvador,SLV,2026,8.8
5912,El Salvador,SLV,2027,8.8
5913,El Salvador,SLV,2028,8.8
5914,El Salvador,SLV,2029,8.8
5915,El Salvador,SLV,2030,8.8
5916,El Salvador,SLV,2031,8.8
5917,El Salvador,SLV,2032,8.8
5918,El Salvador,SLV,2033,8.8
5919,El Salvador,SLV,2034,8.8
5920,El Salvador,SLV,2035,8.8
5921,El Salvador,SLV,2036,8.8
5922,El Salvador,SLV,2037,8.8
5923,El Salvador,SLV,2038,8.8
5924,El Salvador,SLV,2039,8.8
5925,El Salvador,SLV,2040,8.8
5926,El Salvador,SLV,2041,8.8
5927,El Salvador,SLV,2042,8.8
5928,El Salvador,SLV,2043,8.8
5929,El Salvador,SLV,2044,8.8
5930,El Salvador,SLV,2045,8.8
5931,El Salvador,SLV,2046,8.8
5932,El Salvador,SLV,2047,8.8
5933,El Salvador,SLV,2048,8.8
5934,El Salvador,SLV,2049,8.8
5935,El Salvador,SLV,2050,8.8
5936,San Marino,SMR,2023,8.8
5937,San Marino,SMR,2024,8.8
5938,San Marino,SMR,2025,8.8
5939,San Marino,SMR,2026,8.8
5940,San Marino,SMR,2027,8.8
5941,San Marino,SMR,2028,8.8
5942,San Marino,SMR,2029,8.8
5943,San Marino,SMR,2030,8.8
5944,San Marino,SMR,2031,8.8
5945,San Marino,SMR,2032,8.8
5946,San Marino,SMR,2033,8.8
5947,San Marino,SMR,2034,8.8
5948,San Marino,SMR,2035,8.8
5949,San Marino,SMR,2036,8.8
5950,San Marino,SMR,2037,8.8
5951,San Marino,SMR,2038,8.8
5952,San Marino,SMR,2039,8.8
5953,San Marino,SMR,2040,8.8
5954,San Marino,SMR,2041,8.8
5955,San Marino,SMR,2042,8.8
5956,San Marino,SMR,2043,8.8
5957,San Marino,SMR,2044,8.8
5958,San Marino,SMR,2045,8.8
5959,San Marino,SMR,2046,8.8
5960,San Marino,SMR,2047,8.8
5961,San Marino,SMR,2048,8.8
5962,San Marino,SMR,2049,8.8
5963,San Marino,SMR,2050,8.8
5964,Somalia,SOM,2023,8.8
5965,Somalia,SOM,2024,8.8
5966,Somalia,SOM,2025,8.8
5967,Somalia,SOM,2026,8.8
5968,Somalia,SOM,2027,8.8
5969,Somalia,SOM,2028,8.8
5970,Somalia,SOM,2029,8.8
5971,Somalia,SOM,2030,8.8
5972,Somalia,SOM,2031,8.8
5973,Somalia,SOM,2032,8.8
5974,Somalia,SOM,2033,8.8
5975,Somalia,SOM,2034,8.8
5976,Somalia,SOM,2035,8.8
5977,Somalia,SOM,2036,8.8
5978,Somalia,SOM,2037,8.8
5979,Somalia,SOM,2038,8.8
5980,Somalia,SOM,2039,8.8
5981,Somalia,SOM,2040,8.8
5982,Somalia,SOM,2041,8.8
5983,Somalia,SOM,2042,8.8
5984,Somalia,SOM,2043,8.8
5985,Somalia,SOM,2044,8.8
5986,Somalia,SOM,2045,8.8
5987,Somalia,SOM,2046,8.8
5988,Somalia,SOM,2047,8.8
5989,Somalia,SOM,2048,8.8
5990,Somalia,SOM,2049,8.8
5991,Somalia,SOM,2050,8.8
5992,Serbia,SRB,2023,8.8
5993,Serbia,SRB,2024,8.8
5994,Serbia,SRB,2025,8.8
5995,Serbia,SRB,2026,8.8
5996,Serbia,SRB,2027,8.8
5997,Serbia,SRB,2028,8.8
5998,Serbia,SRB,2029,8.8
5999,Serbia,SRB,2030,8.8
6000,Serbia,SRB,2031,8.8
6001,Serbia,SRB,2032,8.8
6002,Serbia,SRB,2033,8.8
6003,Serbia,SRB,2034,8.8
6004,Serbia,SRB,2035,8.8
6005,Serbia,SRB,2036,8.8
6006,Serbia,SRB,2037,8.8
6007,Serbia,SRB,2038,8.8
6008,Serbia,SRB,2039,8.8
6009,Serbia,SRB,2040,8.8
6010,Serbia,SRB,2041,8.8
6011,Serbia,SRB,2042,8.8
6012,Serbia,SRB,2043,8.8
6013,Serbia,SRB,2044,8.8
6014,Serbia,SRB,2045,8.8
6015,Serbia,SRB,2046,8.8
6016,Serbia,SRB,2047,8.8
6017,Serbia,SRB,2048,8.8
6018,Serbia,SRB,2049,8.8
6019,Serbia,SRB,2050,8.8
6020,Sub-Saharan Africa (excluding high income),SSA,2023,8.8
6021,Sub-Saharan Africa (excluding high income),SSA,2024,8.8
6022,Sub-Saharan Africa (excluding high income),SSA,2025,8.8
6023,Sub-Saharan Africa (excluding high income),SSA,2026,8.8
6024,Sub-Saharan Africa (excluding high income),SSA,2027,8.8
6025,Sub-Saharan Africa (excluding high income),SSA,2028,8.8
6026,Sub-Saharan Africa (excluding high income),SSA,2029,8.8
6027,Sub-Saharan Africa (excluding high income),SSA,2030,8.8
6028,Sub-Saharan Africa (excluding high income),SSA,2031,8.8
6029,Sub-Saharan Africa (excluding high income),SSA,2032,8.8
6030,Sub-Saharan Africa (excluding high income),SSA,2033,8.8
6031,Sub-Saharan Africa (excluding high income),SSA,2034,8.8
6032,Sub-Saharan Africa (excluding high income),SSA,2035,8.8
6033,Sub-Saharan Africa (excluding high income),SSA,2036,8.8
6034,Sub-Saharan Africa (excluding high income),SSA,2037,8.8
6035,Sub-Saharan Africa (excluding high income),SSA,2038,8.8
6036,Sub-Saharan Africa (excluding high income),SSA,2039,8.8
6037,Sub-Saharan Africa (excluding high income),SSA,2040,8.8
6038,Sub-Saharan Africa (excluding high income),SSA,2041,8.8
6039,Sub-Saharan Africa (excluding high income),SSA,2042,8.8
6040,Sub-Saharan Africa (excluding high income),SSA,2043,8.8
6041,Sub-Saharan Africa (excluding high income),SSA,2044,8.8
6042,Sub-Saharan Africa (excluding high income),SSA,2045,8.8
6043,Sub-Saharan Africa (excluding high income),SSA,2046,8.8
6044,Sub-Saharan Africa (excluding high income),SSA,2047,8.8
6045,Sub-Saharan Africa (excluding high income),SSA,2048,8.8
6046,Sub-Saharan Africa (excluding high income),SSA,2049,8.8
6047,Sub-Saharan Africa (excluding high income),SSA,2050,8.8
6048,South Sudan,SSD,2023,8.8
6049,South Sudan,SSD,2024,8.8
6050,South Sudan,SSD,2025,8.8
6051,South Sudan,SSD,2026,8.8
6052,South Sudan,SSD,2027,8.8
6053,South Sudan,SSD,2028,8.8
6054,South Sudan,SSD,2029,8.8
6055,South Sudan,SSD,2030,8.8
6056,South Sudan,SSD,2031,8.8
6057,South Sudan,SSD,2032,8.8
6058,South Sudan,SSD,2033,8.8
6059,South Sudan,SSD,2034,8.8
6060,South Sudan,SSD,2035,8.8
6061,South Sudan,SSD,2036,8.8
6062,South Sudan,SSD,2037,8.8
6063,South Sudan,SSD,2038,8.8
6064,South Sudan,SSD,2039,8.8
6065,South Sudan,SSD,2040,8.8
6066,South Sudan,SSD,2041,8.8
6067,South Sudan,SSD,2042,8.8
6068,South Sudan,SSD,2043,8.8
6069,South Sudan,SSD,2044,8.8
6070,South Sudan,SSD,2045,8.8
6071,South Sudan,SSD,2046,8.8
6072,South Sudan,SSD,2047,8.8
6073,South Sudan,SSD,2048,8.8
6074,South Sudan,SSD,2049,8.8
6075,South Sudan,SSD,2050,8.8
6076,Sub-Saharan Africa,SSF,2023,8.8
6077,Sub-Saharan Africa,SSF,2024,8.8
6078,Sub-Saharan Africa,SSF,2025,8.8
6079,Sub-Saharan Africa,SSF,2026,8.8
6080,Sub-Saharan Africa,SSF,2027,8.8
6081,Sub-Saharan Africa,SSF,2028,8.8
6082,Sub-Saharan Africa,SSF,2029,8.8
6083,Sub-Saharan Africa,SSF,2030,8.8
6084,Sub-Saharan Africa,SSF,2031,8.8
6085,Sub-Saharan Africa,SSF,2032,8.8
6086,Sub-Saharan Africa,SSF,2033,8.8
6087,Sub-Saharan Africa,SSF,2034,8.8
6088,Sub-Saharan Africa,SSF,2035,8.8
6089,Sub-Saharan Africa,SSF,2036,8.8
6090,Sub-Saharan Africa,SSF,2037,8.8
6091,Sub-Saharan Africa,SSF,2038,8.8
6092,Sub-Saharan Africa,SSF,2039,8.8
6093,Sub-Saharan Africa,SSF,2040,8.8
6094,Sub-Saharan Africa,SSF,2041,8.8
6095,Sub-Saharan Africa,SSF,2042,8.8
6096,Sub-Saharan Africa,SSF,2043,8.8
6097,Sub-Saharan Africa,SSF,2044,8.8
6098,Sub-Saharan Africa,SSF,2045,8.8
6099,Sub-Saharan Africa,SSF,2046,8.8
6100,Sub-Saharan Africa,SSF,2047,8.8
6101,Sub-Saharan Africa,SSF,2048,8.8
6102,Sub-Saharan Africa,SSF,2049,8.8
6103,Sub-Saharan Africa,SSF,2050,8.8
6104,Small states,SST,2023,8.8
6105,Small states,SST,2024,8.8
6106,Small states,SST,2025,8.8
6107,Small states,SST,2026,8.8
6108,Small states,SST,2027,8.8
6109,Small states,SST,2028,8.8
6110,Small states,SST,2029,8.8
6111,Small states,SST,2030,8.8
6112,Small states,SST,2031,8.8
6113,Small states,SST,2032,8.8
6114,Small states,SST,2033,8.8
6115,Small states,SST,2034,8.8
6116,Small states,SST,2035,8.8
6117,Small states,SST,2036,8.8
6118,Small states,SST,2037,8.8
6119,Small states,SST,2038,8.8
6120,Small states,SST,2039,8.8
6121,Small states,SST,2040,8.8
6122,Small states,SST,2041,8.8
6123,Small states,SST,2042,8.8
6124,Small states,SST,2043,8.8
6125,Small states,SST,2044,8.8
6126,Small states,SST,2045,8.8
6127,Small states,SST,2046,8.8
6128,Small states,SST,2047,8.8
6129,Small states,SST,2048,8.8
6130,Small states,SST,2049,8.8
6131,Small states,SST,2050,8.8
6132,Sao Tome and Principe,STP,2023,8.8
6133,Sao Tome and Principe,STP,2024,8.8
6134,Sao Tome and Principe,STP,2025,8.8
6135,Sao Tome and Principe,STP,2026,8.8
6136,Sao Tome and Principe,STP,2027,8.8
6137,Sao Tome and Principe,STP,2028,8.8
6138,Sao Tome and Principe,STP,2029,8.8
6139,Sao Tome and Principe,STP,2030,8.8
6140,Sao Tome and Principe,STP,2031,8.8
6141,Sao Tome and Principe,STP,2032,8.8
6142,Sao Tome and Principe,STP,2033,8.8
6143,Sao Tome and Principe,STP,2034,8.8
6144,Sao Tome and Principe,STP,2035,8.8
6145,Sao Tome and Principe,STP,2036,8.8
6146,Sao Tome and Principe,STP,2037,8.8
6147,Sao Tome and Principe,STP,2038,8.8
6148,Sao Tome and Principe,STP,2039,8.8
6149,Sao Tome and Principe,STP,2040,8.8
6150,Sao Tome and Principe,STP,2041,8.8
6151,Sao Tome and Principe,STP,2042,8.8
6152,Sao Tome and Principe,STP,2043,8.8
6153,Sao Tome and Principe,STP,2044,8.8
6154,Sao Tome and Principe,STP,2045,8.8
6155,Sao Tome and Principe,STP,2046,8.8
6156,Sao Tome and Principe,STP,2047,8.8
6157,Sao Tome and Principe,STP,2048,8.8
6158,Sao Tome and Principe,STP,2049,8.8
6159,Sao Tome and Principe,STP,2050,8.8
6160,Suriname,SUR,2023,8.8
6161,Suriname,SUR,2024,8.8
6162,Suriname,SUR,2025,8.8
6163,Suriname,SUR,2026,8.8
6164,Suriname,SUR,2027,8.8
6165,Suriname,SUR,2028,8.8
6166,Suriname,SUR,2029,8.8
6167,Suriname,SUR,2030,8.8
6168,Suriname,SUR,2031,8.8
6169,Suriname,SUR,2032,8.8
6170,Suriname,SUR,2033,8.8
6171,Suriname,SUR,2034,8.8
6172,Suriname,SUR,2035,8.8
6173,Suriname,SUR,2036,8.8
6174,Suriname,SUR,2037,8.8
6175,Suriname,SUR,2038,8.8
6176,Suriname,SUR,2039,8.8
6177,Suriname,SUR,2040,8.8
6178,Suriname,SUR,2041,8.8
6179,Suriname,SUR,2042,8.8
6180,Suriname,SUR,2043,8.8
6181,Suriname,SUR,2044,8.8
6182,Suriname,SUR,2045,8.8
6183,Suriname,SUR,2046,8.8
6184,Suriname,SUR,2047,8.8
6185,Suriname,SUR,2048,8.8
6186,Suriname,SUR,2049,8.8
6187,Suriname,SUR,2050,8.8
6188,Slovak Republic,SVK,2023,8.8
6189,Slovak Republic,SVK,2024,8.8
6190,Slovak Republic,SVK,2025,8.8
6191,Slovak Republic,SVK,2026,8.8
6192,Slovak Republic,SVK,2027,8.8
6193,Slovak Republic,SVK,2028,8.8
6194,Slovak Republic,SVK,2029,8.8
6195,Slovak Republic,SVK,2030,8.8
6196,Slovak Republic,SVK,2031,8.8
6197,Slovak Republic,SVK,2032,8.8
6198,Slovak Republic,SVK,2033,8.8
6199,Slovak Republic,SVK,2034,8.8
6200,Slovak Republic,SVK,2035,8.8
6201,Slovak Republic,SVK,2036,8.8
6202,Slovak Republic,SVK,2037,8.8
6203,Slovak Republic,SVK,2038,8.8
6204,Slovak Republic,SVK,2039,8.8
6205,Slovak Republic,SVK,2040,8.8
6206,Slovak Republic,SVK,2041,8.8
6207,Slovak Republic,SVK,2042,8.8
6208,Slovak Republic,SVK,2043,8.8
6209,Slovak Republic,SVK,2044,8.8
6210,Slovak Republic,SVK,2045,8.8
6211,Slovak Republic,SVK,2046,8.8
6212,Slovak Republic,SVK,2047,8.8
6213,Slovak Republic,SVK,2048,8.8
6214,Slovak Republic,SVK,2049,8.8
6215,Slovak Republic,SVK,2050,8.8
6216,Slovenia,SVN,2023,8.8
6217,Slovenia,SVN,2024,8.8
6218,Slovenia,SVN,2025,8.8
6219,Slovenia,SVN,2026,8.8
6220,Slovenia,SVN,2027,8.8
6221,Slovenia,SVN,2028,8.8
6222,Slovenia,SVN,2029,8.8
6223,Slovenia,SVN,2030,8.8
6224,Slovenia,SVN,2031,8.8
6225,Slovenia,SVN,2032,8.8
6226,Slovenia,SVN,2033,8.8
6227,Slovenia,SVN,2034,8.8
6228,Slovenia,SVN,2035,8.8
6229,Slovenia,SVN,2036,8.8
6230,Slovenia,SVN,2037,8.8
6231,Slovenia,SVN,2038,8.8
6232,Slovenia,SVN,2039,8.8
6233,Slovenia,SVN,2040,8.8
6234,Slovenia,SVN,2041,8.8
6235,Slovenia,SVN,2042,8.8
6236,Slovenia,SVN,2043,8.8
6237,Slovenia,SVN,2044,8.8
6238,Slovenia,SVN,2045,8.8
6239,Slovenia,SVN,2046,8.8
6240,Slovenia,SVN,2047,8.8
6241,Slovenia,SVN,2048,8.8
6242,Slovenia,SVN,2049,8.8
6243,Slovenia,SVN,2050,8.8
6244,Sweden,SWE,2023,8.8
6245,Sweden,SWE,2024,8.8
6246,Sweden,SWE,2025,8.8
6247,Sweden,SWE,2026,8.8
6248,Sweden,SWE,2027,8.8
6249,Sweden,SWE,2028,8.8
6250,Sweden,SWE,2029,8.8
6251,Sweden,SWE,2030,8.8
6252,Sweden,SWE,2031,8.8
6253,Sweden,SWE,2032,8.8
6254,Sweden,SWE,2033,8.8
6255,Sweden,SWE,2034,8.8
6256,Sweden,SWE,2035,8.8
6257,Sweden,SWE,2036,8.8
6258,Sweden,SWE,2037,8.8
6259,Sweden,SWE,2038,8.8
6260,Sweden,SWE,2039,8.8
6261,Sweden,SWE,2040,8.8
6262,Sweden,SWE,2041,8.8
6263,Sweden,SWE,2042,8.8
6264,Sweden,SWE,2043,8.8
6265,Sweden,SWE,2044,8.8
6266,Sweden,SWE,2045,8.8
6267,Sweden,SWE,2046,8.8
6268,Sweden,SWE,2047,8.8
6269,Sweden,SWE,2048,8.8
6270,Sweden,SWE,2049,8.8
6271,Sweden,SWE,2050,8.8
6272,Eswatini,SWZ,2023,8.8
6273,Eswatini,SWZ,2024,8.8
6274,Eswatini,SWZ,2025,8.8
6275,Eswatini,SWZ,2026,8.8
6276,Eswatini,SWZ,2027,8.8
6277,Eswatini,SWZ,2028,8.8
6278,Eswatini,SWZ,2029,8.8
6279,Eswatini,SWZ,2030,8.8
6280,Eswatini,SWZ,2031,8.8
6281,Eswatini,SWZ,2032,8.8
6282,Eswatini,SWZ,2033,8.8
6283,Eswatini,SWZ,2034,8.8
6284,Eswatini,SWZ,2035,8.8
6285,Eswatini,SWZ,2036,8.8
6286,Eswatini,SWZ,2037,8.8
6287,Eswatini,SWZ,2038,8.8
6288,Eswatini,SWZ,2039,8.8
6289,Eswatini,SWZ,2040,8.8
6290,Eswatini,SWZ,2041,8.8
6291,Eswatini,SWZ,2042,8.8
6292,Eswatini,SWZ,2043,8.8
6293,Eswatini,SWZ,2044,8.8
6294,Eswatini,SWZ,2045,8.8
6295,Eswatini,SWZ,2046,8.8
6296,Eswatini,SWZ,2047,8.8
6297,Eswatini,SWZ,2048,8.8
6298,Eswatini,SWZ,2049,8.8
6299,Eswatini,SWZ,2050,8.8
6300,Sint Maarten (Dutch part),SXM,2023,8.8
6301,Sint Maarten (Dutch part),SXM,2024,8.8
6302,Sint Maarten (Dutch part),SXM,2025,8.8
6303,Sint Maarten (Dutch part),SXM,2026,8.8
6304,Sint Maarten (Dutch part),SXM,2027,8.8
6305,Sint Maarten (Dutch part),SXM,2028,8.8
6306,Sint Maarten (Dutch part),SXM,2029,8.8
6307,Sint Maarten (Dutch part),SXM,2030,8.8
6308,Sint Maarten (Dutch part),SXM,2031,8.8
6309,Sint Maarten (Dutch part),SXM,2032,8.8
6310,Sint Maarten (Dutch part),SXM,2033,8.8
6311,Sint Maarten (Dutch part),SXM,2034,8.8
6312,Sint Maarten (Dutch part),SXM,2035,8.8
6313,Sint Maarten (Dutch part),SXM,2036,8.8
6314,Sint Maarten (Dutch part),SXM,2037,8.8
6315,Sint Maarten (Dutch part),SXM,2038,8.8
6316,Sint Maarten (Dutch part),SXM,2039,8.8
6317,Sint Maarten (Dutch part),SXM,2040,8.8
6318,Sint Maarten (Dutch part),SXM,2041,8.8
6319,Sint Maarten (Dutch part),SXM,2042,8.8
6320,Sint Maarten (Dutch part),SXM,2043,8.8
6321,Sint Maarten (Dutch part),SXM,2044,8.8
6322,Sint Maarten (Dutch part),SXM,2045,8.8
6323,Sint Maarten (Dutch part),SXM,2046,8.8
6324,Sint Maarten (Dutch part),SXM,2047,8.8
6325,Sint Maarten (Dutch part),SXM,2048,8.8
6326,Sint Maarten (Dutch part),SXM,2049,8.8
6327,Sint Maarten (Dutch part),SXM,2050,8.8
6328,Seychelles,SYC,2023,8.8
6329,Seychelles,SYC,2024,8.8
6330,Seychelles,SYC,2025,8.8
6331,Seychelles,SYC,2026,8.8
6332,Seychelles,SYC,2027,8.8
6333,Seychelles,SYC,2028,8.8
6334,Seychelles,SYC,2029,8.8
6335,Seychelles,SYC,2030,8.8
6336,Seychelles,SYC,2031,8.8
6337,Seychelles,SYC,2032,8.8
6338,Seychelles,SYC,2033,8.8
6339,Seychelles,SYC,2034,8.8
6340,Seychelles,SYC,2035,8.8
6341,Seychelles,SYC,2036,8.8
6342,Seychelles,SYC,2037,8.8
6343,Seychelles,SYC,2038,8.8
6344,Seychelles,SYC,2039,8.8
6345,Seychelles,SYC,2040,8.8
6346,Seychelles,SYC,2041,8.8
6347,Seychelles,SYC,2042,8.8
6348,Seychelles,SYC,2043,8.8
6349,Seychelles,SYC,2044,8.8
6350,Seychelles,SYC,2045,8.8
6351,Seychelles,SYC,2046,8.8
6352,Seychelles,SYC,2047,8.8
6353,Seychelles,SYC,2048,8.8
6354,Seychelles,SYC,2049,8.8
6355,Seychelles,SYC,2050,8.8
6356,Syrian Arab Republic,SYR,2023,8.8
6357,Syrian Arab Republic,SYR,2024,8.8
6358,Syrian Arab Republic,SYR,2025,8.8
6359,Syrian Arab Republic,SYR,2026,8.8
6360,Syrian Arab Republic,SYR,2027,8.8
6361,Syrian Arab Republic,SYR,2028,8.8
6362,Syrian Arab Republic,SYR,2029,8.8
6363,Syrian Arab Republic,SYR,2030,8.8
6364,Syrian Arab Republic,SYR,2031,8.8
6365,Syrian Arab Republic,SYR,2032,8.8
6366,Syrian Arab Republic,SYR,2033,8.8
6367,Syrian Arab Republic,SYR,2034,8.8
6368,Syrian Arab Republic,SYR,2035,8.8
6369,Syrian Arab Republic,SYR,2036,8.8
6370,Syrian Arab Republic,SYR,2037,8.8
6371,Syrian Arab Republic,SYR,2038,8.8
6372,Syrian Arab Republic,SYR,2039,8.8
6373,Syrian Arab Republic,SYR,2040,8.8
6374,Syrian Arab Republic,SYR,2041,8.8
6375,Syrian Arab Republic,SYR,2042,8.8
6376,Syrian Arab Republic,SYR,2043,8.8
6377,Syrian Arab Republic,SYR,2044,8.8
6378,Syrian Arab Republic,SYR,2045,8.8
6379,Syrian Arab Republic,SYR,2046,8.8
6380,Syrian Arab Republic,SYR,2047,8.8
6381,Syrian Arab Republic,SYR,2048,8.8
6382,Syrian Arab Republic,SYR,2049,8.8
6383,Syrian Arab Republic,SYR,2050,8.8
6384,Turks and Caicos Islands,TCA,2023,8.8
6385,Turks and Caicos Islands,TCA,2024,8.8
6386,Turks and Caicos Islands,TCA,2025,8.8
6387,Turks and Caicos Islands,TCA,2026,8.8
6388,Turks and Caicos Islands,TCA,2027,8.8
6389,Turks and Caicos Islands,TCA,2028,8.8
6390,Turks and Caicos Islands,TCA,2029,8.8
6391,Turks and Caicos Islands,TCA,2030,8.8
6392,Turks and Caicos Islands,TCA,2031,8.8
6393,Turks and Caicos Islands,TCA,2032,8.8
6394,Turks and Caicos Islands,TCA,2033,8.8
6395,Turks and Caicos Islands,TCA,2034,8.8
6396,Turks and Caicos Islands,TCA,2035,8.8
6397,Turks and Caicos Islands,TCA,2036,8.8
6398,Turks and Caicos Islands,TCA,2037,8.8
6399,Turks and Caicos Islands,TCA,2038,8.8
6400,Turks and Caicos Islands,TCA,2039,8.8
6401,Turks and Caicos Islands,TCA,2040,8.8
6402,Turks and Caicos Islands,TCA,2041,8.8
6403,Turks and Caicos Islands,TCA,2042,8.8
6404,Turks and Caicos Islands,TCA,2043,8.8
6405,Turks and Caicos Islands,TCA,2044,8.8
6406,Turks and Caicos Islands,TCA,2045,8.8
6407,Turks and Caicos Islands,TCA,2046,8.8
6408,Turks and Caicos Islands,TCA,2047,8.8
6409,Turks and Caicos Islands,TCA,2048,8.8
6410,Turks and Caicos Islands,TCA,2049,8.8
6411,Turks and Caicos Islands,TCA,2050,8.8
6412,Chad,TCD,2023,8.8
6413,Chad,TCD,2024,8.8
6414,Chad,TCD,2025,8.8
6415,Chad,TCD,2026,8.8
6416,Chad,TCD,2027,8.8
6417,Chad,TCD,2028,8.8
6418,Chad,TCD,2029,8.8
6419,Chad,TCD,2030,8.8
6420,Chad,TCD,2031,8.8
6421,Chad,TCD,2032,8.8
6422,Chad,TCD,2033,8.8
6423,Chad,TCD,2034,8.8
6424,Chad,TCD,2035,8.8
6425,Chad,TCD,2036,8.8
6426,Chad,TCD,2037,8.8
6427,Chad,TCD,2038,8.8
6428,Chad,TCD,2039,8.8
6429,Chad,TCD,2040,8.8
6430,Chad,TCD,2041,8.8
6431,Chad,TCD,2042,8.8
6432,Chad,TCD,2043,8.8
6433,Chad,TCD,2044,8.8
6434,Chad,TCD,2045,8.8
6435,Chad,TCD,2046,8.8
6436,Chad,TCD,2047,8.8
6437,Chad,TCD,2048,8.8
6438,Chad,TCD,2049,8.8
6439,Chad,TCD,2050,8.8
6440,East Asia & Pacific (IDA & IBRD countries),TEA,2023,8.8
6441,East Asia & Pacific (IDA & IBRD countries),TEA,2024,8.8
6442,East Asia & Pacific (IDA & IBRD countries),TEA,2025,8.8
6443,East Asia & Pacific (IDA & IBRD countries),TEA,2026,8.8
6444,East Asia & Pacific (IDA & IBRD countries),TEA,2027,8.8
6445,East Asia & Pacific (IDA & IBRD countries),TEA,2028,8.8
6446,East Asia & Pacific (IDA & IBRD countries),TEA,2029,8.8
6447,East Asia & Pacific (IDA & IBRD countries),TEA,2030,8.8
6448,East Asia & Pacific (IDA & IBRD countries),TEA,2031,8.8
6449,East Asia & Pacific (IDA & IBRD countries),TEA,2032,8.8
6450,East Asia & Pacific (IDA & IBRD countries),TEA,2033,8.8
6451,East Asia & Pacific (IDA & IBRD countries),TEA,2034,8.8
6452,East Asia & Pacific (IDA & IBRD countries),TEA,2035,8.8
6453,East Asia & Pacific (IDA & IBRD countries),TEA,2036,8.8
6454,East Asia & Pacific (IDA & IBRD countries),TEA,2037,8.8
6455,East Asia & Pacific (IDA & IBRD countries),TEA,2038,8.8
6456,East Asia & Pacific (IDA & IBRD countries),TEA,2039,8.8
6457,East Asia & Pacific (IDA & IBRD countries),TEA,2040,8.8
6458,East Asia & Pacific (IDA & IBRD countries),TEA,2041,8.8
6459,East Asia & Pacific (IDA & IBRD countries),TEA,2042,8.8
6460,East Asia & Pacific (IDA & IBRD countries),TEA,2043,8.8
6461,East Asia & Pacific (IDA & IBRD countries),TEA,2044,8.8
6462,East Asia & Pacific (IDA & IBRD countries),TEA,2045,8.8
6463,East Asia & Pacific (IDA & IBRD countries),TEA,2046,8.8
6464,East Asia & Pacific (IDA & IBRD countries),TEA,2047,8.8
6465,East Asia & Pacific (IDA & IBRD countries),TEA,2048,8.8
6466,East Asia & Pacific (IDA & IBRD countries),TEA,2049,8.8
6467,East Asia & Pacific (IDA & IBRD countries),TEA,2050,8.8
6468,Europe & Central Asia (IDA & IBRD countries),TEC,2023,8.8
6469,Europe & Central Asia (IDA & IBRD countries),TEC,2024,8.8
6470,Europe & Central Asia (IDA & IBRD countries),TEC,2025,8.8
6471,Europe & Central Asia (IDA & IBRD countries),TEC,2026,8.8
6472,Europe & Central Asia (IDA & IBRD countries),TEC,2027,8.8
6473,Europe & Central Asia (IDA & IBRD countries),TEC,2028,8.8
6474,Europe & Central Asia (IDA & IBRD countries),TEC,2029,8.8
6475,Europe & Central Asia (IDA & IBRD countries),TEC,2030,8.8
6476,Europe & Central Asia (IDA & IBRD countries),TEC,2031,8.8
6477,Europe & Central Asia (IDA & IBRD countries),TEC,2032,8.8
6478,Europe & Central Asia (IDA & IBRD countries),TEC,2033,8.8
6479,Europe & Central Asia (IDA & IBRD countries),TEC,2034,8.8
6480,Europe & Central Asia (IDA & IBRD countries),TEC,2035,8.8
6481,Europe & Central Asia (IDA & IBRD countries),TEC,2036,8.8
6482,Europe & Central Asia (IDA & IBRD countries),TEC,2037,8.8
6483,Europe & Central Asia (IDA & IBRD countries),TEC,2038,8.8
6484,Europe & Central Asia (IDA & IBRD countries),TEC,2039,8.8
6485,Europe & Central Asia (IDA & IBRD countries),TEC,2040,8.8
6486,Europe & Central Asia (IDA & IBRD countries),TEC,2041,8.8
6487,Europe & Central Asia (IDA & IBRD countries),TEC,2042,8.8
6488,Europe & Central Asia (IDA & IBRD countries),TEC,2043,8.8
6489,Europe & Central Asia (IDA & IBRD countries),TEC,2044,8.8
6490,Europe & Central Asia (IDA & IBRD countries),TEC,2045,8.8
6491,Europe & Central Asia (IDA & IBRD countries),TEC,2046,8.8
6492,Europe & Central Asia (IDA & IBRD countries),TEC,2047,8.8
6493,Europe & Central Asia (IDA & IBRD countries),TEC,2048,8.8
6494,Europe & Central Asia (IDA & IBRD countries),TEC,2049,8.8
6495,Europe & Central Asia (IDA & IBRD countries),TEC,2050,8.8
6496,Togo,TGO,2023,8.8
6497,Togo,TGO,2024,8.8
6498,Togo,TGO,2025,8.8
6499,Togo,TGO,2026,8.8
6500,Togo,TGO,2027,8.8
6501,Togo,TGO,2028,8.8
6502,Togo,TGO,2029,8.8
6503,Togo,TGO,2030,8.8
6504,Togo,TGO,2031,8.8
6505,Togo,TGO,2032,8.8
6506,Togo,TGO,2033,8.8
