Year,Nation,iso_code3,pij_lndu_grasslands_to_other
2036,Tonga,TON,5.00903018306656e-19
2037,Tonga,TON,4.992814146518542e-19
2038,Tonga,TON,4.976598109970524e-19
2039,Tonga,TON,4.960382073422506e-19
2040,Tonga,TON,4.9441660368744865e-19
2041,Tonga,TON,4.9279500003264675e-19
2042,Tonga,TON,4.9117339637784485e-19
2043,Tonga,TON,4.895517927230431e-19
2044,Tonga,TON,4.879301890682413e-19
2045,Tonga,TON,4.863085854134395e-19
2046,Tonga,TON,4.846869817586377e-19
2047,Tonga,TON,4.830653781038357e-19
2048,Tonga,TON,4.814437744490339e-19
2049,Tonga,TON,4.798221707942321e-19
2050,Tonga,TON,4.782005671394303e-19
2021,Trinidad and Tobago,TTO,0.0
2022,Trinidad and Tobago,TTO,0.0
2023,Trinidad and Tobago,TTO,0.0
2024,Trinidad and Tobago,TTO,0.0
2025,Trinidad and Tobago,TTO,0.0
2026,Trinidad and Tobago,TTO,0.0
2027,Trinidad and Tobago,TTO,0.0
2028,Trinidad and Tobago,TTO,0.0
2029,Trinidad and Tobago,TTO,0.0
2030,Trinidad and Tobago,TTO,0.0
2031,Trinidad and Tobago,TTO,0.0
2032,Trinidad and Tobago,TTO,0.0
2033,Trinidad and Tobago,TTO,0.0
2034,Trinidad and Tobago,TTO,0.0
2035,Trinidad and Tobago,TTO,0.0
2036,Trinidad and Tobago,TTO,0.0
2037,Trinidad and Tobago,TTO,0.0
2038,Trinidad and Tobago,TTO,0.0
2039,Trinidad and Tobago,TTO,0.0
2040,Trinidad and Tobago,TTO,0.0
2041,Trinidad and Tobago,TTO,0.0
2042,Trinidad and Tobago,TTO,0.0
2043,Trinidad and Tobago,TTO,0.0
2044,Trinidad and Tobago,TTO,0.0
2045,Trinidad and Tobago,TTO,0.0
2046,Trinidad and Tobago,TTO,0.0
2047,Trinidad and Tobago,TTO,0.0
2048,Trinidad and Tobago,TTO,0.0
2049,Trinidad and Tobago,TTO,0.0
2050,Trinidad and Tobago,TTO,0.0
2021,Tunisia,TUN,0.0030904109557955
2022,Tunisia,TUN,0.0030804813425500004
2023,Tunisia,TUN,0.0030705517293045
2024,Tunisia,TUN,0.0030606221160590003
2025,Tunisia,TUN,0.0030506925028135
2026,Tunisia,TUN,0.0030407628895680002
2027,Tunisia,TUN,0.0030308332763225
2028,Tunisia,TUN,0.003020903663077
2029,Tunisia,TUN,0.0030109740498315
2030,Tunisia,TUN,0.0030010444365859996
2031,Tunisia,TUN,0.0029911148233405
2032,Tunisia,TUN,0.0029811852100949995
2033,Tunisia,TUN,0.0029712555968495
2034,Tunisia,TUN,0.0029613259836040002
2035,Tunisia,TUN,0.0029513963703586
2036,Tunisia,TUN,0.0029414667571131
2037,Tunisia,TUN,0.0029315371438676
2038,Tunisia,TUN,0.0029216075306221
2039,Tunisia,TUN,0.0029116779173766
2040,Tunisia,TUN,0.0029017483041311
2041,Tunisia,TUN,0.0028918186908856
2042,Tunisia,TUN,0.0028818890776401
2043,Tunisia,TUN,0.0028719594643946
2044,Tunisia,TUN,0.0028620298511491
2045,Tunisia,TUN,0.0028521002379036
2046,Tunisia,TUN,0.0028421706246581
2047,Tunisia,TUN,0.0028322410114126
2048,Tunisia,TUN,0.0028223113981671
2049,Tunisia,TUN,0.0028123817849216
2050,Tunisia,TUN,0.0028024521716761
2021,Turkmenistan,TKM,0.0002491978968383
2022,Turkmenistan,TKM,0.0003114973710479
2023,Turkmenistan,TKM,0.0003737968452575
2024,Turkmenistan,TKM,0.0004360963194669999
2025,Turkmenistan,TKM,0.0004983957936766
2026,Turkmenistan,TKM,0.0005606952678862
2027,Turkmenistan,TKM,0.0006229947420958
2028,Turkmenistan,TKM,0.0006852942163054
2029,Turkmenistan,TKM,0.0007475936905150001
2030,Turkmenistan,TKM,0.0008098931647246
2031,Turkmenistan,TKM,0.0008721926389341
2032,Turkmenistan,TKM,0.0009344921131437
2033,Turkmenistan,TKM,0.0009967915873533
2034,Turkmenistan,TKM,0.0010590910615629
2035,Turkmenistan,TKM,0.0011213905357725
2036,Turkmenistan,TKM,0.0011836900099821
2037,Turkmenistan,TKM,0.0012459894841917
2038,Turkmenistan,TKM,0.0013082889584012
2039,Turkmenistan,TKM,0.0013705884326108
2040,Turkmenistan,TKM,0.0014328879068204
2041,Turkmenistan,TKM,0.0014951873810300001
2042,Turkmenistan,TKM,0.0015574868552396
2043,Turkmenistan,TKM,0.0016197863294492
2044,Turkmenistan,TKM,0.0016820858036588
2045,Turkmenistan,TKM,0.0017443852778683
2046,Turkmenistan,TKM,0.0018066847520779
2047,Turkmenistan,TKM,0.0018689842262875
2048,Turkmenistan,TKM,0.0019312837004971
2049,Turkmenistan,TKM,0.0019935831747067
2050,Turkmenistan,TKM,0.0020558826489163
2021,Uganda,UGA,0.0023912847709714
2022,Uganda,UGA,0.0023641059637142
2023,Uganda,UGA,0.0023369271564571
2024,Uganda,UGA,0.0023097483492
2025,Uganda,UGA,0.0022825695419429
2026,Uganda,UGA,0.0022553907346858
2027,Uganda,UGA,0.0022282119274286
2028,Uganda,UGA,0.0022010331201715
2029,Uganda,UGA,0.0021738543129144
2030,Uganda,UGA,0.0021466755056573
2031,Uganda,UGA,0.0021194966984002
2032,Uganda,UGA,0.002092317891143
2033,Uganda,UGA,0.0020651390838859
2034,Uganda,UGA,0.0020379602766288
2035,Uganda,UGA,0.0020107814693717
2036,Uganda,UGA,0.0019836026621145
2037,Uganda,UGA,0.0019564238548574
2038,Uganda,UGA,0.0019292450476003
2039,Uganda,UGA,0.0019020662403432
2040,Uganda,UGA,0.0018748874330861
2041,Uganda,UGA,0.0018477086258289
2042,Uganda,UGA,0.0018205298185718
2043,Uganda,UGA,0.0017933510113147
2044,Uganda,UGA,0.0017661722040576
2045,Uganda,UGA,0.0017389933968005
2046,Uganda,UGA,0.0017118145895433
2047,Uganda,UGA,0.0016846357822862
2048,Uganda,UGA,0.0016574569750291
2049,Uganda,UGA,0.001630278167772
2050,Uganda,UGA,0.0016030993605148
2021,Ukraine,UKR,0.0
2022,Ukraine,UKR,0.0
2023,Ukraine,UKR,0.0
2024,Ukraine,UKR,0.0
2025,Ukraine,UKR,0.0
2026,Ukraine,UKR,0.0
2027,Ukraine,UKR,0.0
2028,Ukraine,UKR,0.0
2029,Ukraine,UKR,0.0
2030,Ukraine,UKR,0.0
2031,Ukraine,UKR,0.0
2032,Ukraine,UKR,0.0
2033,Ukraine,UKR,0.0
2034,Ukraine,UKR,0.0
2035,Ukraine,UKR,0.0
2036,Ukraine,UKR,0.0
2037,Ukraine,UKR,0.0
2038,Ukraine,UKR,0.0
2039,Ukraine,UKR,0.0
2040,Ukraine,UKR,0.0
2041,Ukraine,UKR,0.0
2042,Ukraine,UKR,0.0
2043,Ukraine,UKR,0.0
2044,Ukraine,UKR,0.0
2045,Ukraine,UKR,0.0
2046,Ukraine,UKR,0.0
2047,Ukraine,UKR,0.0
2048,Ukraine,UKR,0.0
2049,Ukraine,UKR,0.0
2050,Ukraine,UKR,0.0
2021,United Republic of Tanzania,TZA,0.0002030638004
2022,United Republic of Tanzania,TZA,0.0002538297505001
2023,United Republic of Tanzania,TZA,0.0003045957006001
2024,United Republic of Tanzania,TZA,0.0003553616507001
2025,United Republic of Tanzania,TZA,0.0004061276008001
2026,United Republic of Tanzania,TZA,0.0004568935509001
2027,United Republic of Tanzania,TZA,0.0005076595010002
2028,United Republic of Tanzania,TZA,0.0005584254511002
2029,United Republic of Tanzania,TZA,0.0006091914012002
2030,United Republic of Tanzania,TZA,0.0006599573513002
2031,United Republic of Tanzania,TZA,0.0007107233014003
2032,United Republic of Tanzania,TZA,0.0007614892515003
2033,United Republic of Tanzania,TZA,0.0008122552016003
2034,United Republic of Tanzania,TZA,0.0008630211517003
2035,United Republic of Tanzania,TZA,0.0009137871018003
2036,United Republic of Tanzania,TZA,0.0009645530519004
2037,United Republic of Tanzania,TZA,0.0010153190020004
2038,United Republic of Tanzania,TZA,0.0010660849521004
2039,United Republic of Tanzania,TZA,0.0011168509022004
2040,United Republic of Tanzania,TZA,0.0011676168523005
2041,United Republic of Tanzania,TZA,0.0012183828024005
2042,United Republic of Tanzania,TZA,0.0012691487525005
2043,United Republic of Tanzania,TZA,0.0013199147026005
2044,United Republic of Tanzania,TZA,0.0013706806527005
2045,United Republic of Tanzania,TZA,0.0014214466028006
2046,United Republic of Tanzania,TZA,0.0014722125529006
2047,United Republic of Tanzania,TZA,0.0015229785030006
2048,United Republic of Tanzania,TZA,0.0015737444531006
2049,United Republic of Tanzania,TZA,0.0016245104032007
2050,United Republic of Tanzania,TZA,0.0016752763533007
2021,United States of America,USA,6.354224198641979e-05
2022,United States of America,USA,7.942780248302474e-05
2023,United States of America,USA,9.531336297962967e-05
2024,United States of America,USA,0.0001111989234762
2025,United States of America,USA,0.0001270844839728
2026,United States of America,USA,0.0001429700444694
2027,United States of America,USA,0.000158855604966
2028,United States of America,USA,0.0001747411654626
2029,United States of America,USA,0.0001906267259592
2030,United States of America,USA,0.0002065122864558
2031,United States of America,USA,0.0002223978469524
2032,United States of America,USA,0.00023828340744900002
2033,United States of America,USA,0.0002541689679456
2034,United States of America,USA,0.0002700545284422
2035,United States of America,USA,0.0002859400889388
2036,United States of America,USA,0.0003018256494354
2037,United States of America,USA,0.000317711209932
2038,United States of America,USA,0.0003335967704287
2039,United States of America,USA,0.0003494823309253
2040,United States of America,USA,0.0003653678914219
2041,United States of America,USA,0.0003812534519185
2042,United States of America,USA,0.0003971390124151
2043,United States of America,USA,0.0004130245729117
2044,United States of America,USA,0.0004289101334083
2045,United States of America,USA,0.0004447956939049
2046,United States of America,USA,0.0004606812544015
2047,United States of America,USA,0.0004765668148981
2048,United States of America,USA,0.0004924523753947
2049,United States of America,USA,0.0005083379358913
2050,United States of America,USA,0.0005242234963879
2021,Uruguay,URY,0.0001231013795073
2022,Uruguay,URY,0.0001538767243841
2023,Uruguay,URY,0.0001846520692609
2024,Uruguay,URY,0.0002154274141378
2025,Uruguay,URY,0.0002462027590146
2026,Uruguay,URY,0.0002769781038914
2027,Uruguay,URY,0.0003077534487683
2028,Uruguay,URY,0.0003385287936451
2029,Uruguay,URY,0.0003693041385219
2030,Uruguay,URY,0.0004000794833988
2031,Uruguay,URY,0.0004308548282756
2032,Uruguay,URY,0.0004616301731524
2033,Uruguay,URY,0.0004924055180293
2034,Uruguay,URY,0.0005231808629061
2035,Uruguay,URY,0.0005539562077829
2036,Uruguay,URY,0.0005847315526597
2037,Uruguay,URY,0.0006155068975366
2038,Uruguay,URY,0.0006462822424134
2039,Uruguay,URY,0.0006770575872902
2040,Uruguay,URY,0.0007078329321671
2041,Uruguay,URY,0.0007386082770439
2042,Uruguay,URY,0.0007693836219207
2043,Uruguay,URY,0.0008001589667976
2044,Uruguay,URY,0.0008309343116744
2045,Uruguay,URY,0.0008617096565512
2046,Uruguay,URY,0.0008924850014281
2047,Uruguay,URY,0.0009232603463049
2048,Uruguay,URY,0.0009540356911817
2049,Uruguay,URY,0.0009848110360586
2050,Uruguay,URY,0.0010155863809354
2021,Venezuela (Bolivarian Republic of),VEN,0.00025725700564900003
2022,Venezuela (Bolivarian Republic of),VEN,0.0003215712570612
2023,Venezuela (Bolivarian Republic of),VEN,0.0003858855084735
2024,Venezuela (Bolivarian Republic of),VEN,0.0004501997598858
2025,Venezuela (Bolivarian Republic of),VEN,0.0005145140112980001
2026,Venezuela (Bolivarian Republic of),VEN,0.0005788282627103
2027,Venezuela (Bolivarian Republic of),VEN,0.0006431425141225
2028,Venezuela (Bolivarian Republic of),VEN,0.0007074567655348
2029,Venezuela (Bolivarian Republic of),VEN,0.000771771016947
2030,Venezuela (Bolivarian Republic of),VEN,0.0008360852683593
2031,Venezuela (Bolivarian Republic of),VEN,0.0009003995197716
2032,Venezuela (Bolivarian Republic of),VEN,0.0009647137711838
2033,Venezuela (Bolivarian Republic of),VEN,0.0010290280225961
2034,Venezuela (Bolivarian Republic of),VEN,0.0010933422740083
2035,Venezuela (Bolivarian Republic of),VEN,0.0011576565254206
2036,Venezuela (Bolivarian Republic of),VEN,0.0012219707768328
2037,Venezuela (Bolivarian Republic of),VEN,0.0012862850282451
2038,Venezuela (Bolivarian Republic of),VEN,0.0013505992796574
2039,Venezuela (Bolivarian Republic of),VEN,0.0014149135310696
2040,Venezuela (Bolivarian Republic of),VEN,0.0014792277824819
2041,Venezuela (Bolivarian Republic of),VEN,0.0015435420338941
2042,Venezuela (Bolivarian Republic of),VEN,0.0016078562853064
2043,Venezuela (Bolivarian Republic of),VEN,0.0016721705367187
2044,Venezuela (Bolivarian Republic of),VEN,0.0017364847881309
2045,Venezuela (Bolivarian Republic of),VEN,0.0018007990395432
2046,Venezuela (Bolivarian Republic of),VEN,0.0018651132909554
2047,Venezuela (Bolivarian Republic of),VEN,0.0019294275423677
2048,Venezuela (Bolivarian Republic of),VEN,0.0019937417937799
2049,Venezuela (Bolivarian Republic of),VEN,0.0020580560451922
2050,Venezuela (Bolivarian Republic of),VEN,0.0021223702966045
2021,Western Sahara,ESH,1.881772857512472e-17
2022,Western Sahara,ESH,1.8760005481336e-17
2023,Western Sahara,ESH,1.870228238754727e-17
2024,Western Sahara,ESH,1.8644559293758545e-17
2025,Western Sahara,ESH,1.8586836199969813e-17
2026,Western Sahara,ESH,1.852911310618109e-17
2027,Western Sahara,ESH,1.8471390012392364e-17
2028,Western Sahara,ESH,1.841366691860364e-17
2029,Western Sahara,ESH,1.835594382481492e-17
2030,Western Sahara,ESH,1.8298220731026184e-17
2031,Western Sahara,ESH,1.8240497637237455e-17
2032,Western Sahara,ESH,1.818277454344873e-17
2033,Western Sahara,ESH,1.812505144966001e-17
2034,Western Sahara,ESH,1.8067328355871278e-17
2035,Western Sahara,ESH,1.8009605262082555e-17
2036,Western Sahara,ESH,1.795188216829383e-17
2037,Western Sahara,ESH,1.7894159074505104e-17
2038,Western Sahara,ESH,1.7836435980716378e-17
2039,Western Sahara,ESH,1.777871288692765e-17
2040,Western Sahara,ESH,1.7720989793138923e-17
2041,Western Sahara,ESH,1.7663266699350194e-17
2042,Western Sahara,ESH,1.7605543605561472e-17
2043,Western Sahara,ESH,1.7547820511772743e-17
2044,Western Sahara,ESH,1.749009741798402e-17
2045,Western Sahara,ESH,1.7432374324195294e-17
2046,Western Sahara,ESH,1.737465123040657e-17
2047,Western Sahara,ESH,1.731692813661784e-17
2048,Western Sahara,ESH,1.7259205042829114e-17
2049,Western Sahara,ESH,1.7201481949040385e-17
2050,Western Sahara,ESH,1.7143758855251666e-17
2021,Yemen,YEM,5.204170427930422e-19
2022,Yemen,YEM,6.505213034913029e-19
2023,Yemen,YEM,7.806255641895632e-19
2024,Yemen,YEM,9.10729824887824e-19
2025,Yemen,YEM,1.0408340855860844e-18
2026,Yemen,YEM,1.1709383462843449e-18
2027,Yemen,YEM,1.3010426069826055e-18
2028,Yemen,YEM,1.4311468676808662e-18
2029,Yemen,YEM,1.5612511283791264e-18
2030,Yemen,YEM,1.6913553890773869e-18
2031,Yemen,YEM,1.821459649775648e-18
2032,Yemen,YEM,1.9515639104739084e-18
2033,Yemen,YEM,2.081668171172169e-18
2034,Yemen,YEM,2.211772431870429e-18
2035,Yemen,YEM,2.3418766925686897e-18
2036,Yemen,YEM,2.47198095326695e-18
2037,Yemen,YEM,2.6020852139652106e-18
2038,Yemen,YEM,2.732189474663472e-18
2039,Yemen,YEM,2.8622937353617323e-18
2040,Yemen,YEM,2.9923979960599924e-18
2041,Yemen,YEM,3.122502256758253e-18
2042,Yemen,YEM,3.2526065174565137e-18
2043,Yemen,YEM,3.3827107781547738e-18
2044,Yemen,YEM,3.512815038853035e-18
2045,Yemen,YEM,3.642919299551296e-18
2046,Yemen,YEM,3.773023560249556e-18
2047,Yemen,YEM,3.9031278209478175e-18
2048,Yemen,YEM,4.0332320816460776e-18
2049,Yemen,YEM,4.163336342344338e-18
2050,Yemen,YEM,4.2934406030425985e-18
2021,Zambia,ZMB,0.0032039983911769
2022,Zambia,ZMB,0.0031240413600306
2023,Zambia,ZMB,0.0030440843288843
2024,Zambia,ZMB,0.002964127297738
2025,Zambia,ZMB,0.0028841702665917
2026,Zambia,ZMB,0.0028042132354454
2027,Zambia,ZMB,0.0027242562042991
2028,Zambia,ZMB,0.0026442991731528
2029,Zambia,ZMB,0.0025643421420065
2030,Zambia,ZMB,0.0024843851108602
2031,Zambia,ZMB,0.0024044280797139
2032,Zambia,ZMB,0.0023244710485676
2033,Zambia,ZMB,0.0022445140174213
2034,Zambia,ZMB,0.0021645569862750002
2035,Zambia,ZMB,0.0020845999551287
2036,Zambia,ZMB,0.0020046429239824
2037,Zambia,ZMB,0.0019246858928361
2038,Zambia,ZMB,0.0018447288616898
2039,Zambia,ZMB,0.0017647718305435
2040,Zambia,ZMB,0.0016848147993972
2041,Zambia,ZMB,0.0016048577682509
2042,Zambia,ZMB,0.0015249007371046
2043,Zambia,ZMB,0.0014449437059583
2044,Zambia,ZMB,0.0013649866748120002
2045,Zambia,ZMB,0.0012850296436657
2046,Zambia,ZMB,0.0012050726125194
2047,Zambia,ZMB,0.0011251155813731
2048,Zambia,ZMB,0.0010451585502268
2049,Zambia,ZMB,0.0009652015190805
2050,Zambia,ZMB,0.0008852444879342
2021,Zimbabwe,ZWE,0.0023497970391032
2022,Zimbabwe,ZWE,0.0023122462988789997
2023,Zimbabwe,ZWE,0.0022746955586549
2024,Zimbabwe,ZWE,0.0022371448184307
2025,Zimbabwe,ZWE,0.0021995940782065
2026,Zimbabwe,ZWE,0.0021620433379824
2027,Zimbabwe,ZWE,0.0021244925977582
2028,Zimbabwe,ZWE,0.002086941857534
2029,Zimbabwe,ZWE,0.0020493911173099
2030,Zimbabwe,ZWE,0.0020118403770857
2031,Zimbabwe,ZWE,0.0019742896368616
2032,Zimbabwe,ZWE,0.0019367388966374
2033,Zimbabwe,ZWE,0.0018991881564132
2034,Zimbabwe,ZWE,0.0018616374161891
2035,Zimbabwe,ZWE,0.0018240866759649
2036,Zimbabwe,ZWE,0.0017865359357407
2037,Zimbabwe,ZWE,0.0017489851955166
2038,Zimbabwe,ZWE,0.0017114344552924
2039,Zimbabwe,ZWE,0.0016738837150682
2040,Zimbabwe,ZWE,0.0016363329748441
2041,Zimbabwe,ZWE,0.0015987822346199
2042,Zimbabwe,ZWE,0.0015612314943958
2043,Zimbabwe,ZWE,0.0015236807541716
2044,Zimbabwe,ZWE,0.0014861300139474
2045,Zimbabwe,ZWE,0.0014485792737233
2046,Zimbabwe,ZWE,0.0014110285334991
2047,Zimbabwe,ZWE,0.0013734777932749
2048,Zimbabwe,ZWE,0.0013359270530508
2049,Zimbabwe,ZWE,0.0012983763128266
2050,Zimbabwe,ZWE,0.0012608255726024
2021,Armenia,ARM,0.0036428493907443922
2022,Armenia,ARM,0.0036428493907443922
2023,Armenia,ARM,0.0036428493907443922
2024,Armenia,ARM,0.0036428493907443922
2025,Armenia,ARM,0.0036428493907443922
2026,Armenia,ARM,0.0036428493907443922
2027,Armenia,ARM,0.0036428493907443922
2028,Armenia,ARM,0.0036428493907443922
2029,Armenia,ARM,0.0036428493907443922
2030,Armenia,ARM,0.0036428493907443922
2031,Armenia,ARM,0.0036428493907443922
2032,Armenia,ARM,0.0036428493907443922
2033,Armenia,ARM,0.0036428493907443922
2034,Armenia,ARM,0.0036428493907443922
2035,Armenia,ARM,0.0036428493907443922
2036,Armenia,ARM,0.0036428493907443922
2037,Armenia,ARM,0.0036428493907443922
2038,Armenia,ARM,0.0036428493907443922
2039,Armenia,ARM,0.0036428493907443922
2040,Armenia,ARM,0.0036428493907443922
2041,Armenia,ARM,0.0036428493907443922
2042,Armenia,ARM,0.0036428493907443922
2043,Armenia,ARM,0.0036428493907443922
2044,Armenia,ARM,0.0036428493907443922
2045,Armenia,ARM,0.0036428493907443922
2046,Armenia,ARM,0.0036428493907443922
2047,Armenia,ARM,0.0036428493907443922
2048,Armenia,ARM,0.0036428493907443922
2049,Armenia,ARM,0.0036428493907443922
2050,Armenia,ARM,0.0036428493907443922
2021,Australia,AUS,0.01240160516179257
2022,Australia,AUS,0.01240160516179257
2023,Australia,AUS,0.01240160516179257
2024,Australia,AUS,0.01240160516179257
2025,Australia,AUS,0.01240160516179257
2026,Australia,AUS,0.01240160516179257
2027,Australia,AUS,0.01240160516179257
2028,Australia,AUS,0.01240160516179257
2029,Australia,AUS,0.01240160516179257
2030,Australia,AUS,0.01240160516179257
2031,Australia,AUS,0.01240160516179257
2032,Australia,AUS,0.01240160516179257
2033,Australia,AUS,0.01240160516179257
2034,Australia,AUS,0.01240160516179257
2035,Australia,AUS,0.01240160516179257
2036,Australia,AUS,0.01240160516179257
2037,Australia,AUS,0.01240160516179257
2038,Australia,AUS,0.01240160516179257
2039,Australia,AUS,0.01240160516179257
2040,Australia,AUS,0.01240160516179257
2041,Australia,AUS,0.01240160516179257
2042,Australia,AUS,0.01240160516179257
2043,Australia,AUS,0.01240160516179257
2044,Australia,AUS,0.01240160516179257
2045,Australia,AUS,0.01240160516179257
2046,Australia,AUS,0.01240160516179257
2047,Australia,AUS,0.01240160516179257
2048,Australia,AUS,0.01240160516179257
2049,Australia,AUS,0.01240160516179257
2050,Australia,AUS,0.01240160516179257
2021,Croatia,HRV,0.0
2022,Croatia,HRV,0.0
2023,Croatia,HRV,0.0
2024,Croatia,HRV,0.0
2025,Croatia,HRV,0.0
2026,Croatia,HRV,0.0
2027,Croatia,HRV,0.0
2028,Croatia,HRV,0.0
2029,Croatia,HRV,0.0
2030,Croatia,HRV,0.0
2031,Croatia,HRV,0.0
2032,Croatia,HRV,0.0
2033,Croatia,HRV,0.0
2034,Croatia,HRV,0.0
2035,Croatia,HRV,0.0
2036,Croatia,HRV,0.0
2037,Croatia,HRV,0.0
2038,Croatia,HRV,0.0
2039,Croatia,HRV,0.0
2040,Croatia,HRV,0.0
2041,Croatia,HRV,0.0
2042,Croatia,HRV,0.0
2043,Croatia,HRV,0.0
2044,Croatia,HRV,0.0
2045,Croatia,HRV,0.0
2046,Croatia,HRV,0.0
2047,Croatia,HRV,0.0
2048,Croatia,HRV,0.0
2049,Croatia,HRV,0.0
2050,Croatia,HRV,0.0
2021,Cyprus,CYP,0.0
2022,Cyprus,CYP,0.0
2023,Cyprus,CYP,0.0
2024,Cyprus,CYP,0.0
2025,Cyprus,CYP,0.0
2026,Cyprus,CYP,0.0
2027,Cyprus,CYP,0.0
2028,Cyprus,CYP,0.0
2029,Cyprus,CYP,0.0
2030,Cyprus,CYP,0.0
2031,Cyprus,CYP,0.0
2032,Cyprus,CYP,0.0
2033,Cyprus,CYP,0.0
2034,Cyprus,CYP,0.0
2035,Cyprus,CYP,0.0
2036,Cyprus,CYP,0.0
2037,Cyprus,CYP,0.0
2038,Cyprus,CYP,0.0
2039,Cyprus,CYP,0.0
2040,Cyprus,CYP,0.0
2041,Cyprus,CYP,0.0
2042,Cyprus,CYP,0.0
2043,Cyprus,CYP,0.0
2044,Cyprus,CYP,0.0
2045,Cyprus,CYP,0.0
2046,Cyprus,CYP,0.0
2047,Cyprus,CYP,0.0
2048,Cyprus,CYP,0.0
2049,Cyprus,CYP,0.0
2050,Cyprus,CYP,0.0
2021,Egypt,EGY,0.0
2022,Egypt,EGY,0.0
2023,Egypt,EGY,0.0
2024,Egypt,EGY,0.0
2025,Egypt,EGY,0.0
2026,Egypt,EGY,0.0
2027,Egypt,EGY,0.0
2028,Egypt,EGY,0.0
2029,Egypt,EGY,0.0
2030,Egypt,EGY,0.0
2031,Egypt,EGY,0.0
2032,Egypt,EGY,0.0
2033,Egypt,EGY,0.0
2034,Egypt,EGY,0.0
2035,Egypt,EGY,0.0
2036,Egypt,EGY,0.0
2037,Egypt,EGY,0.0
2038,Egypt,EGY,0.0
2039,Egypt,EGY,0.0
2040,Egypt,EGY,0.0
2041,Egypt,EGY,0.0
2042,Egypt,EGY,0.0
2043,Egypt,EGY,0.0
2044,Egypt,EGY,0.0
2045,Egypt,EGY,0.0
2046,Egypt,EGY,0.0
2047,Egypt,EGY,0.0
2048,Egypt,EGY,0.0
2049,Egypt,EGY,0.0
2050,Egypt,EGY,0.0
2021,Ethiopia,ETH,0.0006884211305265412
2022,Ethiopia,ETH,0.0006884211305265412
2023,Ethiopia,ETH,0.0006884211305265412
2024,Ethiopia,ETH,0.0006884211305265412
2025,Ethiopia,ETH,0.0006884211305265412
2026,Ethiopia,ETH,0.0006884211305265412
2027,Ethiopia,ETH,0.0006884211305265412
2028,Ethiopia,ETH,0.0006884211305265412
2029,Ethiopia,ETH,0.0006884211305265412
2030,Ethiopia,ETH,0.0006884211305265412
2031,Ethiopia,ETH,0.0006884211305265412
2032,Ethiopia,ETH,0.0006884211305265412
2033,Ethiopia,ETH,0.0006884211305265412
2034,Ethiopia,ETH,0.0006884211305265412
2035,Ethiopia,ETH,0.0006884211305265412
2036,Ethiopia,ETH,0.0006884211305265412
2037,Ethiopia,ETH,0.0006884211305265412
2038,Ethiopia,ETH,0.0006884211305265412
2039,Ethiopia,ETH,0.0006884211305265412
2040,Ethiopia,ETH,0.0006884211305265412
2041,Ethiopia,ETH,0.0006884211305265412
2042,Ethiopia,ETH,0.0006884211305265412
2043,Ethiopia,ETH,0.0006884211305265412
2044,Ethiopia,ETH,0.0006884211305265412
2045,Ethiopia,ETH,0.0006884211305265412
2046,Ethiopia,ETH,0.0006884211305265412
2047,Ethiopia,ETH,0.0006884211305265412
2048,Ethiopia,ETH,0.0006884211305265412
2049,Ethiopia,ETH,0.0006884211305265412
2050,Ethiopia,ETH,0.0006884211305265412
2021,Finland,FIN,0.0015962150871913108
2022,Finland,FIN,0.0015962150871913108
2023,Finland,FIN,0.0015962150871913108
2024,Finland,FIN,0.0015962150871913108
2025,Finland,FIN,0.0015962150871913108
2026,Finland,FIN,0.0015962150871913108
2027,Finland,FIN,0.0015962150871913108
2028,Finland,FIN,0.0015962150871913108
2029,Finland,FIN,0.0015962150871913108
2030,Finland,FIN,0.0015962150871913108
2031,Finland,FIN,0.0015962150871913108
2032,Finland,FIN,0.0015962150871913108
2033,Finland,FIN,0.0015962150871913108
2034,Finland,FIN,0.0015962150871913108
2035,Finland,FIN,0.0015962150871913108
2036,Finland,FIN,0.0015962150871913108
2037,Finland,FIN,0.0015962150871913108
2038,Finland,FIN,0.0015962150871913108
2039,Finland,FIN,0.0015962150871913108
2040,Finland,FIN,0.0015962150871913108
2041,Finland,FIN,0.0015962150871913108
2042,Finland,FIN,0.0015962150871913108
2043,Finland,FIN,0.0015962150871913108
2044,Finland,FIN,0.0015962150871913108
2045,Finland,FIN,0.0015962150871913108
2046,Finland,FIN,0.0015962150871913108
2047,Finland,FIN,0.0015962150871913108
2048,Finland,FIN,0.0015962150871913108
2049,Finland,FIN,0.0015962150871913108
2050,Finland,FIN,0.0015962150871913108
2021,Greece,GRC,0.020826753884326192
2022,Greece,GRC,0.020826753884326192
2023,Greece,GRC,0.020826753884326192
2024,Greece,GRC,0.020826753884326192
2025,Greece,GRC,0.020826753884326192
2026,Greece,GRC,0.020826753884326192
2027,Greece,GRC,0.020826753884326192
2028,Greece,GRC,0.020826753884326192
2029,Greece,GRC,0.020826753884326192
2030,Greece,GRC,0.020826753884326192
2031,Greece,GRC,0.020826753884326192
2032,Greece,GRC,0.020826753884326192
2033,Greece,GRC,0.020826753884326192
2034,Greece,GRC,0.020826753884326192
2035,Greece,GRC,0.020826753884326192
2036,Greece,GRC,0.020826753884326192
2037,Greece,GRC,0.020826753884326192
2038,Greece,GRC,0.020826753884326192
2039,Greece,GRC,0.020826753884326192
2040,Greece,GRC,0.020826753884326192
2041,Greece,GRC,0.020826753884326192
2042,Greece,GRC,0.020826753884326192
